ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2006,2006-09-10,1,24.222,KAN,,CIN,L 10-23,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
2,2006,2006-09-17,2,24.229,KAN,@,DEN,L 6-9,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
3,2006,2006-10-08,4,24.250,KAN,@,ARI,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,1,50,50.00,0,0,0
4,2006,2006-10-15,5,24.257,KAN,@,PIT,L 7-45,,4,3,23,7.67,0,75.0%,5.75,0,0,,0,6,119,19.83,0,0,0
5,2006,2006-10-22,6,24.264,KAN,,SDG,W 30-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
6,2006,2006-10-29,7,24.271,KAN,,SEA,W 35-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
7,2006,2006-11-19,10,24.292,KAN,,OAK,W 17-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
8,2006,2006-12-17,14,24.320,KAN,@,SDG,L 9-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
9,2006,2006-12-23,15,24.326,KAN,@,OAK,W 20-9,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
10,2006,2006-12-31,16,24.334,KAN,,JAX,W 35-30,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
11,2007,2007-09-09,1,25.221,KAN,@,HOU,L 3-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
12,2007,2007-09-16,2,25.228,KAN,@,CHI,L 10-20,,5,4,57,14.25,0,80.0%,11.40,0,0,,0,0,0,,0,0,0
13,2007,2007-09-23,3,25.235,KAN,,MIN,W 13-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
14,2007,2007-09-30,4,25.242,KAN,@,SDG,W 30-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
15,2007,2007-10-07,5,25.249,KAN,,JAX,L 7-17,,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0
16,2007,2007-10-14,6,25.256,KAN,,CIN,W 27-20,,8,7,78,11.14,0,87.5%,9.75,0,0,,0,0,0,,0,0,0
17,2007,2007-10-21,7,25.263,KAN,@,OAK,W 12-10,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
18,2007,2007-11-04,8,25.277,KAN,,GNB,L 22-33,,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,,0,0,0
19,2007,2007-11-11,9,25.284,KAN,,DEN,L 11-27,,5,2,33,16.50,0,40.0%,6.60,0,0,,0,0,0,,0,0,0
20,2007,2007-11-18,10,25.291,KAN,@,IND,L 10-13,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,3,62,20.67,0,0,0
21,2007,2007-11-25,11,25.298,KAN,,OAK,L 17-20,,1,0,0,,0,0.0%,0.00,0,0,,0,3,64,21.33,0,0,0
22,2007,2007-12-02,12,25.305,KAN,,SDG,L 10-24,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,3,57,19.00,0,0,0
23,2007,2007-12-09,13,25.312,KAN,@,DEN,L 7-41,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,1,21,21.00,0,0,0
24,2007,2007-12-16,14,25.319,KAN,,TEN,L 17-26,,4,1,9,9.00,0,25.0%,2.25,1,5,5.00,0,0,0,,0,0,0
25,2007,2007-12-23,15,25.326,KAN,@,DET,L 20-25,*,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,0
26,2007,2007-12-30,16,25.333,KAN,@,NYJ,L 10-13,*,10,4,49,12.25,1,40.0%,4.90,0,0,,0,0,0,,0,1,6
27,2008,2008-09-07,1,26.220,KAN,@,NWE,L 10-17,,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0
28,2008,2008-09-14,2,26.227,KAN,,OAK,L 8-23,*,3,,,,,0.0%,,,,,,,,,,,
29,2008,2008-09-28,4,26.241,KAN,,DEN,W 33-19,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0
30,2008,2008-10-05,5,26.248,KAN,@,CAR,L 0-34,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0
31,2008,2008-12-07,13,26.311,KAN,@,DEN,L 17-24,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
