ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-09-04,1,23.060,DAL,@,NYG,W 35-0,,,,,,,0.0%,,,,,,,,,,,
2,1995,1995-09-10,2,23.066,DAL,,DEN,W 31-21,,,,,,,0.0%,,,,,,,,,,,
3,1995,1995-09-17,3,23.073,DAL,@,MIN,W 23-17,,,,,,,0.0%,,,,,,,,,,,
4,1995,1995-09-24,4,23.080,DAL,,ARI,W 34-20,,,,,,,0.0%,,,,,,,,,,,
5,1995,1995-10-01,5,23.087,DAL,@,WAS,L 23-27,,,,,,,0.0%,,,,,,,,,,,
6,1995,1995-10-08,6,23.094,DAL,,GNB,W 34-24,,,,,,,0.0%,,,,,,,,,,,
7,1995,1995-10-15,7,23.101,DAL,@,SDG,W 23-9,,,,,,,0.0%,,,,,,,,,,,
8,1995,1995-10-29,8,23.115,DAL,@,ATL,W 28-13,,,,,,,0.0%,,,,,,,,,,,
9,1995,1995-11-06,9,23.123,DAL,,PHI,W 34-12,,,,,,,0.0%,,,,,,,,,,,
10,1995,1995-11-12,10,23.129,DAL,,SFO,L 20-38,,,,,,,0.0%,,,,,,,,,,,
11,1995,1995-11-19,11,23.136,DAL,@,OAK,W 34-21,,,,,,,0.0%,,,,,,,,,,,
12,1995,1995-11-23,12,23.140,DAL,,KAN,W 24-12,,,,,,,0.0%,,,,,,,,,,,
13,1995,1995-12-03,13,23.150,DAL,,WAS,L 17-24,,,,,,,0.0%,,,,,,,,,,,
14,1995,1995-12-10,14,23.157,DAL,@,PHI,L 17-20,,,,,,,0.0%,,,,,,,,,,,
15,1995,1995-12-17,15,23.164,DAL,,NYG,W 21-20,,,,,,,0.0%,,,,,,,,,,,
16,1995,1995-12-25,16,23.172,DAL,@,ARI,W 37-13,,,,,,,0.0%,,,,,,,,,,,
17,1996,1996-09-02,1,24.058,DAL,@,CHI,L 6-22,,,,,,,0.0%,,,,,,,,,,,
18,1996,1996-09-08,2,24.064,DAL,,NYG,W 27-0,,,,,,,0.0%,,,,,,,,,,,
