ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-10-14,3,26.037,PHI,@,GNB,L 24-37,2,43,21.50,0
2,1951,1951-10-28,5,26.051,PHI,,WAS,L 23-27,1,15,15.00,0
