ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,23.177,STL,,ARI,W 27-24,,7,6,41,6.83,0,85.7%,5.86,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,0,0,0.0,0,0
2,2013,2013-09-15,2,23.184,STL,@,ATL,L 24-31,*,12,6,47,7.83,2,50.0%,3.92,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,6,1.50,0,2,12,0.0,0,0
3,2013,2013-09-22,3,23.191,STL,@,DAL,L 7-31,*,7,6,30,5.00,0,85.7%,4.29,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,0,0,0.0,0,0
4,2013,2013-09-26,4,23.195,STL,,SFO,L 11-35,,8,2,6,3.00,0,25.0%,0.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,6,19,3.17,0,0,0,0.0,0,0
5,2013,2013-10-06,5,23.205,STL,,JAX,W 34-20,,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,15,3.75,0,0,0,0.0,0,0
6,2013,2013-10-13,6,23.212,STL,@,HOU,W 38-13,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
7,2013,2013-10-20,7,23.219,STL,@,CAR,L 15-30,,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,0,0,0,,0,0,,,3,73,24.33,0,3,26,8.67,0,0,0,0.0,0,0
8,2013,2013-10-28,8,23.227,STL,,SEA,L 9-14,,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,3,79,26.33,0,3,7,2.33,0,0,0,0.0,0,0
9,2013,2013-11-03,9,23.233,STL,,TEN,L 21-28,,2,0,0,,0,0.0%,0.00,1,6,6.00,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,3,33,11.00,0,0,0,0.0,0,0
10,2013,2013-11-10,10,23.240,STL,@,IND,W 38-8,,3,2,138,69.00,2,66.7%,46.00,1,4,4.00,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,4,145,36.25,1,2,18,0.0,0,0
11,2013,2013-11-24,11,23.254,STL,,CHI,W 42-21,,5,2,39,19.50,0,40.0%,7.80,1,65,65.00,1,0,0,,0,0,0,,0,0,,,1,24,24.00,0,1,1,1.00,0,1,6,0.0,0,0
12,2013,2013-12-01,12,23.261,STL,@,SFO,L 13-23,*,7,4,25,6.25,0,57.1%,3.57,1,10,10.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,67,16.75,0,1,10,10.00,0,0,0,0.0,1,0
13,2013,2013-12-08,13,23.268,STL,@,ARI,L 10-30,,3,1,9,9.00,0,33.3%,3.00,1,56,56.00,0,0,0,,0,0,0,,0,0,,,4,95,23.75,0,1,1,1.00,0,0,0,0.0,0,0
14,2014,2014-09-07,1,24.176,STL,,MIN,L 6-34,,3,3,34,11.33,0,100.0%,11.33,3,5,1.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,24,4.80,0,0,0,0.0,0,0
15,2014,2014-09-14,2,24.183,STL,@,TAM,W 19-17,,1,0,0,,0,0.0%,0.00,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0,0.0,0,0
16,2014,2014-10-05,4,24.204,STL,@,PHI,L 28-34,,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,0,0,0.0,0,0
17,2014,2014-10-13,5,24.212,STL,,SFO,L 17-31,*,5,4,35,8.75,0,80.0%,7.00,3,16,5.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,0,0,0.0,0,0
18,2014,2014-10-19,6,24.218,STL,,SEA,W 28-26,,3,2,9,4.50,0,66.7%,3.00,5,16,3.20,0,0,0,,0,0,0,,0,0,,,1,8,8.00,0,1,-1,-1.00,0,0,0,0.0,0,0
19,2014,2014-10-26,7,24.225,STL,@,KAN,L 7-34,,2,2,12,6.00,0,100.0%,6.00,2,7,3.50,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,2,42,21.00,0,0,0,0.0,0,0
20,2014,2014-11-02,8,24.232,STL,@,SFO,W 13-10,*,3,2,11,5.50,0,66.7%,3.67,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,26,8.67,0,0,0,0.0,0,0
