ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1981,1981-10-11,6,24.166,NWE,@,NYJ,L 24-28,7,216,30.86,0
2,1981,1981-10-18,7,24.173,NWE,,HOU,W 38-10,2,50,25.00,0
