ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
16,2007,2007-11-25,11,24.210,DEN,@,CHI,L 34-37,*,17,31,54.84,302,2,1,96.4,2,10,9.74,9.58,2,12,6.00,0,,0,0,0.0,,
17,2007,2007-12-02,12,24.217,DEN,@,OAK,L 20-34,*,16,32,50.00,214,0,2,45.6,1,8,6.69,3.88,6,9,1.50,0,,0,0,0.0,,
18,2007,2007-12-09,13,24.224,DEN,,KAN,W 41-7,*,20,27,74.07,244,4,0,141.0,0,0,9.04,12.00,5,22,4.40,0,,0,0,0.0,,
19,2007,2007-12-13,14,24.228,DEN,@,HOU,L 13-31,*,27,39,69.23,254,1,0,95.5,5,18,6.51,7.03,2,11,5.50,0,,0,0,0.0,,
20,2007,2007-12-24,15,24.239,DEN,@,SDG,L 3-23,*,14,32,43.75,155,0,2,32.7,4,22,4.84,2.03,3,42,14.00,0,,0,0,0.0,,
21,2007,2007-12-30,16,24.245,DEN,,MIN,W 22-19,*,26,37,70.27,246,2,0,106.4,1,12,6.65,7.73,0,0,,0,,0,0,0.0,,
22,2008,2008-09-08,1,25.132,DEN,@,OAK,W 41-14,*,16,24,66.67,300,2,0,137.5,0,0,12.50,14.17,5,9,1.80,0,,0,0,0.0,0,0
23,2008,2008-09-14,2,25.138,DEN,,SDG,W 39-38,*,36,50,72.00,350,4,1,109.6,1,9,7.00,7.70,2,6,3.00,0,,0,0,0.0,0,0
24,2008,2008-09-21,3,25.145,DEN,,NOR,W 34-32,*,21,34,61.76,264,2,1,93.3,0,0,7.76,7.62,1,7,7.00,0,,0,0,0.0,0,0
25,2008,2008-09-28,4,25.152,DEN,@,KAN,L 19-33,*,29,49,59.18,361,1,2,71.9,1,9,7.37,5.94,2,6,3.00,0,,0,0,0.0,0,0
26,2008,2008-10-05,5,25.159,DEN,,TAM,W 16-13,*,23,34,67.65,227,1,0,96.1,0,0,6.68,7.26,5,16,3.20,0,,0,0,0.0,0,0
27,2008,2008-10-12,6,25.166,DEN,,JAX,L 17-24,*,21,37,56.76,192,2,1,77.8,0,0,5.19,5.05,3,22,7.33,0,,0,0,0.0,1,0
28,2008,2008-10-20,7,25.174,DEN,@,NWE,L 7-41,*,17,26,65.38,168,1,2,64.3,2,13,6.46,3.77,3,18,6.00,0,,0,0,0.0,0,0
29,2008,2008-11-02,8,25.187,DEN,,MIA,L 17-26,*,24,46,52.17,307,2,3,60.7,1,2,6.67,4.61,1,2,2.00,0,,0,0,0.0,0,0
30,2008,2008-11-06,9,25.191,DEN,@,CLE,W 34-30,*,24,42,57.14,447,3,1,107.9,1,6,10.64,11.00,7,29,4.14,0,,0,0,0.0,0,0
31,2008,2008-11-16,10,25.201,DEN,@,ATL,W 24-20,*,19,27,70.37,216,1,0,106.4,1,8,8.00,8.74,1,4,4.00,0,,0,0,0.0,0,0
32,2008,2008-11-23,11,25.208,DEN,,OAK,L 10-31,*,16,37,43.24,204,0,1,49.8,0,0,5.51,4.30,4,24,6.00,0,,0,0,0.0,0,0
33,2008,2008-11-30,12,25.215,DEN,@,NYJ,W 34-17,*,27,43,62.79,357,2,1,94.8,0,0,8.30,8.19,3,-2,-0.67,0,,0,0,0.0,0,0
34,2008,2008-12-07,13,25.222,DEN,,KAN,W 24-17,*,32,40,80.00,286,2,1,102.7,0,0,7.15,7.03,8,16,2.00,0,,0,0,0.0,0,0
35,2008,2008-12-14,14,25.229,DEN,@,CAR,L 10-30,*,21,33,63.64,172,1,1,74.3,3,14,5.21,4.45,2,9,4.50,0,,0,0,0.0,0,0
36,2008,2008-12-21,15,25.236,DEN,,BUF,L 23-30,*,25,45,55.56,359,0,1,72.4,1,8,7.98,6.98,8,30,3.75,2,,2,12,0.0,0,0
37,2008,2008-12-28,16,25.243,DEN,@,SDG,L 21-52,*,33,49,67.35,316,1,2,74.9,0,0,6.45,5.02,2,4,2.00,0,1,0,2,0.0,0,0
38,2009,2009-09-13,1,26.137,CHI,@,GNB,L 15-21,*,17,36,47.22,277,1,4,43.2,2,11,7.69,3.25,3,16,5.33,0,,0,0,0.0,1,0
39,2009,2009-09-20,2,26.144,CHI,,PIT,W 17-14,*,27,38,71.05,236,2,0,104.7,2,5,6.21,7.26,1,-1,-1.00,0,,0,0,0.0,0,0
40,2009,2009-09-27,3,26.151,CHI,@,SEA,W 25-19,*,21,27,77.78,247,3,1,126.4,2,14,9.15,9.70,2,-1,-0.50,0,1,0,2,0.0,0,0
41,2009,2009-10-04,4,26.158,CHI,,DET,W 48-24,*,18,28,64.29,141,2,0,100.4,2,16,5.04,6.46,3,8,2.67,1,,1,6,0.0,0,0
42,2009,2009-10-18,5,26.172,CHI,@,ATL,L 14-21,*,27,43,62.79,300,2,2,79.6,2,10,6.98,5.81,3,34,11.33,0,,0,0,0.0,0,0
43,2009,2009-10-25,6,26.179,CHI,@,CIN,L 10-45,*,26,37,70.27,251,1,3,64.1,1,10,6.78,3.68,3,4,1.33,0,,0,0,0.0,0,0
44,2009,2009-11-01,7,26.186,CHI,,CLE,W 30-6,*,17,30,56.67,225,0,1,66.7,4,26,7.50,6.00,5,32,6.40,0,,0,0,0.0,0,0
45,2009,2009-11-08,8,26.193,CHI,,ARI,L 21-41,*,29,47,61.70,369,3,1,98.6,4,22,7.85,8.17,3,17,5.67,0,,0,0,0.0,0,0
46,2009,2009-11-12,9,26.197,CHI,@,SFO,L 6-10,*,29,52,55.77,307,0,5,33.6,0,0,5.90,1.58,1,2,2.00,0,,0,0,0.0,1,0
47,2009,2009-11-22,10,26.207,CHI,,PHI,L 20-24,*,24,43,55.81,171,1,1,63.2,1,13,3.98,3.40,2,11,5.50,0,,0,0,0.0,0,0
48,2009,2009-11-29,11,26.214,CHI,@,MIN,L 10-36,*,18,23,78.26,147,1,2,71.6,4,21,6.39,3.35,3,16,5.33,0,,0,0,0.0,0,0
49,2009,2009-12-06,12,26.221,CHI,,STL,W 17-9,*,8,17,47.06,143,1,0,96.0,2,15,8.41,9.59,2,-2,-1.00,0,,0,0,0.0,0,0
50,2009,2009-12-13,13,26.228,CHI,,GNB,L 14-21,*,23,36,63.89,209,2,2,74.9,3,14,5.81,4.42,1,-1,-1.00,0,,0,0,0.0,0,0
51,2009,2009-12-20,14,26.235,CHI,@,BAL,L 7-31,*,10,27,37.04,94,0,3,7.9,2,4,3.48,-1.52,4,23,5.75,0,,0,0,0.0,1,0
52,2009,2009-12-28,15,26.243,CHI,,MIN,W 36-30,*,20,35,57.14,273,4,1,108.4,2,15,7.80,8.80,3,10,3.33,0,,0,0,0.0,0,0
53,2009,2010-01-03,16,26.249,CHI,@,DET,W 37-23,*,22,36,61.11,276,4,0,122.0,2,8,7.67,9.89,1,5,5.00,0,,0,0,0.0,0,0
54,2010,2010-09-12,1,27.136,CHI,,DET,W 19-14,*,23,35,65.71,372,2,1,108.3,4,10,10.63,10.49,5,22,4.40,0,,0,0,0.0,0,0
55,2010,2010-09-19,2,27.143,CHI,@,DAL,W 27-20,*,21,29,72.41,277,3,0,136.7,1,7,9.55,11.62,5,3,0.60,0,,0,0,0.0,0,0
56,2010,2010-09-27,3,27.151,CHI,,GNB,W 20-17,*,16,27,59.26,221,1,1,82.5,3,22,8.19,7.26,3,37,12.33,0,,0,0,0.0,0,0
57,2010,2010-10-03,4,27.157,CHI,@,NYG,L 3-17,*,8,11,72.73,42,0,1,40.7,9,55,3.82,-0.27,0,0,,0,,0,0,0.0,0,0
58,2010,2010-10-17,6,27.171,CHI,,SEA,L 20-23,*,17,39,43.59,290,0,0,69.4,6,44,7.44,7.44,2,19,9.50,0,,0,0,0.0,0,0
59,2010,2010-10-24,7,27.178,CHI,,WAS,L 14-17,*,26,40,65.00,281,1,4,54.3,4,25,7.03,3.03,1,0,0.00,0,,0,0,0.0,0,0
60,2010,2010-11-07,8,27.192,CHI,@,BUF,W 22-19,*,17,30,56.67,188,2,0,97.6,1,10,6.27,7.60,5,39,7.80,0,1,0,2,0.0,0,0
61,2010,2010-11-14,9,27.199,CHI,,MIN,W 27-13,*,22,35,62.86,237,3,2,87.4,2,7,6.77,5.91,4,24,6.00,0,,0,0,0.0,0,0
62,2010,2010-11-18,10,27.203,CHI,@,MIA,W 16-0,*,16,25,64.00,156,0,1,64.7,3,23,6.24,4.44,4,28,7.00,0,,0,0,0.0,0,0
63,2010,2010-11-28,11,27.213,CHI,,PHI,W 31-26,*,14,21,66.67,247,4,0,146.2,4,29,11.76,15.57,7,17,2.43,0,,0,0,0.0,0,0
64,2010,2010-12-05,12,27.220,CHI,@,DET,W 24-20,*,21,26,80.77,234,1,0,117.0,4,37,9.00,9.77,5,12,2.40,0,,0,0,0.0,1,0
65,2010,2010-12-12,13,27.227,CHI,,NWE,L 7-36,*,12,26,46.15,152,0,2,32.9,2,14,5.85,2.38,2,21,10.50,0,,0,0,0.0,0,0
66,2010,2010-12-20,14,27.235,CHI,@,MIN,W 40-14,*,14,24,58.33,194,3,1,106.6,1,5,8.08,8.71,1,-1,-1.00,0,,0,0,0.0,0,0
67,2010,2010-12-26,15,27.241,CHI,,NYJ,W 38-34,*,13,25,52.00,215,3,1,104.2,2,13,8.60,9.20,4,3,0.75,1,,1,6,0.0,0,0
68,2010,2011-01-02,16,27.248,CHI,@,GNB,L 3-10,*,21,39,53.85,168,0,2,43.5,6,51,4.31,2.00,2,8,4.00,0,,0,0,0.0,0,0
69,2011,2011-09-11,1,28.135,CHI,,ATL,W 30-12,*,22,32,68.75,312,2,1,107.8,5,23,9.75,9.59,0,0,,0,,0,0,0.0,0,0
70,2011,2011-09-18,2,28.142,CHI,@,NOR,L 13-30,*,19,45,42.22,244,1,0,67.3,6,58,5.42,5.87,1,12,12.00,0,,0,0,0.0,0,0
71,2011,2011-09-25,3,28.149,CHI,,GNB,L 17-27,*,21,37,56.76,302,2,2,78.9,3,24,8.16,6.81,3,11,3.67,0,,0,0,0.0,0,0
72,2011,2011-10-02,4,28.156,CHI,,CAR,W 34-29,*,9,17,52.94,102,0,1,46.7,1,9,6.00,3.35,1,2,2.00,0,,0,0,0.0,0,0
73,2011,2011-10-10,5,28.164,CHI,@,DET,L 13-24,*,28,38,73.68,249,1,0,99.6,3,12,6.55,7.08,2,3,1.50,0,,0,0,0.0,0,0
74,2011,2011-10-16,6,28.170,CHI,,MIN,W 39-10,*,21,31,67.74,267,2,0,115.9,1,9,8.61,9.90,0,0,,0,,0,0,0.0,1,0
75,2011,2011-10-23,7,28.177,CHI,@,TAM,W 24-18,*,17,32,53.13,226,1,2,60.2,2,8,7.06,4.88,1,-1,-1.00,0,,0,0,0.0,0,0
76,2011,2011-11-07,8,28.192,CHI,@,PHI,W 30-24,*,18,32,56.25,208,2,0,96.9,0,0,6.50,7.75,1,0,0.00,0,,0,0,0.0,0,0
77,2011,2011-11-13,9,28.198,CHI,,DET,W 37-13,*,9,19,47.37,123,0,0,68.5,2,16,6.47,6.47,4,18,4.50,0,,0,0,0.0,0,0
78,2011,2011-11-20,10,28.205,CHI,,SDG,W 31-20,*,18,31,58.06,286,2,1,97.0,0,0,9.23,9.06,5,10,2.00,1,,1,6,0.0,0,0
79,2012,2012-09-09,1,29.133,CHI,,IND,W 41-21,*,21,35,60.00,333,2,1,98.9,2,19,9.51,9.37,4,-4,-1.00,0,,0,0,0.0,0,0
80,2012,2012-09-13,2,29.137,CHI,@,GNB,L 10-23,*,11,27,40.74,126,1,4,28.2,7,52,4.67,-1.26,1,12,12.00,0,,0,0,0.0,0,0
81,2012,2012-09-23,3,29.147,CHI,,STL,W 23-6,*,17,31,54.84,183,0,1,58.9,2,12,5.90,4.45,4,18,4.50,0,,0,0,0.0,0,0
82,2012,2012-10-01,4,29.155,CHI,@,DAL,W 34-18,*,18,24,75.00,275,2,0,140.1,2,8,11.46,13.13,3,0,0.00,0,,0,0,0.0,0,0
83,2012,2012-10-07,5,29.161,CHI,@,JAX,W 41-3,*,23,39,58.97,292,2,1,88.8,1,5,7.49,7.36,2,22,11.00,0,,0,0,0.0,0,0
84,2012,2012-10-22,6,29.176,CHI,,DET,W 13-7,*,16,31,51.61,150,1,0,76.0,5,25,4.84,5.48,3,34,11.33,0,,0,0,0.0,0,0
85,2012,2012-10-28,7,29.182,CHI,,CAR,W 23-22,*,19,28,67.86,186,1,1,83.3,6,55,6.64,5.75,1,4,4.00,0,,0,0,0.0,0,0
86,2012,2012-11-04,8,29.189,CHI,@,TEN,W 51-20,*,19,26,73.08,229,3,0,138.1,3,24,8.81,11.12,1,12,12.00,0,,0,0,0.0,0,0
87,2012,2012-11-11,9,29.196,CHI,,HOU,L 6-13,*,7,14,50.00,40,0,2,16.7,0,0,2.86,-3.57,3,37,12.33,0,,0,0,0.0,0,0
88,2012,2012-11-25,11,29.210,CHI,,MIN,W 28-10,*,23,31,74.19,188,1,1,86.5,1,5,6.06,5.26,3,9,3.00,0,,0,0,0.0,0,0
89,2012,2012-12-02,12,29.217,CHI,,SEA,L 17-23,*,17,26,65.38,233,2,0,119.6,0,0,8.96,10.50,5,27,5.40,0,,0,0,0.0,0,0
90,2012,2012-12-09,13,29.224,CHI,@,MIN,L 14-21,*,22,44,50.00,260,1,2,57.0,2,4,5.91,4.32,2,16,8.00,0,,0,0,0.0,0,0
91,2012,2012-12-16,14,29.231,CHI,,GNB,L 13-21,*,12,21,57.14,135,1,1,72.5,4,28,6.43,5.24,1,9,9.00,0,,0,0,0.0,0,0
92,2012,2012-12-23,15,29.238,CHI,@,ARI,W 28-13,*,12,26,46.15,146,1,0,76.8,1,1,5.62,6.38,3,8,2.67,0,,0,0,0.0,0,0
93,2012,2012-12-30,16,29.245,CHI,@,DET,W 26-24,*,18,31,58.06,257,1,0,95.8,2,12,8.29,8.94,5,29,5.80,0,,0,0,0.0,0,0
94,2013,2013-09-08,1,30.132,CHI,,CIN,W 24-21,*,21,33,63.64,242,2,1,93.2,0,0,7.33,7.18,3,16,5.33,0,,0,0,0.0,0,0
95,2013,2013-09-15,2,30.139,CHI,,MIN,W 31-30,*,27,38,71.05,292,3,2,97.7,1,8,7.68,6.89,3,9,3.00,0,,0,0,0.0,0,0
96,2013,2013-09-22,3,30.146,CHI,@,PIT,W 40-23,*,20,30,66.67,159,1,0,90.8,2,8,5.30,5.97,4,11,2.75,0,,0,0,0.0,0,0
97,2013,2013-09-29,4,30.153,CHI,@,DET,L 32-40,*,27,47,57.45,317,2,3,65.6,3,31,6.74,4.72,1,9,9.00,0,,0,0,0.0,0,0
98,2013,2013-10-06,5,30.160,CHI,,NOR,L 18-26,*,24,33,72.73,358,2,0,128.1,3,18,10.85,12.06,4,27,6.75,0,,0,0,0.0,0,0
99,2013,2013-10-10,6,30.164,CHI,,NYG,W 27-21,*,24,36,66.67,262,2,0,106.5,0,0,7.28,8.39,3,20,6.67,0,,0,0,0.0,0,0
100,2013,2013-10-20,7,30.174,CHI,@,WAS,L 41-45,*,3,8,37.50,28,0,1,8.3,1,6,3.50,-2.13,0,0,,0,,0,0,0.0,0,0
101,2013,2013-11-10,9,30.195,CHI,,DET,L 19-21,*,21,40,52.50,250,1,1,69.8,1,9,6.25,5.63,0,0,,0,,0,0,0.0,0,0
102,2013,2013-12-15,14,30.230,CHI,@,CLE,W 38-31,*,22,31,70.97,265,3,2,102.2,2,4,8.55,7.58,3,11,3.67,0,,0,0,0.0,0,0
103,2013,2013-12-22,15,30.237,CHI,@,PHI,L 11-54,*,20,35,57.14,222,1,1,73.8,5,46,6.34,5.63,2,15,7.50,0,,0,0,0.0,0,0
104,2013,2013-12-29,16,30.244,CHI,,GNB,L 28-33,*,15,24,62.50,226,2,1,103.8,1,2,9.42,9.21,0,0,,0,,0,0,0.0,0,0
105,2014,2014-09-07,1,31.131,CHI,,BUF,L 20-23,*,34,49,69.39,349,2,2,86.2,2,8,7.12,6.10,0,0,,0,,0,0,0.0,0,0
106,2014,2014-09-14,2,31.138,CHI,@,SFO,W 28-20,*,23,34,67.65,176,4,0,119.2,1,6,5.18,7.53,5,25,5.00,0,,0,0,0.0,0,0
107,2014,2014-09-22,3,31.146,CHI,@,NYJ,W 27-19,*,23,38,60.53,225,2,0,94.7,4,28,5.92,6.97,5,14,2.80,0,,0,0,0.0,0,0
108,2014,2014-09-28,4,31.152,CHI,,GNB,L 17-38,*,22,34,64.71,256,2,2,82.5,1,4,7.53,6.06,3,29,9.67,0,,0,0,0.0,1,0
109,2014,2014-10-05,5,31.159,CHI,@,CAR,L 24-31,*,28,36,77.78,289,2,2,95.5,4,27,8.03,6.64,3,22,7.33,1,,1,6,0.0,0,0
110,2014,2014-10-12,6,31.166,CHI,@,ATL,W 27-13,*,26,38,68.42,381,1,0,109.6,2,6,10.03,10.55,6,4,0.67,0,,0,0,0.0,0,0
111,2014,2014-10-19,7,31.173,CHI,,MIA,L 14-27,*,21,34,61.76,190,1,1,74.4,3,18,5.59,4.85,2,3,1.50,0,,0,0,0.0,0,0
112,2014,2014-10-26,8,31.180,CHI,@,NWE,L 23-51,*,20,30,66.67,227,3,1,108.6,3,18,7.57,8.07,1,6,6.00,0,,0,0,0.0,0,0
113,2014,2014-11-09,9,31.194,CHI,@,GNB,L 14-55,*,22,37,59.46,272,1,2,68.7,3,18,7.35,5.46,2,0,0.00,0,,0,0,0.0,0,0
114,2014,2014-11-16,10,31.201,CHI,,MIN,W 21-13,*,31,43,72.09,330,3,2,98.0,0,0,7.67,6.98,5,21,4.20,0,,0,0,0.0,0,0
115,2014,2014-11-23,11,31.208,CHI,,TAM,W 21-13,*,17,27,62.96,130,1,0,87.0,3,18,4.81,5.56,0,0,,0,,0,0,0.0,0,0
116,2014,2014-11-27,12,31.212,CHI,@,DET,L 17-34,*,31,48,64.58,280,2,2,76.7,3,24,5.83,4.79,1,-1,-1.00,0,,0,0,0.0,0,0
117,2014,2014-12-04,13,31.219,CHI,,DAL,L 28-41,*,32,46,69.57,341,2,1,96.4,0,0,7.41,7.30,2,9,4.50,1,,1,6,0.0,0,0
118,2014,2014-12-15,14,31.230,CHI,,NOR,L 15-31,*,17,31,54.84,194,2,3,55.8,7,41,6.26,3.19,1,20,20.00,0,,0,0,0.0,0,0
119,2014,2014-12-28,16,31.243,CHI,@,MIN,L 9-13,*,23,36,63.89,172,0,0,75.2,2,7,4.78,4.78,3,39,13.00,0,,0,0,0.0,0,0
120,2015,2015-09-13,1,32.137,CHI,,GNB,L 23-31,*,18,36,50.00,225,1,1,67.5,2,12,6.25,5.56,4,31,7.75,0,,0,0,0.0,0,0
121,2015,2015-09-20,2,32.144,CHI,,ARI,L 23-48,*,8,9,88.89,120,1,1,116.2,0,0,13.33,10.56,3,24,8.00,0,,0,0,0.0,0,0
122,2015,2015-10-04,4,32.158,CHI,,OAK,W 22-20,*,28,43,65.12,281,2,1,89.4,3,8,6.53,6.42,1,0,0.00,0,,0,0,0.0,0,0
123,2015,2015-10-11,5,32.165,CHI,@,KAN,W 18-17,*,26,45,57.78,252,2,0,88.4,2,11,5.60,6.49,4,15,3.75,0,,0,0,0.0,0,0
124,2015,2015-10-18,6,32.172,CHI,@,DET,L 34-37,*,26,41,63.41,353,1,1,88.8,1,0,8.61,8.00,2,12,6.00,0,,0,0,0.0,0,0
125,2015,2015-11-01,7,32.186,CHI,,MIN,L 20-23,*,22,33,66.67,211,1,0,94.4,1,3,6.39,7.00,2,11,5.50,1,,1,6,0.0,0,0
126,2015,2015-11-09,8,32.194,CHI,@,SDG,W 22-19,*,27,40,67.50,345,2,1,100.5,1,8,8.63,8.50,3,-2,-0.67,0,,0,0,0.0,0,0
127,2015,2015-11-15,9,32.200,CHI,@,STL,W 37-13,*,19,24,79.17,258,3,0,151.0,2,14,10.75,13.25,3,24,8.00,0,,0,0,0.0,0,0
128,2015,2015-11-22,10,32.207,CHI,,DEN,L 15-17,*,18,32,56.25,265,0,1,70.4,2,4,8.28,6.88,3,29,9.67,0,,0,0,0.0,0,0
129,2015,2015-11-26,11,32.211,CHI,@,GNB,W 17-13,*,19,31,61.29,200,1,0,90.8,1,11,6.45,7.10,4,9,2.25,0,,0,0,0.0,0,0
130,2015,2015-12-06,12,32.221,CHI,,SFO,L 20-26,*,18,31,58.06,202,0,1,64.2,1,8,6.52,5.06,4,10,2.50,0,,0,0,0.0,0,0
131,2015,2015-12-13,13,32.228,CHI,,WAS,L 21-24,*,19,31,61.29,315,2,0,117.0,3,25,10.16,11.45,1,5,5.00,0,,0,0,0.0,0,0
132,2015,2015-12-20,14,32.235,CHI,@,MIN,L 17-38,*,26,37,70.27,231,2,1,93.4,5,32,6.24,6.11,1,1,1.00,0,,0,0,0.0,0,0
133,2015,2015-12-27,15,32.242,CHI,@,TAM,W 26-21,*,20,27,74.07,156,1,0,100.2,1,3,5.78,6.52,2,21,10.50,0,,0,0,0.0,0,0
134,2015,2016-01-03,16,32.249,CHI,,DET,L 20-24,*,17,23,73.91,245,2,3,97.5,4,11,10.65,6.52,1,11,11.00,0,,0,0,0.0,0,0
135,2016,2016-09-11,1,33.135,CHI,@,HOU,L 14-23,*,16,29,55.17,216,1,1,76.2,5,31,7.45,6.59,2,12,6.00,0,,0,0,0.0,0,0
136,2016,2016-09-19,2,33.143,CHI,,PHI,L 14-29,*,12,17,70.59,157,0,1,74.9,3,15,9.24,6.59,0,0,,0,,0,0,0.0,0,0
137,2016,2016-10-31,8,33.185,CHI,,MIN,W 20-10,*,20,31,64.52,252,1,0,100.5,1,7,8.13,8.77,1,2,2.00,0,,0,0,0.0,0,0
138,2016,2016-11-13,9,33.198,CHI,@,TAM,L 10-36,*,16,30,53.33,182,1,2,55.1,4,21,6.07,3.73,1,7,7.00,0,,0,0,0.0,0,0
139,2016,2016-11-20,10,33.205,CHI,@,NYG,L 16-22,*,17,30,56.67,252,1,1,81.5,4,30,8.40,7.57,1,3,3.00,0,,0,0,0.0,0,0
140,2017,2017-09-17,1,34.141,MIA,@,LAC,W 19-17,*,24,33,72.73,230,1,0,101.8,2,5,6.97,7.58,2,-1,-0.50,0,,0,0,0.0,0,0
141,2017,2017-09-24,2,34.148,MIA,@,NYJ,L 6-20,*,26,44,59.09,220,1,1,70.3,3,25,5.00,4.43,1,9,9.00,0,,0,0,0.0,0,0
142,2017,2017-10-01,3,34.155,MIA,,NOR,L 0-20,*,20,28,71.43,164,0,1,71.1,4,36,5.86,4.25,1,5,5.00,0,,0,0,0.0,0,0
143,2017,2017-10-08,4,34.162,MIA,,TEN,W 16-10,*,12,26,46.15,92,1,1,52.1,1,14,3.54,2.58,2,8,4.00,0,,0,0,0.0,0,0
144,2017,2017-10-15,5,34.169,MIA,@,ATL,W 20-17,*,19,33,57.58,151,2,1,76.7,0,0,4.58,4.42,1,-1,-1.00,0,,0,0,0.0,0,0
145,2017,2017-10-22,6,34.176,MIA,,NYJ,W 31-28,*,12,16,75.00,138,2,1,114.1,2,13,8.63,8.31,0,0,,0,,0,0,0.0,0,0
146,2017,2017-11-05,8,34.190,MIA,,OAK,L 24-27,*,34,42,80.95,311,3,0,121.3,1,2,7.40,8.83,1,0,0.00,0,,0,0,0.0,0,0
147,2017,2017-11-13,9,34.198,MIA,@,CAR,L 21-45,*,22,37,59.46,213,2,1,82.4,0,0,5.76,5.62,1,-1,-1.00,0,,0,0,0.0,0,0
148,2017,2017-11-19,10,34.204,MIA,,TAM,L 20-30,*,6,12,50.00,83,1,3,60.8,0,0,6.92,-2.67,1,1,1.00,0,,0,0,0.0,0,0
149,2017,2017-12-03,12,34.218,MIA,,DEN,W 35-9,*,18,31,58.06,235,2,2,76.7,2,13,7.58,5.97,1,1,1.00,0,,0,0,0.0,0,0
150,2017,2017-12-11,13,34.226,MIA,,NWE,W 27-20,*,25,38,65.79,263,3,0,112.1,2,21,6.92,8.50,4,4,1.00,0,,0,0,0.0,0,0
151,2017,2017-12-17,14,34.232,MIA,@,BUF,L 16-24,*,28,49,57.14,274,0,3,47.5,3,25,5.59,2.84,2,8,4.00,0,,0,0,0.0,0,0
152,2017,2017-12-24,15,34.239,MIA,@,KAN,L 13-29,*,19,38,50.00,286,1,0,83.9,0,0,7.53,8.05,2,-1,-0.50,0,,0,0,0.0,0,0
153,2017,2017-12-31,16,34.246,MIA,,BUF,L 16-22,*,1,2,50.00,6,0,0,56.2,0,0,3.00,3.00,0,0,,0,,0,0,0.0,0,0
