ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1996,1996-09-22,4,23.140,SDG,@,OAK,W 40-34,,0,0,,0,0.0%,
2,1996,1996-09-29,5,23.147,SDG,,KAN,W 22-19,1,1,6,6.00,0,100.0%,6.00
3,1996,1996-10-06,6,23.154,SDG,@,DEN,L 17-28,3,3,21,7.00,0,100.0%,7.00
4,1996,1996-10-21,7,23.169,SDG,,OAK,L 14-23,,0,0,,0,0.0%,
5,1996,1996-10-27,8,23.175,SDG,@,SEA,L 13-32,,0,0,,0,0.0%,
6,1996,1996-11-03,9,23.182,SDG,@,IND,W 26-19,1,1,4,4.00,0,100.0%,4.00
7,1996,1996-11-11,10,23.190,SDG,,DET,W 27-21,,0,0,,0,0.0%,
8,1996,1996-11-17,11,23.196,SDG,,TAM,L 17-25,3,2,14,7.00,0,66.7%,4.67
9,1996,1996-11-24,12,23.203,SDG,@,KAN,W 28-14,1,1,18,18.00,0,100.0%,18.00
10,1996,1996-12-01,13,23.210,SDG,,NWE,L 7-45,0,0,0,,0,0.0%,
11,1996,1996-12-08,14,23.217,SDG,@,PIT,L 3-16,3,1,19,19.00,0,33.3%,6.33
12,1996,1996-12-14,15,23.223,SDG,@,CHI,L 14-27,2,1,6,6.00,0,50.0%,3.00
13,1996,1996-12-22,16,23.231,SDG,,DEN,W 16-10,3,3,23,7.67,0,100.0%,7.67
14,1997,1997-09-07,2,24.125,SDG,@,NOR,W 20-6,,,,,,0.0%,
15,1997,1997-11-02,9,24.181,SDG,@,CIN,L 31-38,,,,,,0.0%,
16,1997,1997-11-09,10,24.188,SDG,,SEA,L 31-37,,,,,,0.0%,
17,1997,1997-11-16,11,24.195,SDG,,OAK,L 13-38,,,,,,0.0%,
18,1997,1997-11-23,12,24.202,SDG,@,SFO,L 10-17,,,,,,0.0%,
19,1998,1998-09-27,4,25.145,KAN,@,PHI,W 24-21,,,,,,0.0%,
20,1998,1998-12-13,14,25.222,KAN,,DAL,W 20-17,,,,,,0.0%,
21,1998,1998-12-20,15,25.229,KAN,@,NYG,L 7-28,,,,,,0.0%,
22,1998,1998-12-26,16,25.235,KAN,@,OAK,W 31-24,1,,,,,0.0%,
