ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1990,1990-09-09,1,22.290,GNB,,RAM,W 36-24,0,0,,0,,0,0,,0,,,0,0,,0,0,
2,1990,1990-09-16,2,22.297,GNB,,CHI,L 13-31,0,0,,0,,0,0,,0,,,0,0,,0,0,
3,1990,1990-09-23,3,22.304,GNB,,KAN,L 3-17,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0
4,1990,1990-09-30,4,22.311,GNB,@,DET,W 24-21,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0
5,1990,1990-10-07,5,22.318,GNB,@,CHI,L 13-27,2,6,3.00,0,,1,1,1.00,0,,,0,0,,0,0,0
6,1990,1990-10-14,6,22.325,GNB,@,TAM,L 14-26,5,11,2.20,0,,0,0,,0,,,0,0,,0,0,0
7,1990,1990-10-28,7,22.339,GNB,,MIN,W 24-10,11,40,3.64,1,,0,0,,0,,,0,0,,0,1,6
8,1990,1990-11-04,8,22.346,GNB,,SFO,L 20-24,5,11,2.20,0,,1,-1,-1.00,0,,,0,0,,0,0,0
9,1990,1990-11-11,9,22.353,GNB,@,RAI,W 29-16,10,14,1.40,0,,0,0,,0,,,0,0,,0,0,0
10,1990,1990-11-18,10,22.360,GNB,@,PHO,W 24-21,3,11,3.67,0,,0,0,,0,,,0,0,,0,0,0
11,1990,1990-11-25,11,23.002,GNB,,TAM,W 20-10,10,59,5.90,0,,0,0,,0,,,0,0,,0,0,0
12,1990,1990-12-02,12,23.009,GNB,@,MIN,L 7-23,3,17,5.67,0,,0,0,,0,,,1,19,19.00,0,0,0
13,1990,1990-12-09,13,23.016,GNB,,SEA,L 14-20,1,1,1.00,0,,1,1,1.00,0,,,0,0,,0,0,0
14,1990,1990-12-16,14,23.023,GNB,@,PHI,L 0-31,6,9,1.50,0,,0,0,,0,,,0,0,,0,0,0
15,1990,1990-12-22,15,23.029,GNB,,DET,L 17-24,12,21,1.75,0,,0,0,,0,,,2,84,42.00,1,1,6
16,1990,1990-12-30,16,23.037,GNB,@,DEN,L 13-22,6,63,10.50,0,,0,0,,0,,,0,0,,0,0,0
17,1991,1991-09-01,1,23.282,GNB,,PHI,L 3-20,6,16,2.67,0,,0,0,,0,,,0,0,,0,0,0
18,1991,1991-09-08,2,23.289,GNB,@,DET,L 14-23,14,45,3.21,0,,1,9,9.00,0,,,0,0,,0,0,0
19,1991,1991-09-15,3,23.296,GNB,,TAM,W 15-13,4,8,2.00,0,,0,0,,0,,,0,0,,0,0,0
20,1991,1991-10-17,7,23.328,GNB,,CHI,L 0-10,8,27,3.38,0,,0,0,,0,,,0,0,,0,0,0
21,1991,1991-10-27,8,23.338,GNB,@,TAM,W 27-0,6,2,0.33,0,,1,14,14.00,0,,,0,0,,0,0,0
22,1991,1991-11-03,9,23.345,GNB,@,NYJ,L 16-19,8,15,1.88,0,,0,0,,0,,,2,46,23.00,0,0,0
23,1991,1991-11-10,10,23.352,GNB,,BUF,L 24-34,13,60,4.62,0,,1,3,3.00,0,,,4,78,19.50,0,0,0
24,1991,1991-11-17,11,23.359,GNB,,MIN,L 21-35,8,16,2.00,0,,0,0,,0,,,0,0,,0,0,0
25,1991,1991-11-24,12,24.001,GNB,,IND,W 14-10,15,63,4.20,0,,0,0,,0,,,0,0,,0,0,0
26,1991,1991-12-01,13,24.008,GNB,@,ATL,L 31-35,18,93,5.17,1,,1,14,14.00,0,,,0,0,,0,1,6
27,1991,1991-12-08,14,24.015,GNB,@,CHI,L 13-27,14,48,3.43,0,,1,8,8.00,0,,,0,0,,0,0,0
28,1991,1991-12-15,15,24.022,GNB,,DET,L 17-21,15,71,4.73,0,,0,0,,0,,,1,3,3.00,0,0,0
29,1991,1991-12-21,16,24.028,GNB,@,MIN,W 27-7,12,7,0.58,0,,2,23,11.50,0,,,0,0,,0,0,0
