ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-04,1,24.112,WAS,,NYJ,W 16-13,*,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,,
2,2003,2003-09-14,2,24.122,WAS,@,ATL,W 33-31,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,0.0,,
3,2003,2003-09-21,3,24.129,WAS,,NYG,L 21-24,*,2,,,,,0.0%,,,,,,,,,,
4,2003,2003-09-28,4,24.136,WAS,,NWE,W 20-17,*,,,,,,0.0%,,,,,,,,,,
5,2003,2003-10-05,5,24.143,WAS,@,PHI,L 25-27,*,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,0.0,,
6,2003,2003-10-12,6,24.150,WAS,,TAM,L 13-35,*,,,,,,0.0%,,,,,,,,,,
7,2004,2004-09-12,1,25.120,WAS,,TAM,W 16-10,,,,,,,0.0%,,,,,,,,,,
8,2004,2004-09-19,2,25.127,WAS,@,NYG,L 14-20,,,,,,,0.0%,,,,,,,,,,
9,2004,2004-09-27,3,25.135,WAS,,DAL,L 18-21,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,,
10,2004,2004-10-10,5,25.148,WAS,,BAL,L 10-17,,,,,,,0.0%,,,,,,,,,,
11,2004,2004-10-31,7,25.169,WAS,,GNB,L 14-28,*,3,1,23,23.00,0,33.3%,7.67,0,0,,0,0,0,0.0,,
12,2004,2004-11-07,8,25.176,WAS,@,DET,W 17-10,*,1,,,,,0.0%,,,,,,,,,,
13,2004,2004-11-14,9,25.183,WAS,,CIN,L 10-17,*,,,,,,0.0%,,,,,,,,,,
14,2004,2004-11-21,10,25.190,WAS,@,PHI,L 6-28,*,0,,,,,0.0%,,,,,,,,,,
15,2004,2004-11-28,11,25.197,WAS,@,PIT,L 7-16,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,,
16,2004,2004-12-05,12,25.204,WAS,,NYG,W 31-7,*,2,1,9,9.00,1,50.0%,4.50,0,0,,0,1,6,0.0,,
17,2004,2004-12-12,13,25.211,WAS,,PHI,L 14-17,*,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,0.0,,
18,2004,2004-12-18,14,25.217,WAS,@,SFO,W 26-16,*,1,1,12,12.00,1,100.0%,12.00,0,0,,0,1,6,0.0,,
19,2004,2004-12-26,15,25.225,WAS,@,DAL,L 10-13,*,1,1,5,5.00,1,100.0%,5.00,0,0,,0,1,6,0.0,,
20,2004,2005-01-02,16,25.232,WAS,,MIN,W 21-18,,2,1,4,4.00,1,50.0%,2.00,0,0,,0,1,6,0.0,,
21,2005,2005-09-11,1,26.119,WAS,,CHI,W 9-7,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,,
22,2005,2005-09-19,2,26.127,WAS,@,DAL,W 14-13,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,0.0,,
23,2005,2005-10-02,3,26.140,WAS,,SEA,W 20-17,*,3,2,11,5.50,1,66.7%,3.67,0,0,,0,1,6,0.0,,
24,2005,2005-10-09,4,26.147,WAS,@,DEN,L 19-21,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,,
25,2005,2005-10-16,5,26.154,WAS,@,KAN,L 21-28,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
26,2005,2005-10-23,6,26.161,WAS,,SFO,W 52-17,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
27,2005,2005-10-30,7,26.168,WAS,@,NYG,L 0-36,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
28,2005,2005-11-13,9,26.182,WAS,@,TAM,L 35-36,*,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,,
29,2005,2005-11-20,10,26.189,WAS,,OAK,L 13-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
30,2005,2005-11-27,11,26.196,WAS,,SDG,L 17-23,*,4,1,2,2.00,0,25.0%,0.50,0,0,,0,0,0,0.0,,
31,2005,2005-12-04,12,26.203,WAS,@,STL,W 24-9,*,4,4,40,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,,
32,2005,2005-12-11,13,26.210,WAS,@,ARI,W 17-13,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,0.0,,
33,2005,2005-12-18,14,26.217,WAS,,DAL,W 35-7,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,,
34,2005,2005-12-24,15,26.223,WAS,,NYG,W 35-20,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,,
35,2005,2006-01-01,16,26.231,WAS,@,PHI,W 31-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
36,2006,2006-09-10,1,27.118,BUF,@,NWE,L 17-19,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,0.0,,
37,2006,2006-09-17,2,27.125,BUF,@,MIA,W 16-6,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,,
38,2006,2006-09-24,3,27.132,BUF,,NYJ,L 20-28,*,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,,
39,2006,2006-10-01,4,27.139,BUF,,MIN,W 17-12,*,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,0.0,,
