ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2006,2006-09-10,1,27.003,NYG,,IND,L 21-26,,1,1,6,6.00,0,100.0%,6.00,0,0,,0
2,2006,2006-09-24,3,27.017,NYG,@,SEA,L 30-42,,2,2,22,11.00,0,100.0%,11.00,0,0,,0
3,2006,2006-10-15,5,27.038,NYG,@,ATL,W 27-14,,0,0,0,,0,0.0%,,1,21,21.00,0
4,2006,2006-10-23,6,27.046,NYG,@,DAL,W 36-22,,,0,0,,0,0.0%,,0,0,,0
5,2006,2006-10-29,7,27.052,NYG,,TAM,W 17-3,,,0,0,,0,0.0%,,0,0,,0
6,2006,2006-11-05,8,27.059,NYG,,HOU,W 14-10,,5,2,21,10.50,0,40.0%,4.20,1,-9,-9.00,0
7,2006,2006-11-12,9,27.066,NYG,,CHI,L 20-38,,,0,0,,0,0.0%,,0,0,,0
8,2006,2006-11-26,11,27.080,NYG,@,TEN,L 21-24,,,,,,,0.0%,,,,,
