ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1980,1980-09-07,1,23.118,NYG,@,STL,W 41-35,1,23,23.00,0
2,1980,1980-09-14,2,23.125,NYG,,WAS,L 21-23,,,,
3,1980,1980-09-22,3,23.133,NYG,@,PHI,L 3-35,0,6,,0
4,1980,1980-09-28,4,23.139,NYG,,RAM,L 7-28,1,12,12.00,0
5,1980,1980-10-05,5,23.146,NYG,@,DAL,L 3-24,1,22,22.00,0
6,1980,1980-10-12,6,23.153,NYG,,PHI,L 16-31,,,,
7,1980,1980-10-19,7,23.160,NYG,@,SDG,L 7-44,,,,
8,1980,1980-10-26,8,23.167,NYG,,DEN,L 9-14,1,17,17.00,0
9,1980,1980-11-02,9,23.174,NYG,@,TAM,L 13-30,,,,
10,1980,1980-11-09,10,23.181,NYG,,DAL,W 38-35,1,9,9.00,0
11,1980,1980-11-16,11,23.188,NYG,,GNB,W 27-21,,,,
12,1980,1980-11-23,12,23.195,NYG,@,SFO,L 0-12,,,,
13,1980,1980-11-30,13,23.202,NYG,,STL,L 7-23,,,,
14,1980,1980-12-07,14,23.209,NYG,@,SEA,W 27-21,,,,
15,1980,1980-12-13,15,23.215,NYG,@,WAS,L 13-16,,,,
16,1980,1980-12-21,16,23.223,NYG,,OAK,L 17-33,,,,
