ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1975,1975-09-21,1,22.196,RAM,@,DAL,L 7-18,,,,
2,1975,1975-09-28,2,22.203,RAM,@,SFO,W 23-14,,,,
3,1975,1975-10-05,3,22.210,RAM,,BAL,W 24-13,,,,
4,1975,1975-10-12,4,22.217,RAM,@,SDG,W 13-10,,,,
5,1975,1975-10-19,5,22.224,RAM,,ATL,W 22-7,,,,
6,1975,1975-10-26,6,22.231,RAM,,NOR,W 38-14,,,,
7,1975,1975-11-03,7,22.239,RAM,@,PHI,W 42-3,,,,
8,1975,1975-11-09,8,22.245,RAM,,SFO,L 23-24,,,,
9,1975,1975-11-16,9,22.252,RAM,@,ATL,W 16-7,,,,
10,1975,1975-11-23,10,22.259,RAM,,CHI,W 38-10,,,,
11,1975,1975-11-27,11,22.263,RAM,@,DET,W 20-0,,,,
12,1975,1975-12-07,12,22.273,RAM,@,NOR,W 14-7,,,,
13,1975,1975-12-14,13,22.280,RAM,,GNB,W 22-5,,,,
14,1975,1975-12-20,14,22.286,RAM,,PIT,W 10-3,,,,
15,1976,1976-09-12,1,23.187,RAM,@,ATL,W 30-14,,,,
16,1976,1976-09-19,2,23.194,RAM,@,MIN,T 10-10,,,,
17,1976,1976-09-26,3,23.201,RAM,,NYG,W 24-10,,,,
18,1976,1976-10-03,4,23.208,RAM,@,MIA,W 31-28,,,,
19,1976,1976-10-11,5,23.216,RAM,,SFO,L 0-16,,,,
20,1976,1976-10-17,6,23.222,RAM,,CHI,W 20-12,0,3,,0
21,1976,1976-10-24,7,23.229,RAM,@,NOR,W 16-10,,,,
22,1976,1976-10-31,8,23.236,RAM,,SEA,W 45-6,,,,
23,1976,1976-11-08,9,23.244,RAM,@,CIN,L 12-20,,,,
24,1976,1976-11-14,10,23.250,RAM,,STL,L 28-30,,,,
25,1976,1976-11-21,11,23.257,RAM,@,SFO,W 23-3,,,,
26,1976,1976-11-28,12,23.264,RAM,,NOR,W 33-14,,,,
27,1976,1976-12-04,13,23.270,RAM,,ATL,W 59-0,,,,
28,1976,1976-12-11,14,23.277,RAM,@,DET,W 20-17,,,,
29,1977,1977-09-18,1,24.193,RAM,@,ATL,L 6-17,,,,
30,1977,1977-09-25,2,24.200,RAM,,PHI,W 20-0,,,,
31,1977,1977-10-02,3,24.207,RAM,,SFO,W 34-14,,,,
32,1977,1977-10-10,4,24.215,RAM,@,CHI,L 23-24,,,,
33,1977,1977-10-16,5,24.221,RAM,,NOR,W 14-7,,,,
34,1977,1977-10-24,6,24.229,RAM,,MIN,W 35-3,,,,
35,1977,1977-10-30,7,24.235,RAM,@,NOR,L 26-27,,,,
36,1977,1977-11-06,8,24.242,RAM,,TAM,W 31-0,,,,
37,1978,1978-09-03,1,25.178,RAM,@,PHI,W 16-14,,,,
38,1978,1978-09-10,2,25.185,RAM,,ATL,W 10-0,,,,
39,1978,1978-09-17,3,25.192,RAM,,DAL,W 27-14,,,,
40,1978,1978-09-24,4,25.199,RAM,@,HOU,W 10-6,,,,
41,1978,1978-10-01,5,25.206,RAM,@,NOR,W 26-20,,,,
42,1978,1978-10-08,6,25.213,RAM,,SFO,W 27-10,,,,
43,1978,1978-10-15,7,25.220,RAM,@,MIN,W 34-17,,,,
44,1978,1978-10-22,8,25.227,RAM,,NOR,L 3-10,,,,
45,1978,1978-11-05,10,25.241,RAM,,TAM,W 26-23,,,,
46,1978,1978-11-12,11,25.248,RAM,,PIT,W 10-7,,,,
47,1978,1978-11-19,12,25.255,RAM,@,SFO,W 31-28,,,,
48,1978,1978-11-26,13,25.262,RAM,@,CLE,L 19-30,,,,
49,1978,1978-12-03,14,25.269,RAM,@,NYG,W 20-17,,,,
50,1978,1978-12-11,15,25.277,RAM,,CIN,L 19-20,,,,
51,1978,1978-12-17,16,25.283,RAM,,GNB,W 31-14,,,,
52,1979,1979-09-02,1,26.177,RAM,,OAK,L 17-24,,,,
53,1979,1979-09-06,2,26.181,RAM,@,DEN,W 13-9,,,,
54,1979,1979-09-16,3,26.191,RAM,,SFO,W 27-24,,,,
55,1979,1979-09-23,4,26.198,RAM,@,TAM,L 6-21,,,,
56,1979,1979-10-21,8,26.226,RAM,,SDG,L 16-40,,,,
57,1979,1979-10-28,9,26.233,RAM,,NYG,L 14-20,,,,
58,1979,1979-11-04,10,26.240,RAM,@,SEA,W 24-0,,,,
59,1979,1979-11-11,11,26.247,RAM,@,CHI,L 23-27,,,,
60,1979,1979-11-19,12,26.255,RAM,,ATL,W 20-14,,,,
61,1979,1979-11-25,13,26.261,RAM,@,SFO,W 26-20,,,,
62,1979,1979-12-02,14,26.268,RAM,,MIN,W 27-21,,,,
63,1979,1979-12-09,15,26.275,RAM,@,ATL,W 34-13,,,,
64,1979,1979-12-16,16,26.282,RAM,,NOR,L 14-29,,,,
65,1980,1980-09-11,2,27.186,RAM,@,TAM,L 9-10,,,,
66,1980,1980-09-21,3,27.196,RAM,,GNB,W 51-21,,,,
67,1980,1980-09-28,4,27.203,RAM,@,NYG,W 28-7,,,,
68,1980,1980-10-05,5,27.210,RAM,,SFO,W 48-26,,,,
69,1980,1980-10-12,6,27.217,RAM,@,STL,W 21-13,,,,
70,1980,1980-10-19,7,27.224,RAM,@,SFO,W 31-17,,,,
71,1980,1980-10-26,8,27.231,RAM,@,ATL,L 10-13,,,,
72,1980,1980-11-02,9,27.238,RAM,,NOR,W 45-31,,,,
73,1980,1980-11-09,10,27.245,RAM,,MIA,L 14-35,,,,
74,1980,1980-11-16,11,27.252,RAM,@,NWE,W 17-14,,,,
75,1980,1980-11-24,12,27.260,RAM,@,NOR,W 27-7,,,,
76,1980,1980-11-30,13,27.266,RAM,,NYJ,W 38-13,,,,
77,1980,1980-12-07,14,27.273,RAM,@,BUF,L 7-10,,,,
78,1980,1980-12-15,15,27.281,RAM,,DAL,W 38-14,,,,
79,1980,1980-12-21,16,27.287,RAM,,ATL,W 20-17,,,,
80,1981,1981-09-06,1,28.181,RAM,,HOU,L 20-27,,,,
81,1981,1981-09-13,2,28.188,RAM,@,NOR,L 17-23,,,,
82,1981,1981-09-20,3,28.195,RAM,,GNB,W 35-23,,,,
83,1981,1981-09-28,4,28.203,RAM,@,CHI,W 24-7,,,,
84,1981,1981-10-04,5,28.209,RAM,,CLE,W 27-16,,,,
85,1981,1981-10-11,6,28.216,RAM,@,ATL,W 37-35,,,,
86,1981,1981-10-18,7,28.223,RAM,@,DAL,L 17-29,,,,
87,1981,1981-10-25,8,28.230,RAM,@,SFO,L 17-20,,,,
88,1981,1981-11-01,9,28.237,RAM,,DET,W 20-13,,,,
89,1981,1981-11-08,10,28.244,RAM,,NOR,L 13-21,,,,
90,1981,1981-11-15,11,28.251,RAM,@,CIN,L 10-24,,,,
91,1981,1981-11-22,12,28.258,RAM,,SFO,L 31-33,,,,
92,1981,1981-11-29,13,28.265,RAM,@,PIT,L 0-24,,,,
93,1981,1981-12-14,15,28.280,RAM,,ATL,W 21-16,,,,
94,1981,1981-12-20,16,28.286,RAM,,WAS,L 7-30,,,,
95,1982,1982-09-12,1,29.187,RAM,@,GNB,L 23-35,,,,
96,1982,1982-09-19,2,29.194,RAM,,DET,L 14-19,,,,
97,1982,1982-11-21,3,29.257,RAM,@,ATL,L 17-34,,,,
98,1982,1982-11-28,4,29.264,RAM,,KAN,W 20-14,,,,
99,1982,1982-12-02,5,29.268,RAM,,SFO,L 24-30,,,,
100,1982,1982-12-12,6,29.278,RAM,,DEN,L 24-27,,,,
101,1982,1982-12-18,7,29.284,RAM,@,RAI,L 31-37,,,,
102,1982,1982-12-26,8,29.292,RAM,,CHI,L 26-34,,,,
103,1982,1983-01-02,9,29.299,RAM,@,SFO,W 21-20,,,,
104,1983,1983-09-11,2,30.186,RAM,,NOR,W 30-27,,,,
105,1983,1983-09-18,3,30.193,RAM,@,GNB,L 24-27,,,,
106,1983,1983-09-25,4,30.200,RAM,@,NYJ,L 24-27,,,,
107,1983,1983-10-02,5,30.207,RAM,,DET,W 21-10,,,,
108,1983,1983-10-09,6,30.214,RAM,@,SFO,W 10-7,,,,
109,1983,1983-10-16,7,30.221,RAM,,ATL,W 27-21,,,,
110,1983,1983-10-23,8,30.228,RAM,,SFO,L 35-45,,,,
111,1983,1983-10-30,9,30.235,RAM,@,MIA,L 14-30,,,,
112,1983,1983-11-06,10,30.242,RAM,,CHI,W 21-14,,,,
113,1983,1983-11-14,11,30.250,RAM,@,ATL,W 36-13,,,,
114,1983,1983-11-20,12,30.256,RAM,,WAS,L 20-42,,,,
115,1983,1983-11-27,13,30.263,RAM,,BUF,W 41-17,,,,
116,1983,1983-12-04,14,30.270,RAM,@,PHI,L 9-13,,,,
117,1983,1983-12-11,15,30.277,RAM,,NWE,L 7-21,,,,
118,1983,1983-12-18,16,30.284,RAM,@,NOR,W 26-24,,,,
119,1984,1984-09-03,1,31.178,RAM,,DAL,L 13-20,,,,
120,1984,1984-09-09,2,31.184,RAM,,CLE,W 20-17,,,,
121,1984,1984-09-16,3,31.191,RAM,@,PIT,L 14-24,,,,
122,1984,1984-09-23,4,31.198,RAM,@,CIN,W 24-14,,,,
123,1984,1984-09-30,5,31.205,RAM,,NYG,W 33-12,,,,
124,1984,1984-10-07,6,31.212,RAM,,ATL,L 28-30,,,,
125,1984,1984-10-14,7,31.219,RAM,@,NOR,W 28-10,,,,
126,1984,1984-10-22,8,31.227,RAM,@,ATL,W 24-10,,,,
127,1984,1984-10-28,9,31.233,RAM,,SFO,L 0-33,,,,
128,1984,1984-11-04,10,31.240,RAM,@,STL,W 16-13,,,,
129,1984,1984-11-11,11,31.247,RAM,,CHI,W 29-13,,,,
130,1984,1984-11-18,12,31.254,RAM,@,GNB,L 6-31,,,,
131,1984,1984-11-25,13,31.261,RAM,@,TAM,W 34-33,,,,
132,1984,1984-12-02,14,31.268,RAM,,NOR,W 34-21,,,,
133,1984,1984-12-09,15,31.275,RAM,,HOU,W 27-16,,,,
134,1984,1984-12-14,16,31.280,RAM,@,SFO,L 16-19,,,,
135,1985,1985-09-08,1,32.183,RAM,,DEN,W 20-16,,,,
136,1985,1985-09-15,2,32.190,RAM,@,PHI,W 17-6,,,,
