ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-09-16,1,23.036,CIN,@,DEN,L 10-28,2,9,4.50,0,0,0,,0,1,18,18.00,0
2,1973,1973-09-23,2,23.043,CIN,,HOU,W 24-10,2,7,3.50,0,0,0,,0,0,0,,0
3,1973,1973-09-30,3,23.050,CIN,@,SDG,W 20-13,0,0,,0,0,0,,0,3,63,21.00,0
4,1973,1973-10-14,5,23.064,CIN,,PIT,W 19-7,3,10,3.33,0,0,0,,0,0,0,,0
5,1973,1973-10-21,6,23.071,CIN,,KAN,W 14-6,0,0,,0,0,0,,0,1,20,20.00,0
6,1973,1973-10-28,7,23.078,CIN,@,PIT,L 13-20,0,0,,0,0,0,,0,3,72,24.00,0
7,1973,1973-11-04,8,23.085,CIN,@,DAL,L 10-38,,,,,,,,,,,,
8,1973,1973-11-11,9,23.092,CIN,@,BUF,W 16-13,,,,,,,,,,,,
9,1973,1973-11-18,10,23.099,CIN,,NYJ,W 20-14,,,,,,,,,,,,
10,1973,1973-11-25,11,23.106,CIN,,STL,W 42-24,,,,,,,,,,,,
11,1973,1973-12-02,12,23.113,CIN,,MIN,W 27-0,3,13,4.33,0,0,0,,0,0,0,,0
12,1973,1973-12-09,13,23.120,CIN,,CLE,W 34-17,,,,,,,,,,,,
13,1973,1973-12-16,14,23.127,CIN,@,HOU,W 27-24,,,,,,,,,,,,
14,1974,1974-09-22,2,24.042,NWE,@,NYG,W 28-20,,,,,,,,,,,,
15,1974,1974-09-29,3,24.049,NWE,,RAM,W 20-14,,,,,,,,,,,,
16,1974,1974-10-06,4,24.056,NWE,,BAL,W 42-3,,,,,,,,,,,,
17,1974,1974-10-13,5,24.063,NWE,@,NYJ,W 24-0,,,,,,,,,,,,
18,1974,1974-10-20,6,24.070,NWE,@,BUF,L 28-30,,,,,,,,,,,,
19,1974,1974-10-27,7,24.077,NWE,@,MIN,W 17-14,,,,,,,,,,,,
20,1974,1974-11-03,8,24.084,NWE,,BUF,L 28-29,0,0,,0,0,0,,0,1,18,18.00,0
21,1974,1974-11-10,9,24.091,NWE,,CLE,L 14-21,,,,,,,,,,,,
22,1974,1974-11-24,11,24.105,NWE,@,BAL,W 27-17,0,0,,0,0,0,,0,1,15,15.00,0
23,1974,1974-12-01,12,24.112,NWE,@,OAK,L 26-41,,,,,,,,,,,,
24,1974,1974-12-08,13,24.119,NWE,,PIT,L 17-21,1,2,2.00,0,0,0,,0,0,0,,0
25,1974,1974-12-15,14,24.126,NWE,@,MIA,L 27-34,14,55,3.93,0,3,38,12.67,0,0,0,,0
