ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-09-08,1,24.296,SDG,@,BUF,W 14-9,1,12,12.00,0,0,0,,0,0,0
2,1985,1985-10-06,5,24.324,SDG,@,SEA,L 21-26,0,0,,0,,,,,,
3,1985,1985-10-13,6,24.331,SDG,,KAN,W 31-20,1,14,14.00,0,0,0,,0,0,0
4,1985,1985-10-20,7,24.338,SDG,@,MIN,L 17-21,0,0,,0,,,,,,
5,1985,1985-10-28,8,24.346,SDG,@,RAI,L 21-34,0,0,,0,,,,,,
6,1985,1985-11-03,9,24.352,SDG,,DEN,W 30-10,0,0,,0,,,,,,
7,1985,1985-11-10,10,24.359,SDG,,RAI,W 40-34,0,0,,0,,,,,,
8,1985,1985-11-17,11,25.001,SDG,@,DEN,L 24-30,0,0,,0,,,,,,
9,1985,1985-11-24,12,25.008,SDG,@,HOU,L 35-37,0,0,,0,,,,,,
10,1985,1985-12-01,13,25.015,SDG,,BUF,W 40-7,0,0,,0,,,,,,
11,1985,1985-12-22,16,25.036,SDG,@,KAN,L 34-38,2,25,12.50,1,0,0,,0,1,6
12,1986,1986-09-07,1,25.295,SDG,,MIA,W 50-28,1,21,21.00,0,0,0,,0,0,0
13,1986,1986-09-14,2,25.302,SDG,@,NYG,L 7-20,1,15,15.00,0,0,0,,0,0,0
14,1986,1986-09-21,3,25.309,SDG,,WAS,L 27-30,2,29,14.50,0,0,0,,0,0,0
15,1986,1986-09-28,4,25.316,SDG,@,RAI,L 13-17,1,9,9.00,1,0,0,,0,1,6
16,1986,1986-10-06,5,25.324,SDG,@,SEA,L 7-33,1,15,15.00,0,0,0,,0,0,0
17,1986,1986-10-12,6,25.330,SDG,,DEN,L 14-31,1,30,30.00,0,0,0,,0,0,0
18,1986,1986-10-19,7,25.337,SDG,@,KAN,L 41-42,8,91,11.38,0,0,0,,0,0,0
19,1986,1986-10-26,8,25.344,SDG,@,PHI,L 7-23,7,85,12.14,0,0,0,,0,0,0
20,1986,1986-11-02,9,25.351,SDG,,KAN,L 23-24,0,0,,0,0,0,,0,,
21,1986,1986-11-09,10,25.358,SDG,@,DEN,W 9-3,1,12,12.00,0,0,0,,0,0,0
