ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
29,1990,1990-09-09,1,26.178,ATL,,HOU,W 47-27,0,0,,0,0.0,1,16,0
30,1990,1990-09-16,2,26.185,ATL,@,DET,L 14-21,0,0,,0,,,,
31,1990,1990-09-23,3,26.192,ATL,@,SFO,L 13-19,0,0,,0,,,,
32,1990,1990-10-07,4,26.206,ATL,,NOR,W 28-27,0,0,,0,,,,
33,1990,1990-10-14,5,26.213,ATL,,SFO,L 35-45,0,0,,0,0.0,1,0,0
34,1990,1990-10-21,6,26.220,ATL,@,RAM,L 24-44,0,0,,0,,,,
35,1990,1990-10-28,7,26.227,ATL,,CIN,W 38-17,0,0,,0,,,,
36,1990,1990-11-04,8,26.234,ATL,@,PIT,L 9-21,0,0,,0,,,,
37,1990,1990-11-11,9,26.241,ATL,@,CHI,L 24-30,0,0,,0,,,,
38,1990,1990-11-18,10,26.248,ATL,,PHI,L 23-24,0,0,,0,,,,
39,1990,1990-11-25,11,26.255,ATL,@,NOR,L 7-10,0,0,,0,,,,
40,1990,1990-12-02,12,26.262,ATL,@,TAM,L 17-23,1,0,0.00,0,0.0,0,0,0
41,1990,1990-12-09,13,26.269,ATL,,PHO,L 13-24,0,0,,0,,,,
42,1991,1991-09-01,1,27.170,GNB,,PHI,L 3-20,,,,,,,,
43,1991,1991-09-08,2,27.177,GNB,@,DET,L 14-23,,,,,,,,
44,1991,1991-09-15,3,27.184,GNB,,TAM,W 15-13,,,,,,,,
45,1991,1991-09-22,4,27.191,GNB,@,MIA,L 13-16,,,,,,,,
46,1991,1991-09-29,5,27.198,GNB,@,RAM,L 21-23,,,,,,,,
47,1991,1991-10-06,6,27.205,GNB,,DAL,L 17-20,,,,,,,,
48,1991,1991-10-17,7,27.216,GNB,,CHI,L 0-10,,,,,,,,
49,1991,1991-10-27,8,27.226,GNB,@,TAM,W 27-0,,,,,,,,
50,1991,1991-11-03,9,27.233,GNB,@,NYJ,L 16-19,,,,,,,,
51,1991,1991-11-10,10,27.240,GNB,,BUF,L 24-34,,,,,,,,
52,1991,1991-11-17,11,27.247,GNB,,MIN,L 21-35,,,,,,,,
53,1991,1991-11-24,12,27.254,GNB,,IND,W 14-10,0,0,,0,1.0,0,0,0
54,1991,1991-12-01,13,27.261,GNB,@,ATL,L 31-35,,,,,,,,
55,1991,1991-12-08,14,27.268,GNB,@,CHI,L 13-27,,,,,,,,
56,1991,1991-12-15,15,27.275,GNB,,DET,L 17-21,,,,,,,,
57,1991,1991-12-21,16,27.281,GNB,@,MIN,W 27-7,,,,,,,,
58,1992,1992-09-06,1,28.175,GNB,,MIN,L 20-23,,,,,,,,
59,1992,1992-09-13,2,28.182,GNB,@,TAM,L 3-31,,,,,,,,
60,1992,1992-09-20,3,28.189,GNB,,CIN,W 24-23,,,,,,,,
61,1992,1992-09-27,4,28.196,GNB,,PIT,W 17-3,,,,,,,,
62,1992,1992-10-04,5,28.203,GNB,@,ATL,L 10-24,,,,,,,,
63,1992,1992-10-18,6,28.217,GNB,@,CLE,L 6-17,,,,,,,,
64,1992,1992-10-25,7,28.224,GNB,,CHI,L 10-30,,,,,,,,
65,1992,1992-11-01,8,28.231,GNB,@,DET,W 27-13,,,,,,,,
66,1992,1992-11-08,9,28.238,GNB,@,NYG,L 7-27,,,,,,,,
67,1992,1992-11-15,10,28.245,GNB,,PHI,W 27-24,,,,,,,,
68,1992,1992-11-22,11,28.252,GNB,@,CHI,W 17-3,,,,,,,,
69,1992,1992-11-29,12,28.259,GNB,,TAM,W 19-14,0,0,,0,0.0,2,40,0
70,1992,1992-12-06,13,28.266,GNB,,DET,W 38-10,,,,,,,,
71,1992,1992-12-13,14,28.273,GNB,@,HOU,W 16-14,,,,,,,,
72,1992,1992-12-20,15,28.280,GNB,,RAM,W 28-13,,,,,,,,
73,1993,1993-09-05,1,29.174,GNB,,RAM,W 36-6,0,0,,0,0.0,1,0,0
74,1993,1993-09-12,2,29.181,GNB,,PHI,L 17-20,,,,,,,,
75,1993,1993-09-26,3,29.195,GNB,@,MIN,L 13-15,,,,,,,,
76,1993,1993-10-03,4,29.202,GNB,@,DAL,L 14-36,,,,,,,,
77,1993,1993-10-10,5,29.209,GNB,,DEN,W 30-27,,,,,,,,
78,1993,1993-10-24,6,29.223,GNB,@,TAM,W 37-14,,,,,,,,
79,1993,1993-10-31,7,29.230,GNB,,CHI,W 17-3,,,,,,,,
80,1993,1993-11-08,8,29.238,GNB,@,KAN,L 16-23,,,,,,,,
81,1993,1993-11-14,9,29.244,GNB,@,NOR,W 19-17,,,,,,,,
82,1993,1993-11-21,10,29.251,GNB,,DET,W 26-17,,,,,,,,
83,1993,1993-11-28,11,29.258,GNB,,TAM,W 13-10,,,,,,,,
84,1993,1993-12-05,12,29.265,GNB,@,CHI,L 17-30,,,,,,,,
85,1993,1993-12-12,13,29.272,GNB,@,SDG,W 20-13,,,,,,,,
86,1993,1993-12-19,14,29.279,GNB,,MIN,L 17-21,,,,,,,,
87,1993,1993-12-26,15,29.286,GNB,,RAI,W 28-0,,,,,,,,
88,1993,1994-01-02,16,29.293,GNB,@,DET,L 20-30,,,,,,,,
89,1994,1994-09-04,1,30.173,GNB,,MIN,W 16-10,,,,,,,,
