ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,26.320,RAM,,CHI,L 20-24,2,6,3.00,0,1,11,11.00,0
2,1950,1950-09-22,2,26.325,RAM,,NYY,W 45-28,5,26,5.20,0,1,5,5.00,1
3,1950,1950-10-01,3,26.334,RAM,@,SFO,W 35-14,0,0,,0,1,1,1.00,0
4,1950,1950-10-07,4,26.340,RAM,@,PHI,L 20-56,2,51,25.50,1,0,0,,0
5,1950,1950-10-15,5,26.348,RAM,@,DET,W 30-28,1,12,12.00,0,1,4,4.00,0
6,1950,1950-10-22,6,26.355,RAM,,BAL,W 70-27,3,13,4.33,0,0,0,,0
7,1951,1951-09-28,1,27.331,RAM,,NYY,W 54-14,8,29,3.63,0,2,22,11.00,0
8,1951,1951-10-07,2,27.340,RAM,,CLE,L 23-38,2,-3,-1.50,0,0,0,,0
9,1951,1951-10-14,3,27.347,RAM,@,DET,W 27-21,3,4,1.33,0,0,0,,0
10,1951,1951-10-21,4,27.354,RAM,@,GNB,W 28-0,3,36,12.00,1,0,0,,0
11,1951,1951-10-28,5,27.361,RAM,@,SFO,L 17-44,1,1,1.00,0,2,19,9.50,0
12,1951,1951-11-11,7,28.010,RAM,,CRD,W 45-21,3,33,11.00,0,0,0,,0
13,1951,1951-11-18,8,28.017,RAM,,NYY,W 48-21,1,4,4.00,1,1,8,8.00,0
14,1951,1951-12-02,10,28.031,RAM,@,CHI,W 42-17,0,2,,0,0,0,,0
15,1952,1952-10-19,4,28.353,RAM,@,DET,L 16-24,3,10,3.33,0,0,0,,0
16,1952,1952-11-02,6,29.001,RAM,,DTX,W 42-20,1,26,26.00,0,0,0,,0
17,1952,1952-11-09,7,29.008,RAM,@,DTX,W 27-6,7,29,4.14,0,0,0,,0
18,1953,1953-09-27,1,29.330,PHI,@,SFO,L 21-31,7,45,6.43,0,3,35,11.67,0
19,1953,1953-10-02,2,29.335,PHI,,WAS,T 21-21,7,10,1.43,0,1,11,11.00,0
20,1953,1953-10-10,3,29.343,PHI,@,CLE,L 13-37,1,40,40.00,0,2,63,31.50,0
21,1953,1953-10-17,4,29.350,PHI,,PIT,W 23-7,1,19,19.00,0,0,0,,0
22,1953,1953-10-25,5,29.358,PHI,@,CRD,W 56-17,2,22,11.00,0,0,0,,0
23,1953,1953-11-01,6,30.000,PHI,@,PIT,W 35-7,8,76,9.50,1,0,0,,0
24,1953,1953-11-08,7,30.007,PHI,,NYG,W 30-7,5,2,0.40,0,1,12,12.00,0
25,1953,1953-11-15,8,30.014,PHI,,BAL,W 45-14,3,15,5.00,0,1,31,31.00,0
26,1953,1953-11-21,9,30.020,PHI,,CRD,W 38-0,6,40,6.67,2,3,28,9.33,0
27,1953,1953-11-29,10,30.028,PHI,@,NYG,L 28-37,4,21,5.25,0,4,57,14.25,1
28,1953,1953-12-06,11,30.035,PHI,@,WAS,L 0-10,12,27,2.25,0,3,26,8.67,0
29,1953,1953-12-13,12,30.042,PHI,,CLE,W 42-27,5,28,5.60,0,3,34,11.33,0
30,1954,1954-09-26,1,30.329,PHI,,CLE,W 28-10,8,53,6.63,0,5,83,16.60,1
31,1954,1954-10-03,2,30.336,PHI,@,CRD,W 35-16,6,14,2.33,0,5,166,33.20,1
32,1954,1954-10-09,3,30.342,PHI,,PIT,W 24-22,5,12,2.40,1,2,64,32.00,0
33,1954,1954-10-17,4,30.350,PHI,@,WAS,W 49-21,3,15,5.00,0,4,40,10.00,0
34,1954,1954-10-23,5,30.356,PHI,@,PIT,L 7-17,4,7,1.75,0,3,15,5.00,0
35,1954,1954-10-30,6,30.363,PHI,,GNB,L 14-37,3,9,3.00,0,5,39,7.80,0
36,1954,1954-11-14,8,31.013,PHI,@,NYG,L 14-27,0,0,,0,1,9,9.00,0
37,1954,1954-11-21,9,31.020,PHI,@,CLE,L 0-6,0,0,,0,2,17,8.50,0
38,1954,1954-11-28,10,31.027,PHI,,WAS,W 41-33,4,35,8.75,0,6,163,27.17,1
39,1954,1954-12-05,11,31.034,PHI,@,DET,T 13-13,6,23,3.83,0,6,29,4.83,0
40,1954,1954-12-12,12,31.041,PHI,,NYG,W 29-14,8,15,1.88,0,5,43,8.60,0
