ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-04,1,22.144,SEA,,GNB,W 36-16,,,,,,,0.0%,,,,,,,,,,,,,,
2,2014,2014-09-14,2,22.154,SEA,@,SDG,L 21-30,,,,,,,0.0%,,,,,,,,,,,,,,
3,2014,2014-09-21,3,22.161,SEA,,DEN,W 26-20,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2014,2014-10-06,4,22.176,SEA,@,WAS,W 27-17,,,,,,,0.0%,,,,,,,,,,,,,,
5,2014,2014-10-19,6,22.189,SEA,@,STL,L 26-28,,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2014,2014-10-26,7,22.196,SEA,@,CAR,W 13-9,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,2,73,36.50,0,0,0,0.0,0,0
7,2014,2014-11-02,8,22.203,SEA,,OAK,W 30-24,,6,3,12,4.00,0,50.0%,2.00,0,0,,0,2,64,32.00,0,0,0,0.0,0,0
8,2014,2014-11-09,9,22.210,SEA,,NYG,W 38-17,*,2,0,0,,0,0.0%,0.00,0,0,,0,1,28,28.00,0,0,0,0.0,1,0
9,2014,2014-11-16,10,22.217,SEA,@,KAN,L 20-24,*,4,3,24,8.00,0,75.0%,6.00,0,0,,0,2,24,12.00,0,0,0,0.0,0,0
10,2014,2014-11-23,11,22.224,SEA,,ARI,W 19-3,*,0,0,0,,0,0.0%,,0,0,,0,1,20,20.00,0,0,0,0.0,0,0
11,2014,2014-11-27,12,22.228,SEA,@,SFO,W 19-3,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,23,23.00,0,0,0,0.0,0,0
12,2014,2014-12-07,13,22.238,SEA,@,PHI,W 24-14,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,3,53,17.67,0,0,0,0.0,0,0
13,2014,2014-12-14,14,22.245,SEA,,SFO,W 17-7,,5,3,30,10.00,1,60.0%,6.00,0,0,,0,1,12,12.00,0,1,6,0.0,0,0
14,2014,2014-12-21,15,22.252,SEA,@,ARI,W 35-6,,7,5,52,10.40,0,71.4%,7.43,0,0,,0,1,27,27.00,0,0,0,0.0,0,0
15,2014,2014-12-28,16,22.259,SEA,,STL,W 20-6,*,7,5,60,12.00,0,71.4%,8.57,0,0,,0,2,52,26.00,0,0,0,0.0,0,0
16,2015,2015-11-15,9,23.216,SEA,,ARI,L 32-39,,1,1,40,40.00,0,100.0%,40.00,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2016,2016-09-11,1,24.151,SEA,,MIA,W 12-10,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2016,2016-09-18,2,24.158,SEA,@,LAR,L 3-9,,6,3,35,11.67,0,50.0%,5.83,0,0,,0,1,20,20.00,0,0,0,0.0,0,0
19,2016,2016-09-25,3,24.165,SEA,,SFO,W 37-18,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0,0.0,0,0
20,2016,2016-10-02,4,24.172,SEA,@,NYJ,W 27-17,,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2016,2016-10-16,5,24.186,SEA,,ATL,W 26-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
22,2016,2016-10-23,6,24.193,SEA,@,ARI,T 6-6,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2016,2016-10-30,7,24.200,SEA,@,NOR,L 20-25,,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
24,2016,2016-11-07,8,24.208,SEA,,BUF,W 31-25,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2016,2016-11-13,9,24.214,SEA,@,NWE,W 31-24,,3,2,52,26.00,0,66.7%,17.33,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2016,2016-11-20,10,24.221,SEA,,PHI,W 26-15,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2016,2016-11-27,11,24.228,SEA,@,TAM,L 5-14,,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2016,2016-12-11,13,24.242,SEA,@,GNB,L 10-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2016,2016-12-15,14,24.246,SEA,,LAR,W 24-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2016,2016-12-24,15,24.255,SEA,,ARI,L 31-34,,5,4,42,10.50,1,80.0%,8.40,0,0,,0,2,56,28.00,0,1,6,0.0,0,0
31,2016,2017-01-01,16,24.263,SEA,@,SFO,W 25-23,,7,4,40,10.00,0,57.1%,5.71,1,5,5.00,0,1,10,10.00,0,0,0,0.0,0,0
32,2017,2017-09-10,1,25.150,SEA,@,GNB,L 9-17,*,7,4,59,14.75,0,57.1%,8.43,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2017,2017-09-17,2,25.157,SEA,,SFO,W 12-9,*,5,2,19,9.50,1,40.0%,3.80,0,0,,0,0,0,,0,1,6,0.0,0,0
34,2017,2017-09-24,3,25.164,SEA,@,TEN,L 27-33,*,7,2,30,15.00,1,28.6%,4.29,0,0,,0,0,0,,0,1,6,0.0,0,0
35,2017,2017-10-01,4,25.171,SEA,,IND,W 46-18,*,3,3,65,21.67,0,100.0%,21.67,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2017,2017-10-08,5,25.178,SEA,@,LAR,W 16-10,*,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2017,2017-10-22,6,25.192,SEA,@,NYG,W 24-7,*,2,2,61,30.50,1,100.0%,30.50,0,0,,0,0,0,,0,1,6,0.0,0,0
38,2017,2017-10-29,7,25.199,SEA,,HOU,W 41-38,*,7,6,105,17.50,2,85.7%,15.00,0,0,,0,0,0,,0,2,12,0.0,0,0
39,2017,2017-11-05,8,25.206,SEA,,WAS,L 14-17,,3,3,41,13.67,0,100.0%,13.67,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2017,2017-11-09,9,25.210,SEA,@,ARI,W 22-16,,2,1,43,43.00,0,50.0%,21.50,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2017,2017-11-20,10,25.221,SEA,,ATL,L 31-34,*,8,5,56,11.20,0,62.5%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2017,2017-11-26,11,25.227,SEA,@,SFO,W 24-13,*,7,4,70,17.50,0,57.1%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2017,2017-12-03,12,25.234,SEA,,PHI,W 24-10,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2017,2017-12-10,13,25.241,SEA,@,JAX,L 24-30,*,7,3,72,24.00,1,42.9%,10.29,0,0,,0,0,0,,0,1,6,0.0,0,0
45,2017,2017-12-17,14,25.248,SEA,,LAR,L 7-42,,7,2,18,9.00,0,28.6%,2.57,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2017,2017-12-24,15,25.255,SEA,@,DAL,W 21-12,*,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2017,2017-12-31,16,25.262,SEA,,ARI,L 24-26,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2018,2018-09-09,1,26.149,WAS,@,ARI,W 24-6,*,6,4,22,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2018,2018-09-16,2,26.156,WAS,,IND,L 9-21,*,6,4,63,15.75,0,66.7%,10.50,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2018,2018-09-23,3,26.163,WAS,,GNB,W 31-17,,2,1,46,46.00,1,50.0%,23.00,0,0,,0,0,0,,0,1,6,0.0,0,0
