ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-10-08,5,22.057,SFO,,OAK,W 34-20,,0,0,0,,0,0.0%,,0,0,,0,1,25,25.00,0,,0,0,0.0,,
2,2006,2006-10-15,6,22.064,SFO,,SDG,L 19-48,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
3,2006,2006-10-29,7,22.078,SFO,@,CHI,L 10-41,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
4,2006,2006-11-05,8,22.085,SFO,,MIN,W 9-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
5,2006,2006-11-12,9,22.092,SFO,@,DET,W 19-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
6,2006,2006-12-03,12,22.113,SFO,@,NOR,L 10-34,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
7,2006,2006-12-10,13,22.120,SFO,,GNB,L 19-30,,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,,0,0,0.0,,
8,2007,2007-09-10,1,23.029,SFO,,ARI,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
9,2007,2007-09-16,2,23.035,SFO,@,STL,W 17-16,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
10,2007,2007-09-23,3,23.042,SFO,@,PIT,L 16-37,*,7,3,19,6.33,0,42.9%,2.71,0,0,,0,3,63,21.00,0,,0,0,0.0,,
11,2007,2007-09-30,4,23.049,SFO,,SEA,L 3-23,*,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,,0,0,0.0,,
12,2007,2007-10-07,5,23.056,SFO,,BAL,L 7-9,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
13,2007,2007-10-21,6,23.070,SFO,@,NYG,L 15-33,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,,0,0,0.0,,
14,2007,2007-10-28,7,23.077,SFO,,NOR,L 10-31,*,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
15,2007,2007-11-04,8,23.084,SFO,@,ATL,L 16-20,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
16,2007,2007-11-12,9,23.092,SFO,@,SEA,L 0-24,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,,0,0,0.0,,
17,2007,2007-11-18,10,23.098,SFO,,STL,L 9-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
18,2007,2007-11-25,11,23.105,SFO,@,ARI,W 37-31,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,,0,0,0.0,,
19,2007,2007-12-02,12,23.112,SFO,@,CAR,L 14-31,,2,1,21,21.00,1,50.0%,10.50,0,0,,0,0,0,,0,,1,6,0.0,,
20,2007,2007-12-09,13,23.119,SFO,,MIN,L 7-27,*,8,6,66,11.00,0,75.0%,8.25,0,0,,0,0,0,,0,,0,0,0.0,,
21,2007,2007-12-15,14,23.125,SFO,,CIN,W 20-13,*,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,,
22,2007,2007-12-23,15,23.133,SFO,,TAM,W 21-19,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,,0,0,0.0,,
23,2007,2007-12-30,16,23.140,SFO,@,CLE,L 7-20,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,0,0,0.0,,
24,2008,2008-09-07,1,24.026,SFO,,ARI,L 13-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,1
25,2008,2008-09-14,2,24.033,SFO,@,SEA,W 33-30,,,,,,,0.0%,,,,,,,,,,,,,,,
26,2008,2008-09-21,3,24.040,SFO,,DET,W 31-13,,3,3,44,14.67,1,100.0%,14.67,0,0,,0,0,0,,0,,1,6,0.0,0,2
27,2008,2008-09-28,4,24.047,SFO,@,NOR,L 17-31,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
28,2008,2008-10-05,5,24.054,SFO,,NWE,L 21-30,*,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,,0,0,0.0,1,0
29,2008,2008-10-12,6,24.061,SFO,,PHI,L 26-40,*,1,0,0,,0,0.0%,0.00,1,-10,-10.00,0,0,0,,0,,0,0,0.0,0,0
30,2008,2008-10-19,7,24.068,SFO,@,NYG,L 17-29,,0,0,0,,0,0.0%,,1,-3,-3.00,0,3,62,20.67,0,,0,0,0.0,0,0
31,2008,2008-10-26,8,24.075,SFO,,SEA,L 13-34,,3,2,53,26.50,0,66.7%,17.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2008,2008-11-10,9,24.090,SFO,@,ARI,L 24-29,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
33,2008,2008-11-23,11,24.103,SFO,@,DAL,L 22-35,,0,0,0,,0,0.0%,,0,0,,0,5,112,22.40,0,,0,0,0.0,0,0
34,2008,2008-11-30,12,24.110,SFO,@,BUF,W 10-3,,0,0,0,,0,0.0%,,0,0,,0,2,38,19.00,0,,0,0,0.0,0,0
35,2008,2008-12-07,13,24.117,SFO,,NYJ,W 24-14,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,2,34,17.00,0,,0,0,0.0,0,1
36,2008,2008-12-14,14,24.124,SFO,@,MIA,L 9-14,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
