ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1956,1956-10-21,4,25.129,NYG,,PIT,W 38-10,9,78,8.67,1,0,0,,0
2,1956,1956-10-28,5,25.136,NYG,,PHI,W 20-3,1,2,2.00,0,0,0,,0
3,1956,1956-11-18,8,25.157,NYG,@,WAS,L 7-33,0,0,,0,1,21,21.00,0
4,1956,1956-12-02,10,25.171,NYG,,WAS,W 28-14,2,4,2.00,0,0,0,,0
5,1956,1956-12-09,11,25.178,NYG,,CLE,L 7-24,0,0,,0,2,16,8.00,0
6,1956,1956-12-15,12,25.184,NYG,@,PHI,W 21-7,1,1,1.00,0,0,0,,0
7,1957,1957-10-20,4,26.128,NYG,,PIT,W 35-0,2,16,8.00,0,0,0,,0
8,1957,1957-10-27,5,26.135,NYG,,WAS,L 14-31,2,6,3.00,0,0,0,,0
9,1957,1957-11-10,7,26.149,NYG,,CRD,W 27-14,1,4,4.00,0,0,0,,0
10,1957,1957-11-17,8,26.156,NYG,,PHI,W 13-0,3,1,0.33,0,1,7,7.00,0
11,1957,1957-11-24,9,26.163,NYG,@,CRD,W 28-21,13,62,4.77,0,0,0,,0
