ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2006,2006-11-26,11,23.202,MIN,,ARI,W 31-26,,,,
2,2006,2006-12-03,12,23.209,MIN,@,CHI,L 13-23,,,,
3,2006,2006-12-10,13,23.216,MIN,@,DET,W 30-20,,,,
4,2006,2006-12-17,14,23.223,MIN,,NYJ,L 13-26,*,,,
5,2006,2006-12-21,15,23.227,MIN,@,GNB,L 7-9,*,,,
6,2006,2006-12-31,16,23.237,MIN,,STL,L 21-41,*,,,
7,2007,2007-09-09,1,24.124,MIN,,ATL,W 24-3,*,,,
8,2007,2007-09-16,2,24.131,MIN,@,DET,L 17-20,*,,,
9,2007,2007-09-23,3,24.138,MIN,@,KAN,L 10-13,*,,,
10,2007,2007-09-30,4,24.145,MIN,,GNB,L 16-23,*,,,
11,2007,2007-10-14,5,24.159,MIN,@,CHI,W 34-31,*,,,
12,2007,2007-10-21,6,24.166,MIN,@,DAL,L 14-24,*,,,
13,2007,2007-10-28,7,24.173,MIN,,PHI,L 16-23,*,,,
14,2007,2007-11-04,8,24.180,MIN,,SDG,W 35-17,*,,,
15,2007,2007-11-11,9,24.187,MIN,@,GNB,L 0-34,*,,,
16,2007,2007-11-18,10,24.194,MIN,,OAK,W 29-22,*,,,
17,2007,2007-11-25,11,24.201,MIN,@,NYG,W 41-17,*,,,
18,2007,2007-12-02,12,24.208,MIN,,DET,W 42-10,*,,,
19,2007,2007-12-09,13,24.215,MIN,@,SFO,W 27-7,*,,,
20,2007,2007-12-17,14,24.223,MIN,,CHI,W 20-13,*,,,
21,2007,2007-12-23,15,24.229,MIN,,WAS,L 21-32,*,,,
22,2007,2007-12-30,16,24.236,MIN,@,DEN,L 19-22,*,,,
23,2008,2008-09-08,1,25.123,MIN,@,GNB,L 19-24,*,,,
24,2008,2008-09-14,2,25.129,MIN,,IND,L 15-18,*,,,
25,2008,2008-09-21,3,25.136,MIN,,CAR,W 20-10,*,,,
26,2008,2008-09-28,4,25.143,MIN,@,TEN,L 17-30,*,,,
27,2008,2008-10-06,5,25.151,MIN,@,NOR,W 30-27,*,0.0,0,0
28,2008,2008-10-12,6,25.157,MIN,,DET,W 12-10,*,,,
29,2008,2008-10-19,7,25.164,MIN,@,CHI,L 41-48,*,,,
30,2008,2008-11-02,8,25.178,MIN,,HOU,W 28-21,*,,,
31,2008,2008-11-09,9,25.185,MIN,,GNB,W 28-27,*,,,
32,2008,2008-11-16,10,25.192,MIN,@,TAM,L 13-19,*,,,
33,2008,2008-11-23,11,25.199,MIN,@,JAX,W 30-12,,,,
34,2008,2008-11-30,12,25.206,MIN,,CHI,W 34-14,*,0.0,1,0
35,2008,2008-12-07,13,25.213,MIN,@,DET,W 20-16,,,,
36,2008,2008-12-14,14,25.220,MIN,@,ARI,W 35-14,*,,,
37,2008,2008-12-21,15,25.227,MIN,,ATL,L 17-24,*,0.0,0,0
38,2008,2008-12-28,16,25.234,MIN,,NYG,W 20-19,*,,,
39,2009,2009-09-13,1,26.128,MIN,@,CLE,W 34-20,,,,
40,2009,2009-09-20,2,26.135,MIN,@,DET,W 27-13,,,,
41,2009,2009-09-27,3,26.142,MIN,,SFO,W 27-24,,,,
42,2009,2009-10-05,4,26.150,MIN,,GNB,W 30-23,,,,
43,2009,2009-10-11,5,26.156,MIN,@,STL,W 38-10,,,,
44,2009,2009-10-18,6,26.163,MIN,,BAL,W 33-31,,,,
45,2009,2009-10-25,7,26.170,MIN,@,PIT,L 17-27,,,,
46,2009,2009-11-01,8,26.177,MIN,@,GNB,W 38-26,,,,
47,2009,2009-11-15,9,26.191,MIN,,DET,W 27-10,,,,
48,2009,2009-11-22,10,26.198,MIN,,SEA,W 35-9,,,,
49,2009,2009-11-29,11,26.205,MIN,,CHI,W 36-10,,,,
50,2009,2009-12-06,12,26.212,MIN,@,ARI,L 17-30,,,,
51,2009,2009-12-13,13,26.219,MIN,,CIN,W 30-10,,,,
52,2009,2009-12-20,14,26.226,MIN,@,CAR,L 7-26,,,,
53,2009,2009-12-28,15,26.234,MIN,@,CHI,L 30-36,,,,
54,2009,2010-01-03,16,26.240,MIN,,NYG,W 44-7,,,,
55,2010,2010-09-09,1,27.124,MIN,@,NOR,L 9-14,,,,
56,2010,2010-09-19,2,27.134,MIN,,MIA,L 10-14,,,,
57,2010,2010-09-26,3,27.141,MIN,,DET,W 24-10,,,,
58,2010,2010-10-11,4,27.156,MIN,@,NYJ,L 20-29,*,,,
59,2010,2010-10-17,5,27.162,MIN,,DAL,W 24-21,,,,
60,2010,2010-10-24,6,27.169,MIN,@,GNB,L 24-28,,,,
61,2010,2010-10-31,7,27.176,MIN,@,NWE,L 18-28,,,,
62,2010,2010-11-07,8,27.183,MIN,,ARI,W 27-24,,,,
63,2010,2010-11-14,9,27.190,MIN,@,CHI,L 13-27,,,,
64,2010,2010-11-21,10,27.197,MIN,,GNB,L 3-31,,,,
65,2010,2010-11-28,11,27.204,MIN,@,WAS,W 17-13,*,,,
66,2010,2010-12-05,12,27.211,MIN,,BUF,W 38-14,*,,,
67,2010,2010-12-13,13,27.219,MIN,,NYG,L 3-21,*,,,
68,2010,2010-12-20,14,27.226,MIN,,CHI,L 14-40,*,,,
69,2010,2010-12-28,15,27.234,MIN,@,PHI,W 24-14,*,,,
70,2010,2011-01-02,16,27.239,MIN,@,DET,L 13-20,*,,,
71,2011,2011-10-30,7,28.175,MIA,@,NYG,L 17-20,,,,
72,2011,2011-11-06,8,28.182,MIA,@,KAN,W 31-3,,,,
73,2011,2011-11-13,9,28.189,MIA,,WAS,W 20-9,,,,
74,2011,2011-11-24,11,28.200,MIA,@,DAL,L 19-20,,,,
75,2011,2011-12-04,12,28.210,MIA,,OAK,W 34-14,,,,
76,2011,2011-12-18,14,28.224,MIA,@,BUF,W 30-23,,,,
77,2011,2012-01-01,16,28.238,MIA,,NYJ,W 19-17,,,,
78,2012,2012-09-05,1,29.120,DAL,@,NYG,W 24-17,,,,
79,2012,2012-09-16,2,29.131,DAL,@,SEA,L 7-27,*,,,
80,2012,2012-09-23,3,29.138,DAL,,TAM,W 16-10,*,,,
81,2012,2012-10-01,4,29.146,DAL,,CHI,L 18-34,*,0.0,0,0
82,2012,2012-10-21,6,29.166,DAL,@,CAR,W 19-14,,,,
83,2012,2012-10-28,7,29.173,DAL,,NYG,L 24-29,*,0.0,0,0
84,2012,2012-11-04,8,29.180,DAL,@,ATL,L 13-19,*,,,
85,2012,2012-11-11,9,29.187,DAL,@,PHI,W 38-23,*,,,
86,2012,2012-12-02,12,29.208,DAL,,PHI,W 38-33,*,,,
87,2012,2012-12-09,13,29.215,DAL,@,CIN,W 20-19,*,,,
88,2012,2012-12-16,14,29.222,DAL,,PIT,W 27-24,*,,,
89,2012,2012-12-23,15,29.229,DAL,,NOR,L 31-34,*,,,
90,2012,2012-12-30,16,29.236,DAL,@,WAS,L 18-28,*,,,
