ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1994,1994-09-04,1,22.040,WAS,,SEA,L 7-28,1,0,0,,0,0.0%,0.00,0,0,,0,0,
2,1994,1994-09-11,2,22.047,WAS,@,NOR,W 38-24,,0,0,,0,0.0%,,0,0,,0,0,
3,1994,1994-09-18,3,22.054,WAS,@,NYG,L 23-31,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0
4,1994,1994-09-25,4,22.061,WAS,,ATL,L 20-27,,0,0,,0,0.0%,,0,0,,0,0,
5,1994,1994-10-02,5,22.068,WAS,,DAL,L 7-34,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
6,1994,1994-10-09,6,22.075,WAS,@,PHI,L 17-21,3,2,68,34.00,2,66.7%,22.67,0,0,,0,2,12
7,1994,1994-10-16,7,22.082,WAS,,ARI,L 16-19,,0,0,,0,0.0%,,0,0,,0,0,
8,1994,1994-10-23,8,22.089,WAS,@,IND,W 41-27,3,2,66,33.00,0,66.7%,22.00,0,0,,0,0,0
9,1994,1994-10-30,9,22.096,WAS,,PHI,L 29-31,4,1,23,23.00,0,25.0%,5.75,0,0,,0,0,0
10,1994,1994-11-06,10,22.103,WAS,,SFO,L 22-37,6,4,52,13.00,0,66.7%,8.67,1,5,5.00,0,0,0
11,1994,1994-11-20,11,22.117,WAS,@,DAL,L 7-31,7,2,37,18.50,0,28.6%,5.29,0,0,,0,0,0
12,1994,1994-11-27,12,22.124,WAS,,NYG,L 19-21,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0
13,1994,1994-12-11,14,22.138,WAS,@,ARI,L 15-17,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
14,1994,1994-12-18,15,22.145,WAS,,TAM,L 14-17,1,1,30,30.00,0,100.0%,30.00,0,0,,0,0,0
15,1994,1994-12-24,16,22.151,WAS,@,RAM,W 24-21,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
16,1995,1995-09-17,3,23.053,WAS,@,DEN,L 31-38,,0,0,,0,0.0%,,,,,,,
17,1995,1995-09-24,4,23.060,WAS,@,TAM,L 6-14,,0,0,,0,0.0%,,,,,,,
18,1995,1995-10-15,7,23.081,WAS,@,ARI,L 20-24,1,1,32,32.00,0,100.0%,32.00,0,0,,0,0,0
19,1995,1995-10-22,8,23.088,WAS,,DET,W 36-30,1,0,0,,0,0.0%,0.00,,,,,,
20,1995,1995-10-29,9,23.095,WAS,,NYG,L 15-24,6,2,28,14.00,0,33.3%,4.67,0,0,,0,0,0
21,1995,1995-11-05,10,23.102,WAS,@,KAN,L 3-24,5,0,0,,0,0.0%,0.00,,,,,,
22,1995,1995-11-19,11,23.116,WAS,,SEA,L 20-27,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
23,1995,1995-12-10,14,23.137,WAS,@,NYG,L 13-20,,0,0,,0,0.0%,,,,,,,
24,1996,1996-09-08,2,24.044,CIN,@,SDG,L 14-27,,,,,,0.0%,,,,,,,
25,1996,1996-09-15,3,24.051,CIN,,NOR,W 30-15,,,,,,0.0%,,,,,,,
