ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-10-28,9,22.352,DEN,@,RAI,W 22-19,,,,,,,,,,,,,,
2,1984,1984-11-04,10,22.359,DEN,,NWE,W 26-19,,,,,,,,,,,,,,
3,1984,1984-11-11,11,23.000,DEN,@,SDG,W 16-13,,,,,,,,,,,,,,
4,1984,1984-11-18,12,23.007,DEN,,MIN,W 42-21,,,,,,,,,,,,,,
5,1984,1984-11-25,13,23.014,DEN,,SEA,L 24-27,,,,,,,,,,,,,,
6,1984,1984-12-02,14,23.021,DEN,@,KAN,L 13-16,,,,,,,,,,,,,,
7,1984,1984-12-09,15,23.028,DEN,,SDG,W 16-13,,,,,,,,,,,,,,
8,1984,1984-12-15,16,23.034,DEN,@,SEA,W 31-14,,,,,,,,,,,,,,
9,1985,1985-09-08,1,23.301,DEN,@,RAM,L 16-20,,,,,,,,,,,,,,
10,1985,1985-09-15,2,23.308,DEN,,NOR,W 34-23,,,,,,,,,,,,,,
11,1985,1985-09-22,3,23.315,DEN,@,ATL,W 44-28,,,,,,,,,,,,,,
12,1985,1985-09-29,4,23.322,DEN,,MIA,L 26-30,,,,,,,,,,,,,,
13,1985,1985-10-06,5,23.329,DEN,,HOU,W 31-20,,,,,,,,,,,,,,
14,1985,1985-10-13,6,23.336,DEN,@,IND,W 15-10,,,,,,,,,,,,,,
15,1985,1985-10-20,7,23.343,DEN,,SEA,W 13-10,,,,,,,,,,,,,,
16,1985,1985-10-27,8,23.350,DEN,@,KAN,W 30-10,,,,,,,,,,,,,,
17,1985,1985-11-03,9,23.357,DEN,@,SDG,L 10-30,,,,,,,,,,,,,,
18,1985,1985-11-11,10,24.000,DEN,,SFO,W 17-16,,,,,,,,,,,,,,
19,1985,1985-11-17,11,24.006,DEN,,SDG,W 30-24,,,,,,,,,,,,,,
20,1985,1985-11-24,12,24.013,DEN,@,RAI,L 28-31,,,,,,,,,,,,,,
21,1985,1985-12-01,13,24.020,DEN,@,PIT,W 31-23,,,,,,,,,,,,,,
22,1985,1985-12-08,14,24.027,DEN,,RAI,L 14-17,,,,,,,,,,,,,,
23,1985,1985-12-14,15,24.033,DEN,,KAN,W 14-13,,,,,,,,,,,,,,
24,1985,1985-12-20,16,24.039,DEN,@,SEA,W 27-24,,,,,,,,,,,,,,
25,1986,1986-09-07,1,24.300,DEN,,RAI,W 38-36,0,0,,0,,,,,,,,,,
26,1986,1986-09-15,2,24.308,DEN,@,PIT,W 21-10,0,0,,0,,,,,,,,,,
