ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1982,1982-09-12,1,22.356,PHI,,WAS,L 34-37,0,0,,0,0,0,,0,1,11,11.00,0,0,0,,0,0,0
2,1982,1982-09-19,2,22.363,PHI,@,CLE,W 24-21,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
3,1982,1982-11-28,4,23.068,PHI,@,WAS,L 9-13,,,,,0,0,,0,0,0,,0,,,,,,
4,1982,1982-12-11,6,23.081,PHI,@,NYG,L 7-23,0,0,,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
5,1982,1982-12-19,7,23.089,PHI,,HOU,W 35-14,0,0,,0,1,5,5.00,0,1,43,43.00,0,0,0,,0,0,0
6,1982,1982-12-26,8,23.096,PHI,@,DAL,W 24-20,0,0,,0,0,0,,0,2,26,13.00,0,0,0,,0,0,0
7,1982,1983-01-02,9,23.103,PHI,,NYG,L 24-26,0,0,,0,0,0,,0,1,2,2.00,0,0,0,,0,0,0
8,1983,1983-09-18,3,23.362,PHI,@,DEN,W 13-10,1,24,24.00,0,0,0,,0,0,0,,0,5,36,7.20,0,0,0
9,1983,1983-09-25,4,24.004,PHI,,STL,L 11-14,0,0,,0,0,0,,0,0,0,,0,2,8,4.00,0,0,0
10,1983,1983-10-02,5,24.011,PHI,@,ATL,W 28-24,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
11,1983,1983-10-09,6,24.018,PHI,@,NYG,W 17-13,0,0,,0,,,,,,,,,0,0,,0,,
12,1983,1983-10-16,7,24.025,PHI,@,DAL,L 7-37,0,0,,0,,,,,,,,,0,0,,0,,
13,1983,1983-11-13,11,24.053,PHI,@,CHI,L 14-17,0,0,,0,,,,,,,,,0,0,,0,,
14,1983,1983-11-20,12,24.060,PHI,,NYG,L 0-23,0,0,,0,,,,,,,,,0,0,,0,,
15,1983,1983-11-27,13,24.067,PHI,@,WAS,L 24-28,4,128,32.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
16,1983,1983-12-04,14,24.074,PHI,,RAM,W 13-9,0,0,,0,,,,,,,,,0,0,,0,,
17,1983,1983-12-11,15,24.081,PHI,,NOR,L 17-20,3,47,15.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
18,1983,1983-12-18,16,24.088,PHI,@,STL,L 7-31,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
19,1984,1984-09-02,1,24.347,PHI,@,NYG,L 27-28,0,0,,0,,,,,,,,,,,,,,
20,1984,1984-09-09,2,24.354,PHI,,MIN,W 19-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
21,1984,1984-09-23,4,25.002,PHI,,SFO,L 9-21,0,0,,0,,,,,,,,,,,,,,
22,1984,1984-10-21,8,25.030,PHI,,NYG,W 24-10,2,26,13.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
23,1984,1984-10-28,9,25.037,PHI,,STL,L 14-34,1,44,44.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
24,1984,1984-11-04,10,25.044,PHI,@,DET,T 23-23,0,0,,0,,,,,,,,,,,,,,
25,1984,1984-11-11,11,25.051,PHI,@,MIA,L 23-24,1,38,38.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
26,1984,1984-11-18,12,25.058,PHI,,WAS,W 16-10,0,0,,0,,,,,,,,,,,,,,
27,1984,1984-11-25,13,25.065,PHI,@,STL,L 16-17,0,0,,0,,,,,,,,,,,,,,
28,1984,1984-12-02,14,25.072,PHI,,DAL,L 10-26,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
29,1984,1984-12-09,15,25.079,PHI,,NWE,W 27-17,0,0,,0,,,,,,,,,,,,,,
30,1984,1984-12-16,16,25.086,PHI,@,ATL,L 10-26,0,0,,0,,,,,,,,,,,,,,
31,1987,1987-10-11,4,28.020,DET,@,GNB,W 19-16,,,,,,,,,,,,,,,,,,
32,1987,1987-10-18,5,28.027,DET,,SEA,L 14-37,,,,,,,,,,,,,,,,,,
