ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-09-07,1,22.225,HOU,@,GNB,W 31-3,0,0,,0,1,15,15.00,0,0,0,,0,0,0,,0,0,0
2,1986,1986-09-14,2,22.232,HOU,,CLE,L 20-23,0,0,,0,3,44,14.67,0,1,22,22.00,0,0,0,,0,0,0
3,1986,1986-09-21,3,22.239,HOU,@,KAN,L 13-27,1,0,0.00,0,3,20,6.67,0,4,72,18.00,0,0,0,,0,0,0
4,1986,1986-09-28,4,22.246,HOU,,PIT,L 16-22,0,0,,0,2,14,7.00,0,2,65,32.50,0,0,0,,0,0,0
5,1986,1986-10-05,5,22.253,HOU,@,DET,L 13-24,2,1,0.50,0,2,3,1.50,0,1,20,20.00,0,0,0,,0,0,0
6,1986,1986-10-12,6,22.260,HOU,,CHI,L 7-20,0,0,,0,0,0,,0,1,0,0.00,0,0,0,,0,0,0
7,1986,1986-10-19,7,22.267,HOU,@,CIN,L 28-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,
8,1986,1986-10-26,8,22.274,HOU,,RAI,L 17-28,0,0,,0,1,7,7.00,0,3,61,20.33,0,0,0,,0,0,0
9,1986,1986-11-02,9,22.281,HOU,@,MIA,L 7-28,3,14,4.67,0,1,10,10.00,0,0,0,,0,1,-1,-1.00,0,0,0
10,1986,1986-11-09,10,22.288,HOU,,CIN,W 32-28,1,2,2.00,0,1,5,5.00,0,1,23,23.00,0,0,0,,0,0,0
11,1986,1986-11-16,11,22.295,HOU,@,PIT,L 10-21,0,0,,0,2,11,5.50,0,3,77,25.67,0,0,0,,0,0,0
12,1986,1986-11-23,12,22.302,HOU,,IND,W 31-17,12,47,3.92,0,2,9,4.50,1,1,18,18.00,0,0,0,,0,1,6
13,1986,1986-11-30,13,22.309,HOU,@,CLE,L 10-13,11,18,1.64,0,4,21,5.25,0,2,38,19.00,0,0,0,,0,0,0
14,1986,1986-12-07,14,22.316,HOU,@,SDG,L 0-27,7,30,4.29,0,4,50,12.50,0,3,77,25.67,0,0,0,,0,0,0
15,1986,1986-12-14,15,22.323,HOU,,MIN,W 23-10,23,67,2.91,1,6,19,3.17,0,2,17,8.50,0,0,0,,0,1,6
16,1986,1986-12-21,16,22.330,HOU,,BUF,W 16-7,17,46,2.71,1,3,20,6.67,0,2,29,14.50,0,0,0,,0,1,6
17,1987,1987-09-13,1,23.231,HOU,,RAM,W 20-16,4,17,4.25,0,0,0,,0,3,45,15.00,0,0,0,,0,0,0
18,1987,1987-09-20,2,23.238,HOU,@,BUF,L 30-34,3,16,5.33,0,0,0,,0,5,105,21.00,0,0,0,,0,0,0
19,1987,1987-10-25,6,23.273,HOU,,ATL,W 37-33,0,0,,0,0,0,,0,4,84,21.00,0,0,0,,0,0,0
20,1987,1987-11-29,11,23.308,HOU,@,IND,L 27-51,3,12,4.00,0,0,0,,0,1,12,12.00,0,0,0,,0,0,0
21,1987,1987-12-06,12,23.315,HOU,,SDG,W 33-18,11,53,4.82,1,0,0,,0,3,56,18.67,0,0,0,,0,1,6
22,1987,1987-12-13,13,23.322,HOU,@,NOR,L 10-24,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,0
23,1987,1987-12-20,14,23.329,HOU,,PIT,W 24-16,6,20,3.33,1,0,0,,0,0,0,,0,0,0,,0,1,6
24,1987,1987-12-27,15,23.336,HOU,,CIN,W 21-17,4,31,7.75,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
25,1988,1988-09-04,1,24.223,HOU,@,IND,W 17-14,14,63,4.50,0,1,-6,-6.00,0,3,51,17.00,0,0,0,,0,0,0
26,1988,1988-09-11,2,24.230,HOU,,RAI,W 38-35,20,78,3.90,3,0,0,,0,0,0,,0,0,0,,0,3,18
27,1988,1988-09-18,3,24.237,HOU,@,NYJ,L 3-45,6,41,6.83,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
28,1988,1988-09-25,4,24.244,HOU,,NWE,W 31-6,14,70,5.00,1,2,73,36.50,2,0,0,,0,0,0,,0,3,18
29,1988,1988-10-02,5,24.251,HOU,@,PHI,L 23-32,3,7,2.33,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
30,1988,1988-10-09,6,24.258,HOU,,KAN,W 7-6,9,23,2.56,0,0,0,,0,0,0,,0,0,0,,0,0,0
31,1988,1988-10-16,7,24.265,HOU,@,PIT,W 34-14,6,20,3.33,1,1,-2,-2.00,0,0,0,,0,0,0,,0,1,6
32,1988,1988-10-23,8,24.272,HOU,@,CIN,L 21-44,1,2,2.00,0,0,0,,0,2,38,19.00,0,0,0,,0,0,0
33,1988,1988-10-30,9,24.279,HOU,,WAS,W 41-17,6,22,3.67,1,1,1,1.00,0,0,0,,0,0,0,,0,1,6
34,1988,1988-11-07,10,24.287,HOU,,CLE,W 24-17,8,31,3.88,0,0,0,,0,0,0,,0,0,0,,0,0,0
35,1988,1988-11-13,11,24.293,HOU,@,SEA,L 24-27,12,74,6.17,1,0,0,,0,0,0,,0,0,0,,0,1,6
36,1988,1988-11-20,12,24.300,HOU,,PHO,W 38-20,4,15,3.75,0,2,10,5.00,0,0,0,,0,0,0,,0,0,0
37,1988,1988-11-24,13,24.304,HOU,@,DAL,W 25-17,5,19,3.80,0,0,0,,0,0,0,,0,0,0,,0,0,0
38,1988,1988-12-04,14,24.314,HOU,,PIT,L 34-37,4,19,4.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
39,1988,1988-12-11,15,24.321,HOU,,CIN,W 41-6,4,19,4.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
40,1988,1988-12-18,16,24.328,HOU,@,CLE,L 23-28,6,10,1.67,0,3,34,11.33,0,2,48,24.00,0,0,0,,0,0,0
41,1989,1989-09-10,1,25.228,HOU,@,MIN,L 7-38,5,37,7.40,0,0,0,,0,0,0,,0,0,0,,0,0,0
42,1989,1989-09-17,2,25.235,HOU,@,SDG,W 34-27,12,46,3.83,0,7,55,7.86,0,0,0,,0,0,0,,0,0,0
43,1989,1989-09-24,3,25.242,HOU,,BUF,L 41-47,12,26,2.17,0,2,13,6.50,0,0,0,,0,0,0,,0,0,0
44,1989,1989-10-01,4,25.249,HOU,,MIA,W 39-7,10,42,4.20,1,4,20,5.00,1,0,0,,0,0,0,,0,2,12
45,1989,1989-10-08,5,25.256,HOU,@,NWE,L 13-23,6,28,4.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
46,1989,1989-10-15,6,25.263,HOU,@,CHI,W 33-28,6,70,11.67,0,3,23,7.67,0,0,0,,0,0,0,,0,0,0
47,1989,1989-10-22,7,25.270,HOU,,PIT,W 27-0,4,12,3.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
48,1989,1989-10-29,8,25.277,HOU,@,CLE,L 17-28,5,12,2.40,0,2,29,14.50,0,0,0,,0,0,0,,0,0,0
49,1989,1989-11-05,9,25.284,HOU,,DET,W 35-31,8,40,5.00,0,2,29,14.50,0,0,0,,0,0,0,,0,0,0
50,1989,1989-11-13,10,25.292,HOU,,CIN,W 26-24,3,11,3.67,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0
51,1989,1989-11-19,11,25.298,HOU,,RAI,W 23-7,8,45,5.63,0,3,11,3.67,0,0,0,,0,0,0,,0,0,0
52,1989,1989-11-26,12,25.305,HOU,@,KAN,L 0-34,3,17,5.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
53,1989,1989-12-03,13,25.312,HOU,@,PIT,W 23-16,3,-4,-1.33,0,1,11,11.00,0,0,0,,0,0,0,,0,0,0
54,1989,1989-12-10,14,25.319,HOU,,TAM,W 20-17,1,4,4.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,0
55,1989,1989-12-17,15,25.326,HOU,@,CIN,L 7-61,0,0,,0,0,0,,0,,,,,,,,,0,
56,1989,1989-12-23,16,25.332,HOU,,CLE,L 20-24,8,63,7.88,0,4,36,9.00,0,0,0,,0,0,0,,0,0,0
57,1990,1990-09-09,1,26.227,HOU,@,ATL,L 27-47,0,0,,0,0,0,,0,0,0,,0,,,,,0,
58,1990,1990-09-16,2,26.234,HOU,@,PIT,L 9-20,0,0,,0,1,14,14.00,0,2,42,21.00,0,0,0,,0,0,0
59,1990,1990-09-23,3,26.241,HOU,,IND,W 24-10,5,37,7.40,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0
