ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,22.313,PHI,,JAX,W 34-17,,,,,,,0.0%,,,,,,,,,,,
2,2014,2014-09-15,2,22.321,PHI,@,IND,W 30-27,,,,,,,0.0%,,,,,,,,,,,
3,2014,2014-09-21,3,22.327,PHI,,WAS,W 37-34,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
4,2014,2014-09-28,4,22.334,PHI,@,SFO,L 21-26,,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
5,2014,2014-10-05,5,22.341,PHI,,STL,W 34-28,,,,,,,0.0%,,,,,,,,,,,
6,2014,2014-10-12,6,22.348,PHI,,NYG,W 27-0,,0,0,0,,0,0.0%,,5,10,2.00,0,,0,0,0.0,1,0
7,2014,2014-10-26,7,22.362,PHI,@,ARI,L 20-24,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
8,2014,2014-11-02,8,23.004,PHI,@,HOU,W 31-21,,,,,,,0.0%,,,,,,,,,,,
9,2014,2014-11-10,9,23.012,PHI,,CAR,W 45-21,,,,,,,0.0%,,,,,,,,,,,
10,2014,2014-11-16,10,23.018,PHI,@,GNB,L 20-53,,,,,,,0.0%,,,,,,,,,,,
11,2014,2014-11-23,11,23.025,PHI,,TEN,W 43-24,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0
12,2014,2014-11-27,12,23.029,PHI,@,DAL,W 33-10,,,,,,,0.0%,,,,,,,,,,,
13,2014,2014-12-14,14,23.046,PHI,,DAL,L 27-38,,,,,,,0.0%,,,,,,,,,,,
14,2014,2014-12-20,15,23.052,PHI,@,WAS,L 24-27,,,,,,,0.0%,,,,,,,,,,,
15,2014,2014-12-28,16,23.060,PHI,@,NYG,W 34-26,,,,,,,0.0%,,,,,,,,,,,
16,2015,2015-09-14,1,23.320,PHI,@,ATL,L 24-26,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
17,2015,2015-09-20,2,23.326,PHI,,DAL,L 10-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
18,2015,2015-09-27,3,23.333,PHI,@,NYJ,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
19,2015,2015-10-04,4,23.340,PHI,@,WAS,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
20,2015,2015-10-11,5,23.347,PHI,,NOR,W 39-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
21,2015,2015-10-19,6,23.355,PHI,,NYG,W 27-7,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
22,2015,2015-10-25,7,23.361,PHI,@,CAR,L 16-27,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
23,2015,2015-11-08,8,24.010,PHI,@,DAL,W 33-27,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
24,2015,2015-11-15,9,24.017,PHI,,MIA,L 19-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
25,2015,2015-11-22,10,24.024,PHI,,TAM,L 17-45,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
26,2015,2015-11-26,11,24.028,PHI,@,DET,L 14-45,,2,2,49,24.50,0,100.0%,24.50,0,0,,0,,0,0,0.0,0,0
27,2015,2015-12-06,12,24.038,PHI,@,NWE,W 35-28,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
28,2015,2015-12-13,13,24.045,PHI,,BUF,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
29,2015,2015-12-20,14,24.052,PHI,,ARI,L 17-40,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
30,2015,2015-12-26,15,24.058,PHI,,WAS,L 24-38,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
31,2015,2016-01-03,16,24.066,PHI,@,NYG,W 35-30,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
32,2016,2016-09-19,2,24.326,PHI,@,CHI,W 29-14,,7,5,49,9.80,1,71.4%,7.00,0,0,,0,,1,6,0.0,0,0
33,2016,2016-09-25,3,24.332,PHI,,PIT,W 34-3,,6,2,19,9.50,0,33.3%,3.17,0,0,,0,,0,0,0.0,0,0
34,2016,2016-10-09,4,24.346,PHI,@,DET,L 23-24,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,,0,0,0.0,0,0
35,2016,2016-10-16,5,24.353,PHI,@,WAS,L 20-27,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
36,2016,2016-10-23,6,24.360,PHI,,MIN,W 21-10,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
37,2016,2016-10-30,7,25.001,PHI,@,DAL,L 23-29,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,0,0
38,2016,2016-11-06,8,25.008,PHI,@,NYG,L 23-28,,3,3,55,18.33,0,100.0%,18.33,0,0,,0,,0,0,0.0,0,0
39,2016,2016-11-13,9,25.015,PHI,,ATL,W 24-15,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
40,2016,2016-11-20,10,25.022,PHI,@,SEA,L 15-26,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,,0,0,0.0,0,0
41,2016,2016-11-28,11,25.030,PHI,,GNB,L 13-27,*,4,3,10,3.33,0,75.0%,2.50,0,0,,0,,0,0,0.0,0,0
42,2016,2016-12-04,12,25.036,PHI,@,CIN,L 14-32,,9,5,53,10.60,0,55.6%,5.89,0,0,,0,,0,0,0.0,0,0
43,2016,2016-12-11,13,25.043,PHI,,WAS,L 22-27,,10,7,65,9.29,0,70.0%,6.50,0,0,,0,,0,0,0.0,0,0
44,2016,2016-12-18,14,25.050,PHI,@,BAL,L 26-27,*,6,2,2,1.00,0,33.3%,0.33,0,0,,0,,0,0,0.0,0,0
45,2016,2016-12-22,15,25.054,PHI,,NYG,W 24-19,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
46,2016,2017-01-01,16,25.064,PHI,,DAL,W 27-13,,6,5,39,7.80,0,83.3%,6.50,0,0,,0,,0,0,0.0,0,0
47,2017,2017-09-10,1,25.316,PHI,@,WAS,W 30-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
48,2017,2017-09-17,2,25.323,PHI,@,KAN,L 20-27,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
49,2017,2017-09-24,3,25.330,PHI,,NYG,W 27-24,,3,2,7,3.50,0,66.7%,2.33,0,0,,0,,0,0,0.0,0,0
50,2017,2017-10-01,4,25.337,PHI,@,LAC,W 26-24,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
51,2017,2017-10-08,5,25.344,PHI,,ARI,W 34-7,,2,2,16,8.00,1,100.0%,8.00,0,0,,0,,1,6,0.0,0,0
52,2017,2017-10-12,6,25.348,PHI,@,CAR,W 28-23,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0
53,2017,2017-10-23,7,25.359,PHI,,WAS,W 34-24,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
54,2017,2017-10-29,8,26.000,PHI,,SFO,W 33-10,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,,0,0,0.0,0,0
55,2017,2017-11-05,9,26.007,PHI,,DEN,W 51-23,*,4,2,41,20.50,1,50.0%,10.25,0,0,,0,,1,6,0.0,0,0
56,2017,2017-11-19,10,26.021,PHI,@,DAL,W 37-9,,0,0,0,,0,0.0%,,0,0,,0,1,0,2,0.0,0,0
57,2017,2017-12-03,12,26.035,PHI,@,SEA,L 10-24,,7,4,42,10.50,0,57.1%,6.00,0,0,,0,,0,0,0.0,0,0
58,2017,2017-12-10,13,26.042,PHI,@,LAR,W 43-35,,6,5,71,14.20,2,83.3%,11.83,0,0,,0,,2,12,0.0,0,0
59,2017,2017-12-17,14,26.049,PHI,@,NYG,W 34-29,,2,2,15,7.50,1,100.0%,7.50,0,0,,0,,1,6,0.0,0,0
60,2017,2017-12-25,15,26.057,PHI,,OAK,W 19-10,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
61,2017,2017-12-31,16,26.063,PHI,,DAL,L 0-6,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,0,0,0.0,0,0
62,2018,2018-09-09,1,26.315,CHI,@,GNB,L 23-24,*,6,1,15,15.00,0,16.7%,2.50,0,0,,0,,0,0,0.0,0,0
63,2018,2018-09-17,2,26.323,CHI,,SEA,W 24-17,*,4,4,20,5.00,1,100.0%,5.00,1,2,2.00,0,,1,6,0.0,0,0
64,2018,2018-09-23,3,26.329,CHI,@,ARI,W 16-14,*,5,4,55,13.75,0,80.0%,11.00,0,0,,0,,0,0,0.0,0,0
