ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.219,SDG,@,KAN,W 30-16,,,,,,,,,,,
2,1976,1976-09-19,2,22.226,SDG,@,TAM,W 23-0,,,,,,,,,,,
3,1976,1976-09-26,3,22.233,SDG,,STL,W 43-24,,,,,,,,,,,
4,1976,1976-10-03,4,22.240,SDG,@,DEN,L 0-26,,,,,,,,,,,
5,1976,1976-10-10,5,22.247,SDG,,OAK,L 17-27,,,,,,,,,,,
6,1976,1976-10-17,6,22.254,SDG,,HOU,W 30-27,,,,,,,,,,,
7,1976,1976-10-24,7,22.261,SDG,@,CLE,L 17-21,0,0,,0,0,0,,0,1,6,0
8,1976,1976-10-31,8,22.268,SDG,@,PIT,L 0-23,,,,,,,,,,,
9,1976,1976-11-07,9,22.275,SDG,,BAL,L 21-37,,,,,,,,,,,
10,1976,1976-11-14,10,22.282,SDG,,DEN,L 0-17,,,,,,,,,,,
11,1976,1976-11-21,11,22.289,SDG,@,BUF,W 34-13,,,,,,,,,,,
12,1976,1976-11-28,12,22.296,SDG,,KAN,L 20-23,,,,,,,,,,,
13,1976,1976-12-05,13,22.303,SDG,,SFO,W 13-7,,,,,,,,,,,
14,1976,1976-12-12,14,22.310,SDG,@,OAK,L 0-24,1,7,7.00,0,0,0,,0,0,0,0
15,1977,1977-09-18,1,23.224,SDG,@,OAK,L 0-24,,,,,,,,,,,
16,1977,1977-09-25,2,23.231,SDG,@,KAN,W 23-7,,,,,,,,,,,
17,1977,1977-10-02,3,23.238,SDG,,CIN,W 24-3,,,,,,,,,,,
18,1977,1977-10-09,4,23.245,SDG,@,NOR,W 14-0,,,,,,,,,,,
19,1977,1977-10-16,5,23.252,SDG,,NWE,L 20-24,,,,,,,,,,,
20,1977,1977-10-23,6,23.259,SDG,,KAN,L 16-21,,,,,,,,,,,
21,1977,1977-10-30,7,23.266,SDG,@,MIA,W 14-13,,,,,,,,,,,
22,1977,1977-11-06,8,23.273,SDG,@,DET,L 0-20,,,,,,,,,,,
23,1977,1977-11-13,9,23.280,SDG,,DEN,L 14-17,,,,,,,,,,,
24,1977,1977-11-20,10,23.287,SDG,,OAK,W 12-7,,,,,,,,,,,
25,1977,1977-11-27,11,23.294,SDG,@,SEA,W 30-28,0,0,,0,0,0,,0,1,12,0
26,1977,1977-12-04,12,23.301,SDG,,CLE,W 37-14,,,,,,,,,,,
27,1977,1977-12-11,13,23.308,SDG,@,DEN,L 9-17,,,,,,,,,,,
28,1977,1977-12-18,14,23.315,SDG,,PIT,L 9-10,,,,,,,,,,,
29,1978,1978-09-03,1,24.209,SDG,@,SEA,W 24-20,,,,,,,,,,,
30,1978,1978-09-10,2,24.216,SDG,,OAK,L 20-21,,,,,,,,,,,
31,1978,1978-09-17,3,24.223,SDG,@,DEN,L 14-27,2,27,13.50,0,0,0,,0,0,0,0
32,1978,1978-09-24,4,24.230,SDG,,GNB,L 3-24,,,,,,,,,,,
33,1978,1978-10-01,5,24.237,SDG,@,NWE,L 23-28,,,,,,,,,,,
34,1978,1978-10-08,6,24.244,SDG,,DEN,W 23-0,,,,,,,,,,,
35,1978,1978-10-15,7,24.251,SDG,,MIA,L 21-28,,,,,,,,,,,
36,1978,1978-10-22,8,24.258,SDG,@,DET,L 14-31,,,,,,,,,,,
37,1978,1978-10-29,9,24.265,SDG,@,OAK,W 27-23,,,,,,,,,,,
38,1978,1978-11-05,10,24.272,SDG,,CIN,W 22-13,,,,,,,,,,,
39,1978,1978-11-12,11,24.279,SDG,,KAN,W 29-23,,,,,,,,,,,
40,1978,1978-11-19,12,24.286,SDG,@,MIN,W 13-7,,,,,,,,,,,
41,1978,1978-11-26,13,24.293,SDG,@,KAN,L 0-23,,,,,,,,,,,
42,1978,1978-12-04,14,24.301,SDG,,CHI,W 40-7,,,,,,,,,,,
43,1978,1978-12-10,15,24.307,SDG,,SEA,W 37-10,0,0,,0,0,0,,0,1,0,0
44,1978,1978-12-17,16,24.314,SDG,@,HOU,W 45-24,,,,,,,,,,,
45,1979,1979-09-02,1,25.208,SDG,@,SEA,W 33-16,,,,,,,,,,,
46,1979,1979-09-09,2,25.215,SDG,,OAK,W 30-10,,,,,,,,,,,
47,1979,1979-09-16,3,25.222,SDG,,BUF,W 27-19,,,,,,,,,,,
48,1979,1979-09-23,4,25.229,SDG,@,NWE,L 21-27,0,0,,0,0,0,,0,1,30,0
49,1979,1979-09-30,5,25.236,SDG,,SFO,W 31-9,0,0,,0,0,0,,0,1,14,0
50,1979,1979-10-07,6,25.243,SDG,@,DEN,L 0-7,,,,,,,,,,,
51,1979,1979-10-14,7,25.250,SDG,,SEA,W 20-10,,,,,,,,,,,
52,1979,1979-10-21,8,25.257,SDG,@,RAM,W 40-16,,,,,,,,,,,
53,1979,1979-10-25,9,25.261,SDG,@,OAK,L 22-45,,,,,,,,,,,
54,1979,1979-11-04,10,25.271,SDG,@,KAN,W 20-14,,,,,,,,,,,
55,1979,1979-11-11,11,25.278,SDG,@,CIN,W 26-24,,,,,,,,,,,
56,1979,1979-11-18,12,25.285,SDG,,PIT,W 35-7,,,,,,,,,,,
57,1979,1979-11-25,13,25.292,SDG,,KAN,W 28-7,,,,,,,,,,,
58,1979,1979-12-02,14,25.299,SDG,,ATL,L 26-28,,,,,,,,,,,
59,1979,1979-12-09,15,25.306,SDG,@,NOR,W 35-0,,,,,,,,,,,
60,1979,1979-12-17,16,25.314,SDG,,DEN,W 17-7,,,,,,,,,,,
61,1980,1980-09-07,1,26.214,SDG,@,SEA,W 34-13,,,,,,,,,,,
62,1980,1980-09-14,2,26.221,SDG,,OAK,W 30-24,,,,,,,,,,,
63,1980,1980-09-21,3,26.228,SDG,@,DEN,W 30-13,,,,,,,,,,,
64,1980,1980-09-28,4,26.235,SDG,@,KAN,W 24-7,0,0,,0,1,0,0.00,0,0,0,0
65,1980,1980-10-05,5,26.242,SDG,,BUF,L 24-26,,,,,,,,,,,
66,1980,1980-10-12,6,26.249,SDG,@,OAK,L 24-38,,,,,,,,,,,
67,1980,1980-10-19,7,26.256,SDG,,NYG,W 44-7,,,,,,,,,,,
68,1980,1980-10-26,8,26.263,SDG,@,DAL,L 31-42,,,,,,,,,,,
69,1980,1980-11-02,9,26.270,SDG,@,CIN,W 31-14,,,,,,,,,,,
70,1980,1980-11-09,10,26.277,SDG,,DEN,L 13-20,,,,,,,,,,,
71,1980,1980-11-16,11,26.284,SDG,,KAN,W 20-7,,,,,,,,,,,
72,1980,1980-11-20,12,26.288,SDG,@,MIA,W 27-24,,,,,,,,,,,
73,1980,1980-11-30,13,26.298,SDG,,PHI,W 22-21,,,,,,,,,,,
74,1980,1980-12-07,14,26.305,SDG,@,WAS,L 17-40,,,,,,,,,,,
75,1980,1980-12-13,15,26.311,SDG,,SEA,W 21-14,,,,,,,,,,,
76,1980,1980-12-22,16,26.320,SDG,,PIT,W 26-17,,,,,,,,,,,
77,1981,1981-09-07,1,27.213,SDG,@,CLE,W 44-14,,,,,,,,,,,
78,1981,1981-09-13,2,27.219,SDG,,DET,W 28-23,,,,,,,,,,,
79,1981,1981-09-20,3,27.226,SDG,@,KAN,W 42-31,,,,,,,,,,,
80,1981,1981-09-27,4,27.233,SDG,@,DEN,L 24-42,,,,,,,,,,,
81,1981,1981-10-04,5,27.240,SDG,,SEA,W 24-10,,,,,,,,,,,
82,1981,1981-10-11,6,27.247,SDG,,MIN,L 31-33,,,,,,,,,,,
83,1981,1981-10-18,7,27.254,SDG,@,BAL,W 43-14,,,,,,,,,,,
84,1981,1981-10-25,8,27.261,SDG,@,CHI,L 17-20,,,,,,,,,,,
85,1981,1981-11-01,9,27.268,SDG,,KAN,W 22-20,,,,,,,,,,,
86,1981,1981-11-08,10,27.275,SDG,,CIN,L 17-40,,,,,,,,,,,
87,1981,1981-11-16,11,27.283,SDG,@,SEA,L 23-44,,,,,,,,,,,
88,1981,1981-11-22,12,27.289,SDG,@,OAK,W 55-21,0,0,,0,0,0,,0,1,12,0
89,1981,1981-11-29,13,27.296,SDG,,DEN,W 34-17,,,,,,,,,,,
90,1981,1981-12-06,14,27.303,SDG,,BUF,L 27-28,,,,,,,,,,,
91,1981,1981-12-13,15,27.310,SDG,@,TAM,W 24-23,,,,,,,,,,,
92,1981,1981-12-21,16,27.318,SDG,,OAK,W 23-10,,,,,,,,,,,
93,1982,1982-09-12,1,28.218,SFO,,RAI,L 17-23,,,,,,,,,,,
94,1982,1982-09-19,2,28.225,SFO,@,DEN,L 21-24,,,,,,,,,,,
95,1982,1982-11-21,3,28.288,SFO,@,STL,W 31-20,,,,,,,,,,,
96,1982,1982-11-28,4,28.295,SFO,,NOR,L 20-23,,,,,,,,,,,
97,1982,1982-12-02,5,28.299,SFO,@,RAM,W 30-24,,,,,,,,,,,
98,1982,1982-12-11,6,28.308,SFO,,SDG,L 37-41,,,,,,,,,,,
99,1982,1982-12-19,7,28.316,SFO,,ATL,L 7-17,0,0,,0,0,0,,0,1,19,0
100,1982,1982-12-26,8,28.323,SFO,@,KAN,W 26-13,,,,,,,,,,,
