ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1967,1967-11-12,9,26.128,DET,@,MIN,T 10-10,1,-4,-4.00,0
2,1970,1970-09-20,1,29.075,DET,@,GNB,W 40-0,,,,
3,1970,1970-09-27,2,29.082,DET,,CIN,W 38-3,,,,
4,1970,1970-10-05,3,29.090,DET,,CHI,W 28-14,,,,
5,1970,1970-10-11,4,29.096,DET,@,WAS,L 10-31,,,,
6,1970,1970-10-18,5,29.103,DET,@,CLE,W 41-24,,,,
7,1970,1970-10-25,6,29.110,DET,@,CHI,W 16-10,,,,
8,1970,1970-11-01,7,29.117,DET,,MIN,L 17-30,,,,
9,1970,1970-11-08,8,29.124,DET,@,NOR,L 17-19,,,,
10,1970,1970-11-15,9,29.131,DET,@,MIN,L 20-24,,,,
11,1970,1970-11-22,10,29.138,DET,,SFO,W 28-7,,,,
12,1970,1970-11-26,11,29.142,DET,,OAK,W 28-14,,,,
13,1970,1970-12-06,12,29.152,DET,,STL,W 16-3,,,,
14,1970,1970-12-14,13,29.160,DET,@,RAM,W 28-23,,,,
15,1970,1970-12-20,14,29.166,DET,,GNB,W 20-0,,,,
16,1971,1971-09-20,1,30.075,DET,,MIN,L 13-16,,,,
17,1971,1971-09-26,2,30.081,DET,@,NWE,W 34-7,,,,
18,1971,1971-10-03,3,30.088,DET,,ATL,W 41-38,,,,
19,1971,1971-10-10,4,30.095,DET,,GNB,W 31-28,,,,
20,1971,1971-10-17,5,30.102,DET,@,HOU,W 31-7,,,,
21,1971,1971-10-24,6,30.109,DET,,CHI,L 23-28,,,,
22,1971,1971-11-01,7,30.117,DET,@,GNB,T 14-14,,,,
23,1971,1971-11-07,8,30.123,DET,@,DEN,W 24-20,,,,
24,1971,1971-11-14,9,30.130,DET,,RAM,L 13-21,,,,
25,1971,1971-11-21,10,30.137,DET,@,CHI,W 28-3,,,,
26,1971,1971-11-25,11,30.141,DET,,KAN,W 32-21,,,,
27,1971,1971-12-05,12,30.151,DET,,PHI,L 20-23,,,,
28,1971,1971-12-11,13,30.157,DET,@,MIN,L 10-29,,,,
29,1971,1971-12-19,14,30.165,DET,@,SFO,L 27-31,,,,
30,1972,1972-09-17,1,31.072,DET,,NYG,W 30-16,,,,
31,1972,1972-09-24,2,31.079,DET,,MIN,L 10-34,,,,
32,1972,1972-10-01,3,31.086,DET,@,CHI,W 38-24,,,,
33,1972,1972-10-08,4,31.093,DET,@,ATL,W 26-23,,,,
34,1972,1972-10-16,5,31.101,DET,,GNB,L 23-24,,,,
35,1972,1972-10-22,6,31.107,DET,,SDG,W 34-20,,,,
36,1972,1972-10-30,7,31.115,DET,@,DAL,L 24-28,,,,
37,1972,1972-12-03,12,31.149,DET,@,GNB,L 7-33,,,,
38,1972,1972-12-10,13,31.156,DET,@,BUF,T 21-21,,,,
39,1972,1972-12-17,14,31.163,DET,@,RAM,W 34-17,,,,
40,1973,1973-09-16,1,32.071,DET,@,PIT,L 10-24,,,,
41,1973,1973-09-23,2,32.078,DET,@,GNB,T 13-13,,,,
42,1973,1973-10-01,3,32.086,DET,,ATL,W 31-6,,,,
43,1973,1973-10-07,4,32.092,DET,,MIN,L 9-23,,,,
44,1974,1974-09-15,1,33.070,DET,@,CHI,L 9-17,,,,
45,1974,1974-09-22,2,33.077,DET,,MIN,L 6-7,,,,
46,1974,1974-09-29,3,33.084,DET,@,GNB,L 19-21,,,,
47,1974,1974-10-06,4,33.091,DET,@,RAM,L 13-16,,,,
48,1974,1974-10-14,5,33.099,DET,,SFO,W 17-13,,,,
49,1974,1974-10-20,6,33.105,DET,@,MIN,W 20-16,,,,
50,1974,1974-10-27,7,33.112,DET,,GNB,W 19-17,,,,
51,1974,1974-11-03,8,33.119,DET,,NOR,W 19-14,,,,
52,1974,1974-11-10,9,33.126,DET,@,OAK,L 13-35,,,,
53,1974,1974-11-17,10,33.133,DET,,NYG,W 20-19,,,,
54,1974,1974-11-24,11,33.140,DET,,CHI,W 34-17,,,,
55,1974,1974-11-28,12,33.144,DET,,DEN,L 27-31,,,,
56,1974,1974-12-08,13,33.154,DET,@,CIN,W 23-19,,,,
57,1974,1974-12-15,14,33.161,DET,@,PHI,L 17-28,,,,
