ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,22.303,DAL,@,WAS,W 26-10,2,55,27.50,0,3,11,3.67,0,0,0,0,0,0
2,1981,1981-09-13,2,22.310,DAL,,STL,W 30-17,2,37,18.50,0,3,14,4.67,0,0,0,0,0,0
3,1981,1981-09-21,3,22.318,DAL,@,NWE,W 35-21,0,0,,0,0,0,,0,,,,,
4,1981,1981-09-27,4,22.324,DAL,,NYG,W 18-10,0,0,,0,0,0,,0,,,,,
5,1981,1981-10-04,5,22.331,DAL,@,STL,L 17-20,0,0,,0,0,0,,0,,,,,
6,1981,1981-10-11,6,22.338,DAL,@,SFO,L 14-45,2,46,23.00,0,2,3,1.50,0,0,0,0,0,0
7,1981,1981-10-18,7,22.345,DAL,,RAM,W 29-17,1,14,14.00,0,2,6,3.00,0,0,0,0,0,0
8,1981,1981-10-25,8,22.352,DAL,,MIA,W 28-27,1,18,18.00,0,0,0,,0,0,0,0,0,0
9,1981,1981-11-01,9,22.359,DAL,@,PHI,W 17-14,0,0,,0,0,0,,0,,,,,
10,1981,1981-11-09,10,23.002,DAL,,BUF,W 27-14,0,0,,0,0,0,,0,,,,,
11,1981,1981-11-15,11,23.008,DAL,@,DET,L 24-27,0,0,,0,1,10,10.00,0,0,0,0,0,0
12,1981,1981-11-22,12,23.015,DAL,,WAS,W 24-10,0,0,,0,0,0,,0,,,,,
13,1981,1981-11-26,13,23.019,DAL,,CHI,W 10-9,0,0,,0,0,0,,0,,,,,
14,1981,1981-12-06,14,23.029,DAL,@,BAL,W 37-13,0,0,,0,0,0,,0,,,,,
15,1981,1981-12-13,15,23.036,DAL,,PHI,W 21-10,0,0,,0,0,0,,0,,,,,
16,1981,1981-12-19,16,23.042,DAL,@,NYG,L 10-13,0,0,,0,0,0,,0,,,,,
17,1982,1982-09-13,1,23.310,DAL,,PIT,L 28-36,4,108,27.00,0,2,27,13.50,0,0,0,0,0,0
18,1982,1982-09-19,2,23.316,DAL,@,STL,W 24-7,1,24,24.00,0,2,14,7.00,0,0,0,0,0,0
19,1982,1982-11-21,3,24.014,DAL,,TAM,W 14-9,4,107,26.75,0,0,0,,0,0,0,0,0,0
20,1982,1982-11-25,4,24.018,DAL,,CLE,W 31-14,1,20,20.00,0,8,62,7.75,0,0,0,0,0,0
21,1982,1982-12-05,5,24.028,DAL,@,WAS,W 24-10,2,30,15.00,0,2,1,0.50,0,0,0,0,0,0
22,1982,1982-12-13,6,24.036,DAL,@,HOU,W 37-7,1,9,9.00,0,7,55,7.86,0,0,0,0,0,0
23,1982,1982-12-19,7,24.042,DAL,,NOR,W 21-7,0,0,,0,2,3,1.50,0,0,0,0,0,0
24,1982,1982-12-26,8,24.049,DAL,,PHI,L 20-24,3,61,20.33,0,2,27,13.50,0,0,0,0,0,0
25,1982,1983-01-03,9,24.057,DAL,@,MIN,L 27-31,0,0,,0,0,0,,0,,,,,
26,1983,1983-09-05,1,24.302,DAL,@,WAS,W 31-30,5,94,18.80,0,1,1,1.00,0,0,0,1,33,0
27,1983,1983-09-11,2,24.308,DAL,@,STL,W 34-17,1,11,11.00,0,0,0,,0,0,0,0,0,0
28,1983,1983-09-18,3,24.315,DAL,,NYG,W 28-13,2,31,15.50,0,2,11,5.50,0,0,0,0,0,0
29,1983,1983-09-25,4,24.322,DAL,,NOR,W 21-20,3,60,20.00,0,0,0,,0,0,0,1,0,0
30,1983,1983-10-02,5,24.329,DAL,@,MIN,W 37-24,4,109,27.25,0,0,0,,0,1,6,2,79,1
31,1983,1983-10-09,6,24.336,DAL,,TAM,W 27-24,2,36,18.00,0,0,0,,0,0,0,0,0,0
32,1983,1983-10-16,7,24.343,DAL,,PHI,W 37-7,1,24,24.00,0,0,0,,0,0,0,0,0,0
33,1983,1983-10-23,8,24.350,DAL,,RAI,L 38-40,4,93,23.25,0,0,0,,0,0,0,0,0,0
