ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,24.359,DET,@,GNB,W 45-7,5,16,3.20,0,0,0,,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,25.001,DET,,PIT,W 10-7,4,23,5.75,0,0,0,,0,0,0,,0,0,,,,,,
3,1950,1950-09-29,3,25.006,DET,@,NYY,L 21-44,4,42,10.50,0,0,0,,0,0,0,,0,0,,,,,,
4,1950,1950-10-08,4,25.015,DET,,SFO,W 24-7,8,25,3.13,0,0,0,,0,0,0,,0,0,,,,,,
5,1950,1950-10-15,5,25.022,DET,,RAM,L 28-30,6,23,3.83,0,2,48,24.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
6,1950,1950-10-22,6,25.029,DET,@,SFO,L 27-28,10,37,3.70,0,1,12,12.00,0,1,1,100.00,19,1,0,158.3,0,0,19.00,39.00
7,1950,1950-11-19,9,25.057,DET,,GNB,W 24-21,8,25,3.13,0,1,6,6.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
8,1950,1950-11-23,10,25.061,DET,,NYY,W 49-14,17,198,11.65,1,0,0,,0,0,0,,0,0,,,,,,
9,1950,1950-12-03,11,25.071,DET,@,BAL,W 45-21,12,69,5.75,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
10,1950,1950-12-10,12,25.078,DET,@,CHI,L 3-6,10,13,1.30,0,4,13,3.25,0,0,0,,0,0,,,,,,
11,1951,1951-09-30,1,26.007,DET,,WAS,W 35-17,15,78,5.20,1,1,48,48.00,0,0,0,,0,0,,,,,,
12,1951,1951-10-08,2,26.015,DET,,NYY,W 37-10,8,53,6.63,0,3,32,10.67,1,0,0,,0,0,,,,,,
13,1951,1951-10-14,3,26.021,DET,,RAM,L 21-27,15,52,3.47,0,1,7,7.00,0,0,0,,0,0,,,,,,
14,1951,1951-10-21,4,26.028,DET,,NYY,T 24-24,10,50,5.00,0,1,8,8.00,0,1,1,100.00,16,1,0,158.3,0,0,16.00,36.00
15,1951,1951-10-28,5,26.035,DET,,CHI,L 23-28,14,72,5.14,0,3,19,6.33,0,0,0,,0,0,,,,,,
16,1951,1951-11-04,6,26.042,DET,@,GNB,W 24-17,8,21,2.63,0,0,0,,0,0,0,,0,0,,,,,,
17,1951,1951-11-11,7,26.049,DET,@,CHI,W 41-28,13,59,4.54,0,2,13,6.50,0,0,0,,0,0,,,,,,
18,1951,1951-11-18,8,26.056,DET,@,PHI,W 28-10,14,118,8.43,0,1,18,18.00,1,1,1,100.00,30,1,0,158.3,0,0,30.00,50.00
19,1951,1951-11-22,9,26.060,DET,,GNB,W 52-35,7,99,14.14,1,5,51,10.20,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
20,1951,1951-12-02,10,26.070,DET,,SFO,L 10-20,1,0,0.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
21,1951,1951-12-09,11,26.077,DET,@,RAM,W 24-22,8,21,2.63,0,3,28,9.33,0,0,0,,0,0,,,,,,
22,1951,1951-12-16,12,26.084,DET,@,SFO,L 17-21,19,55,2.89,0,3,39,13.00,0,0,0,,0,0,,,,,,
23,1952,1952-09-28,1,27.005,DET,@,SFO,L 3-17,10,44,4.40,0,2,9,4.50,0,0,0,,0,0,,,,,,
24,1952,1952-10-03,2,27.010,DET,@,RAM,W 17-14,16,49,3.06,0,2,18,9.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
