ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1983,1983-09-04,1,22.269,TAM,,DET,L 0-11,
2,1983,1983-09-11,2,22.276,TAM,@,CHI,L 10-17,
3,1983,1983-09-18,3,22.283,TAM,,MIN,L 16-19,
4,1983,1983-09-25,4,22.290,TAM,,CIN,L 17-23,
5,1983,1983-10-02,5,22.297,TAM,@,GNB,L 14-55,
6,1983,1983-10-09,6,22.304,TAM,@,DAL,L 24-27,
7,1983,1983-10-16,7,22.311,TAM,,STL,L 27-34,
8,1983,1983-10-23,8,22.318,TAM,,NOR,L 21-24,
9,1983,1983-10-30,9,22.325,TAM,@,PIT,L 12-17,
10,1983,1983-11-06,10,22.332,TAM,@,MIN,W 17-12,
11,1983,1983-11-13,11,22.339,TAM,@,CLE,L 0-20,
12,1983,1983-11-20,12,22.346,TAM,,CHI,L 0-27,1.0
13,1983,1983-11-27,13,22.353,TAM,,HOU,W 33-24,
14,1983,1983-12-04,14,22.360,TAM,@,SFO,L 21-35,
15,1983,1983-12-12,15,23.003,TAM,,GNB,L 9-12,
16,1983,1983-12-18,16,23.009,TAM,@,DET,L 20-23,
17,1984,1984-11-25,13,23.352,MIN,,CHI,L 3-34,
18,1984,1984-11-29,14,23.356,MIN,,WAS,L 17-31,0.5
19,1984,1984-12-08,15,23.365,MIN,@,SFO,L 7-51,
20,1984,1984-12-16,16,24.007,MIN,,GNB,L 14-38,
