ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1992,1992-09-06,1,23.243,RAM,@,BUF,L 7-40,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
2,1992,1992-09-13,2,23.250,RAM,,NWE,W 14-0,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
3,1992,1992-09-20,3,23.257,RAM,@,MIA,L 10-26,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
4,1992,1992-09-27,4,23.264,RAM,,NYJ,W 18-10,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,34,17.00,0,0,0,,0,0,0
5,1992,1992-10-04,5,23.271,RAM,@,SFO,L 24-27,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
6,1992,1992-10-11,6,23.278,RAM,@,NOR,L 10-13,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,10,10.00,0,0,0,,0,0,0
7,1992,1992-10-18,7,23.285,RAM,,NYG,W 38-17,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0,,0,0,0
8,1992,1992-11-01,8,23.299,RAM,@,ATL,L 28-30,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
9,1992,1992-11-08,9,23.306,RAM,,PHO,L 14-20,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
10,1992,1992-11-29,12,23.327,RAM,,MIN,L 17-31,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
11,1992,1992-12-06,13,23.334,RAM,@,TAM,W 31-27,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
12,1992,1992-12-13,14,23.341,RAM,,NOR,L 14-37,,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
13,1992,1992-12-20,15,23.348,RAM,@,GNB,L 13-28,2,,,,,0.0%,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,,
14,1992,1992-12-27,16,23.355,RAM,,ATL,W 38-27,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,103,25.75,2,2,12
15,1993,1993-10-03,5,24.269,RAM,,NOR,L 6-37,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,0,0
16,1993,1993-10-14,6,24.280,RAM,@,ATL,L 24-30,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,6,96,16.00,0,1,2,2.00,0,0,0
17,1993,1993-10-24,7,24.290,RAM,,DET,L 13-16,4,4,60,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,0,0
18,1993,1993-10-31,8,24.297,RAM,@,SFO,L 17-40,5,3,64,21.33,1,60.0%,12.80,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
19,1993,1993-11-14,9,24.311,RAM,,ATL,L 0-13,2,1,13,13.00,0,50.0%,6.50,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,4,14,3.50,0,0,0
20,1993,1993-11-21,10,24.318,RAM,,WAS,W 10-6,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,,,,0,0,,0,0,0,,0,0,
21,1994,1994-09-25,4,25.261,RAM,@,KAN,W 16-0,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,0,0,,0,0,0,,0,0,
22,1994,1994-10-02,5,25.268,RAM,,ATL,L 5-8,2,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,,,,0,0,,0,0,0,,0,0,
23,1994,1994-10-09,6,25.275,RAM,@,GNB,L 17-24,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,1,37,37.00,0,0,0,,0,0,0
24,1994,1994-10-16,7,25.282,RAM,,NYG,W 17-10,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0,,,,,,2,51,25.50,0,0,0,,0,0,0
25,1994,1994-10-23,8,25.289,RAM,@,NOR,L 34-37,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,4,131,32.75,0,0,0,,0,0,0
26,1994,1994-11-06,9,25.303,RAM,,DEN,W 27-21,3,2,50,25.00,0,66.7%,16.67,0,0,,0,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0,,0,0,0
27,1994,1994-11-13,10,25.310,RAM,,RAI,L 17-20,4,3,33,11.00,1,75.0%,8.25,0,0,,0,0,0,,0,0,0,,,,,,2,37,18.50,0,2,45,22.50,0,1,6
28,1994,1994-11-20,11,25.317,RAM,@,SFO,L 27-31,3,2,51,25.50,0,66.7%,17.00,1,44,44.00,1,0,0,,0,0,0,,,,,,3,56,18.67,0,1,2,2.00,0,1,6
29,1994,1994-11-27,12,25.324,RAM,@,SDG,L 17-31,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,1,19,19.00,0,4,12,3.00,0,0,0
30,1994,1994-12-04,13,25.331,RAM,,NOR,L 15-31,5,5,76,15.20,1,100.0%,15.20,0,0,,0,0,0,,0,0,0,,,,,,4,89,22.25,0,3,7,2.33,0,1,6
31,1994,1994-12-11,14,25.338,RAM,@,TAM,L 14-24,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,42,21.00,0,0,0
32,1994,1994-12-18,15,25.345,RAM,@,CHI,L 13-27,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,2,33,16.50,0,0,0
