ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1959,1959-09-27,1,23.264,CRD,,WAS,W 49-21,5,91,18.20,1,1,
2,1959,1959-10-04,2,23.271,CRD,,CLE,L 7-34,3,22,7.33,0,0,
3,1959,1959-10-11,3,23.278,CRD,@,WAS,L 14-23,5,54,10.80,0,0,
4,1959,1959-11-29,10,23.327,CRD,,CHI,L 7-31,1,4,4.00,0,0,
5,1959,1959-12-13,12,23.341,CRD,@,PIT,L 20-35,1,31,31.00,0,0,
6,1960,1960-09-23,1,24.261,STL,@,RAM,W 43-21,7,159,22.71,3,3,18
7,1960,1960-10-02,2,24.270,STL,,NYG,L 14-35,3,25,8.33,0,0,0
8,1960,1960-10-16,4,24.284,STL,@,PIT,L 14-27,9,88,9.78,0,0,0
9,1960,1960-10-23,5,24.291,STL,,DAL,W 12-10,2,32,16.00,0,0,0
10,1960,1960-10-30,6,24.298,STL,@,NYG,W 20-13,1,41,41.00,1,1,6
11,1960,1960-11-06,7,24.305,STL,,WAS,W 44-7,9,90,10.00,3,3,18
12,1960,1960-11-13,8,24.312,STL,@,CLE,L 27-28,7,104,14.86,1,1,6
13,1960,1960-11-20,9,24.319,STL,@,WAS,W 26-14,11,146,13.27,3,3,18
14,1960,1960-11-27,10,24.326,STL,,CLE,T 17-17,6,75,12.50,1,1,6
15,1960,1960-12-04,11,24.333,STL,,PHI,L 6-20,2,18,9.00,0,0,0
16,1960,1960-12-18,12,24.347,STL,,PIT,W 38-7,5,115,23.00,3,3,18
17,1961,1961-09-24,2,25.261,STL,@,CLE,L 17-20,4,44,11.00,2,2,12
18,1961,1961-10-01,3,25.268,STL,@,PHI,W 30-27,3,71,23.67,1,1,6
19,1961,1961-10-08,4,25.275,STL,,NYG,L 9-24,3,35,11.67,0,0,0
20,1961,1961-10-15,5,25.282,STL,,PHI,L 7-20,2,9,4.50,0,0,0
21,1961,1961-10-22,6,25.289,STL,@,WAS,W 24-0,5,32,6.40,0,0,0
22,1961,1961-10-29,7,25.296,STL,,CLE,L 10-21,2,36,18.00,0,0,0
23,1961,1961-11-05,8,25.303,STL,@,DAL,W 31-17,2,25,12.50,0,0,0
24,1961,1961-11-12,9,25.310,STL,,DET,L 14-45,4,65,16.25,1,1,6
25,1961,1961-11-19,10,25.317,STL,@,BAL,L 0-16,1,17,17.00,0,0,0
26,1961,1961-11-26,11,25.324,STL,@,PIT,L 27-30,7,113,16.14,1,1,6
27,1961,1961-12-03,12,25.331,STL,,WAS,W 38-24,3,26,8.67,1,1,6
28,1961,1961-12-10,13,25.338,STL,,DAL,W 31-13,7,116,16.57,2,2,12
29,1961,1961-12-17,14,25.345,STL,,PIT,W 20-0,1,2,2.00,1,1,6
30,1962,1962-09-16,1,26.253,STL,@,PHI,W 27-21,6,122,20.33,1,1,6
31,1962,1962-09-23,2,26.260,STL,@,GNB,L 0-17,1,5,5.00,0,0,0
32,1962,1962-09-30,3,26.267,STL,@,WAS,L 14-24,6,122,20.33,0,0,0
33,1962,1962-10-07,4,26.274,STL,,NYG,L 14-31,1,7,7.00,0,0,0
34,1962,1962-10-14,5,26.281,STL,,WAS,T 17-17,5,71,14.20,0,0,0
35,1962,1962-10-21,6,26.288,STL,,CLE,L 7-34,4,35,8.75,0,0,0
36,1962,1962-10-28,7,26.295,STL,@,DAL,W 28-24,3,144,48.00,2,2,12
37,1962,1962-11-04,8,26.302,STL,@,NYG,L 28-31,16,256,16.00,1,1,6
38,1962,1962-11-11,9,26.309,STL,,PIT,L 17-26,1,9,9.00,0,0,0
39,1962,1962-11-18,10,26.316,STL,@,CLE,L 14-38,3,26,8.67,0,0,0
40,1962,1962-11-25,11,26.323,STL,,SFO,L 17-24,3,63,21.00,0,0,0
41,1962,1962-12-02,12,26.330,STL,@,PIT,L 7-19,4,49,12.25,1,1,6
42,1962,1962-12-09,13,26.337,STL,,DAL,W 52-20,5,105,21.00,1,1,6
43,1962,1962-12-16,14,26.344,STL,,PHI,W 45-35,3,134,44.67,1,1,6
44,1963,1963-09-14,1,27.251,STL,@,DAL,W 34-7,2,18,9.00,0,0,0
45,1963,1963-09-22,2,27.259,STL,@,PHI,W 28-24,6,96,16.00,2,2,12
46,1963,1963-09-29,3,27.266,STL,@,PIT,L 10-23,3,62,20.67,0,0,0
47,1963,1963-10-06,4,27.273,STL,@,MIN,W 56-14,6,159,26.50,3,3,18
48,1963,1963-10-13,5,27.280,STL,,PIT,W 24-23,3,84,28.00,0,0,0
49,1963,1963-10-20,6,27.287,STL,,GNB,L 7-30,3,50,16.67,0,0,0
50,1963,1963-10-27,7,27.294,STL,@,WAS,W 21-7,3,102,34.00,2,2,12
51,1963,1963-11-03,8,27.301,STL,,NYG,L 21-38,3,39,13.00,0,0,0
52,1963,1963-11-10,9,27.308,STL,,WAS,W 24-20,4,66,16.50,1,1,6
53,1963,1963-11-17,10,27.315,STL,@,CLE,W 20-14,4,90,22.50,1,1,6
54,1963,1963-11-24,11,27.322,STL,@,NYG,W 24-17,4,47,11.75,1,1,6
55,1963,1963-12-01,12,27.329,STL,,CLE,L 10-24,3,25,8.33,0,0,0
56,1963,1963-12-08,13,27.336,STL,,PHI,W 38-14,3,78,26.00,1,1,6
57,1963,1963-12-15,14,27.343,STL,,DAL,L 24-28,4,98,24.50,1,1,6
58,1964,1964-09-12,1,28.250,STL,@,DAL,W 16-6,4,89,22.25,1,1,6
59,1964,1964-09-20,2,28.258,STL,@,CLE,T 33-33,4,121,30.25,2,2,12
60,1964,1964-09-27,3,28.265,STL,@,SFO,W 23-13,2,45,22.50,0,0,0
61,1964,1964-10-04,4,28.272,STL,@,WAS,W 23-17,5,139,27.80,0,0,0
62,1964,1964-10-12,5,28.280,STL,@,BAL,L 27-47,2,19,9.50,0,0,0
63,1964,1964-10-18,6,28.286,STL,,WAS,W 38-24,3,36,12.00,1,1,6
64,1964,1964-10-25,7,28.293,STL,,DAL,L 13-31,5,68,13.60,1,1,6
65,1965,1965-09-19,1,29.256,STL,@,PHI,L 27-34,3,72,24.00,1,1,6
66,1965,1965-09-26,2,29.263,STL,@,CLE,W 49-13,7,198,28.29,3,3,18
67,1965,1965-10-04,3,29.271,STL,,DAL,W 20-13,5,30,6.00,1,1,6
68,1965,1965-10-10,4,29.277,STL,@,WAS,W 37-16,3,37,12.33,0,0,0
69,1965,1965-10-17,5,29.284,STL,@,PIT,W 20-7,5,78,15.60,1,1,6
70,1965,1965-10-24,6,29.291,STL,,WAS,L 20-24,1,29,29.00,0,0,0
71,1965,1965-10-31,7,29.298,STL,@,NYG,L 10-14,3,50,16.67,0,0,0
72,1965,1965-11-07,8,29.305,STL,,PIT,W 21-17,4,66,16.50,1,1,6
73,1965,1965-11-14,9,29.312,STL,@,CHI,L 13-34,3,81,27.00,1,1,6
74,1965,1965-11-21,10,29.319,STL,,NYG,L 15-28,5,62,12.40,0,0,0
75,1965,1965-11-28,11,29.326,STL,,PHI,L 24-28,3,40,13.33,0,0,0
