ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-09-07,1,25.284,TAM,,SFO,L 7-31,,0,0,,0,,,0,0,,0,0,0,,0,3,16,5.33,0,0,0
2,1986,1986-09-21,3,25.298,TAM,@,DET,W 24-20,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0,,0,0,0
3,1986,1986-09-28,4,25.305,TAM,,ATL,L 20-23,,1,9,9.00,0,,,0,0,,0,3,63,21.00,0,0,0,,0,0,0
4,1986,1986-10-19,7,25.326,TAM,@,NOR,L 7-38,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
5,1986,1986-11-02,9,25.340,TAM,,BUF,W 34-28,,1,23,23.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
6,1986,1986-11-09,10,25.347,TAM,,CHI,L 3-23,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
7,1987,1987-10-04,3,26.311,HOU,@,DEN,W 40-10,,3,51,17.00,0,,,0,0,,0,2,71,35.50,0,0,0,,0,0,0
8,1987,1987-10-11,4,26.318,HOU,@,CLE,W 15-10,,6,104,17.33,0,,,0,0,,0,1,16,16.00,0,0,0,,0,0,0
9,1987,1987-10-18,5,26.325,HOU,,NWE,L 7-21,,1,9,9.00,0,,,1,17,17.00,0,0,0,,0,0,0,,0,0,0
10,1988,1988-09-04,1,27.282,HOU,@,IND,W 17-14,,0,0,,0,,,,,,,0,0,,0,,,,,,
11,1988,1988-09-11,2,27.289,HOU,,RAI,W 38-35,,0,0,,0,,,0,0,,0,5,117,23.40,0,0,0,,0,0,0
12,1988,1988-09-18,3,27.296,HOU,@,NYJ,L 3-45,,1,6,6.00,0,,,0,0,,0,3,58,19.33,0,0,0,,0,0,0
13,1988,1988-09-25,4,27.303,HOU,,NWE,W 31-6,,0,0,,0,,,0,0,,0,1,17,17.00,0,0,0,,0,0,0
14,1988,1988-10-02,5,27.310,HOU,@,PHI,L 23-32,,0,0,,0,,,0,0,,0,3,77,25.67,0,0,0,,0,0,0
15,1988,1988-10-09,6,27.317,HOU,,KAN,W 7-6,,0,0,,0,,,0,0,,0,3,56,18.67,0,0,0,,0,0,0
16,1988,1988-10-16,7,27.324,HOU,@,PIT,W 34-14,,0,0,,0,,,0,0,,0,3,48,16.00,0,0,0,,0,0,0
17,1988,1988-10-23,8,27.331,HOU,@,CIN,L 21-44,,0,0,,0,,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
18,1988,1988-10-30,9,27.338,HOU,,WAS,W 41-17,,0,0,,0,,,0,0,,0,1,22,22.00,0,0,0,,0,0,0
19,1988,1988-11-07,10,27.346,HOU,,CLE,W 24-17,,4,69,17.25,0,,,0,0,,0,4,75,18.75,0,0,0,,0,0,0
20,1988,1988-11-13,11,27.352,HOU,@,SEA,L 24-27,,0,0,,0,,,0,0,,0,2,27,13.50,0,0,0,,0,0,0
21,1988,1988-11-20,12,27.359,HOU,,PHO,W 38-20,,2,22,11.00,0,,,0,0,,0,1,12,12.00,0,0,0,,0,0,0
22,1988,1988-11-24,13,27.363,HOU,@,DAL,W 25-17,,2,24,12.00,0,,,0,0,,0,3,54,18.00,0,0,0,,0,0,0
23,1988,1988-12-04,14,28.007,HOU,,PIT,L 34-37,,1,15,15.00,0,,,0,0,,0,4,94,23.50,0,0,0,,0,0,0
24,1988,1988-12-11,15,28.014,HOU,,CIN,W 41-6,,0,0,,0,,,,,,,0,0,,0,,,,,,
25,1988,1988-12-18,16,28.021,HOU,@,CLE,L 23-28,,0,0,,0,,,,,,,0,0,,0,,,,,,
26,1989,1989-09-10,1,28.287,HOU,@,MIN,L 7-38,,0,0,,0,,,0,0,,0,6,142,23.67,0,0,0,,0,0,0
27,1989,1989-09-17,2,28.294,HOU,@,SDG,W 34-27,,0,0,,0,,,0,0,,0,1,63,63.00,0,0,0,,0,0,0
28,1989,1989-09-24,3,28.301,HOU,,BUF,L 41-47,,1,13,13.00,0,,,0,0,,0,3,49,16.33,0,0,0,,0,0,0
29,1989,1989-10-01,4,28.308,HOU,,MIA,W 39-7,,0,0,,0,,,0,0,,0,1,18,18.00,0,0,0,,0,0,0
30,1989,1989-10-08,5,28.315,HOU,@,NWE,L 13-23,,0,0,,0,,,0,0,,0,2,37,18.50,0,0,0,,0,0,0
31,1989,1989-11-05,9,28.343,HOU,,DET,W 35-31,,0,0,,0,,,,,,,0,0,,0,,,,,,
32,1989,1989-11-13,10,28.351,HOU,,CIN,W 26-24,,3,77,25.67,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
33,1989,1989-11-19,11,28.357,HOU,,RAI,W 23-7,,4,54,13.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
34,1989,1989-11-26,12,28.364,HOU,@,KAN,L 0-34,,4,49,12.25,0,,,0,0,,0,1,22,22.00,0,0,0,,0,0,0
35,1989,1989-12-17,15,29.020,HOU,@,CIN,L 7-61,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
36,1989,1989-12-23,16,29.026,HOU,,CLE,L 20-24,,0,0,,0,,,,,,,0,0,,0,,,,,,
37,1990,1990-09-16,2,29.293,HOU,@,PIT,L 9-20,,0,0,,0,,,,,,,,,,,,,,,,
38,1990,1990-09-23,3,29.300,HOU,,IND,W 24-10,,0,0,,0,,,,,,,,,,,,,,,,
39,1990,1990-09-30,4,29.307,HOU,@,SDG,W 17-7,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
40,1990,1990-10-07,5,29.314,HOU,,SFO,L 21-24,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
41,1990,1990-10-14,6,29.321,HOU,,CIN,W 48-17,,2,55,27.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
42,1990,1990-10-21,7,29.328,HOU,,NOR,W 23-10,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
43,1990,1990-10-28,8,29.335,HOU,,NYJ,L 12-17,,1,25,25.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
44,1990,1990-11-04,9,29.342,HOU,@,RAM,L 13-17,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
45,1990,1990-11-18,10,29.356,HOU,@,CLE,W 35-23,,0,0,,0,,,,,,,,,,,,,,,,
46,1990,1990-11-26,11,29.364,HOU,,BUF,W 27-24,,1,3,3.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
47,1990,1990-12-02,12,30.005,HOU,@,SEA,L 10-13,,0,0,,0,,,,,,,,,,,,,,,,
48,1990,1990-12-09,13,30.012,HOU,,CLE,W 58-14,,2,24,12.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
49,1990,1990-12-16,14,30.019,HOU,@,KAN,W 27-10,,0,0,,0,,,,,,,,,,,,,,,,
50,1990,1990-12-30,16,30.033,HOU,,PIT,W 34-14,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
51,1991,1991-09-01,1,30.278,HOU,,RAI,W 47-17,,1,29,29.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
52,1991,1991-09-08,2,30.285,HOU,@,CIN,W 30-7,,2,18,9.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
