ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1964,1964-11-29,12,27.361,OAK,@,DEN,T 20-20,1,0,0
2,1965,1965-09-26,3,28.296,OAK,,HOU,W 21-17,1,2,0
3,1965,1965-10-03,4,28.303,OAK,@,BUF,L 12-17,1,21,0
4,1966,1966-09-02,1,29.272,OAK,@,MIA,W 23-14,2,51,0
5,1966,1966-10-30,8,29.330,OAK,@,BOS,L 21-24,1,0,0
6,1967,1967-09-17,2,30.287,OAK,,BOS,W 35-7,1,4,0
7,1967,1967-10-15,5,30.315,OAK,@,BUF,W 24-20,1,37,0
8,1967,1967-12-03,11,30.364,OAK,@,SDG,W 41-21,2,55,0
9,1968,1968-09-21,2,31.292,OAK,@,MIA,W 47-21,2,66,0
10,1969,1969-09-28,3,32.298,OAK,@,BOS,W 38-23,1,2,0
11,1969,1969-10-19,6,32.319,OAK,,BUF,W 50-21,1,2,0
