ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,22.130,BUF,,NYJ,L 31-37,,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
2,2002,2002-09-15,2,22.137,BUF,@,MIN,W 45-39,,11,8,110,13.75,1,72.7%,10.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
3,2002,2002-09-22,3,22.144,BUF,@,DEN,L 23-28,,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
4,2002,2002-09-29,4,22.151,BUF,,CHI,W 33-27,,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
5,2002,2002-10-06,5,22.158,BUF,,OAK,L 31-49,,6,3,59,19.67,0,50.0%,9.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
6,2002,2002-10-13,6,22.165,BUF,@,HOU,W 31-24,*,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
7,2002,2002-10-20,7,22.172,BUF,@,MIA,W 23-10,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
8,2002,2002-10-27,8,22.179,BUF,,DET,W 24-17,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
9,2002,2002-11-03,9,22.186,BUF,,NWE,L 7-38,,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
10,2002,2002-11-17,10,22.200,BUF,@,KAN,L 16-17,,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
11,2002,2002-11-24,11,22.207,BUF,@,NYJ,L 13-31,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
12,2002,2002-12-01,12,22.214,BUF,,MIA,W 38-21,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
13,2002,2002-12-08,13,22.221,BUF,@,NWE,L 17-27,*,4,3,68,22.67,0,75.0%,17.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
14,2002,2002-12-15,14,22.228,BUF,,SDG,W 20-13,,4,,,,,0.0%,,,,,,,,,,,,,,,,,,
15,2002,2002-12-22,15,22.235,BUF,@,GNB,L 0-10,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
16,2002,2002-12-29,16,22.242,BUF,,CIN,W 27-9,,4,3,54,18.00,0,75.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
17,2003,2003-09-07,1,23.129,BUF,,NWE,W 31-0,*,6,1,5,5.00,0,16.7%,0.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
18,2003,2003-09-14,2,23.136,BUF,@,JAX,W 38-17,*,8,5,71,14.20,0,62.5%,8.88,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
19,2003,2003-09-21,3,23.143,BUF,@,MIA,L 7-17,*,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
20,2003,2003-09-28,4,23.150,BUF,,PHI,L 13-23,*,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
21,2003,2003-10-05,5,23.157,BUF,,CIN,W 22-16,*,4,1,20,20.00,0,25.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
22,2003,2003-10-12,6,23.164,BUF,@,NYJ,L 3-30,*,7,3,42,14.00,0,42.9%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
23,2003,2003-10-19,7,23.171,BUF,,WAS,W 24-7,*,11,8,109,13.63,1,72.7%,9.91,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
24,2003,2003-10-26,8,23.178,BUF,@,KAN,L 5-38,*,9,8,59,7.38,0,88.9%,6.56,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
25,2003,2003-11-09,9,23.192,BUF,@,DAL,L 6-10,*,7,4,30,7.50,0,57.1%,4.29,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0.0,,
26,2003,2003-11-16,10,23.199,BUF,,HOU,L 10-12,*,10,6,59,9.83,0,60.0%,5.90,1,16,16.00,0,0,0,,0,0,0,,0,0,0,0.0,,
27,2003,2003-11-23,11,23.206,BUF,,IND,L 14-17,*,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
28,2003,2003-11-30,12,23.213,BUF,@,NYG,W 24-7,*,9,6,61,10.17,0,66.7%,6.78,1,14,14.00,0,0,0,,0,0,0,,0,0,0,0.0,,
29,2003,2003-12-07,13,23.220,BUF,,NYJ,W 17-6,*,4,4,30,7.50,1,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
30,2003,2003-12-14,14,23.227,BUF,@,TEN,L 26-28,*,3,,,,,0.0%,,,,,,,,,,,,,,,,,,
