ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2005,2005-09-11,1,23.049,DET,,GNB,W 17-3,*
2,2005,2005-09-18,2,23.056,DET,@,CHI,L 6-38,*
3,2005,2005-10-02,3,23.070,DET,@,TAM,L 13-17,*
4,2005,2005-10-09,4,23.077,DET,,BAL,W 35-17,*
5,2005,2005-10-16,5,23.084,DET,,CAR,L 20-21,*
6,2005,2005-10-23,6,23.091,DET,@,CLE,W 13-10,*
7,2005,2005-10-30,7,23.098,DET,,CHI,L 13-19,*
8,2005,2005-11-06,8,23.105,DET,@,MIN,L 14-27,*
9,2005,2005-11-13,9,23.112,DET,,ARI,W 29-21,*
10,2005,2005-11-20,10,23.119,DET,@,DAL,L 7-20,*
11,2005,2005-11-24,11,23.123,DET,,ATL,L 7-27,*
12,2005,2005-12-04,12,23.133,DET,,MIN,L 16-21,*
13,2005,2005-12-11,13,23.140,DET,@,GNB,L 13-16,*
14,2005,2005-12-18,14,23.147,DET,,CIN,L 17-41,*
15,2005,2005-12-24,15,23.153,DET,@,NOR,W 13-12,*
16,2005,2006-01-01,16,23.161,DET,@,PIT,L 21-35,*
17,2006,2006-10-29,7,24.097,CLE,,NYJ,W 20-13,*
18,2006,2006-11-05,8,24.104,CLE,@,SDG,L 25-32,*
19,2006,2006-11-26,11,24.125,CLE,,CIN,L 0-30,
20,2006,2006-12-03,12,24.132,CLE,,KAN,W 31-28,*
21,2006,2006-12-07,13,24.136,CLE,@,PIT,L 7-27,*
22,2006,2006-12-17,14,24.146,CLE,@,BAL,L 17-27,*
