ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2006,2006-10-08,4,24.019,PIT,@,SDG,L 13-23,,0,0,0,,0,0.0%,,1,19,19.00,0,1,11,11.00,0
2,2007,2007-09-30,4,25.011,PIT,@,ARI,L 14-21,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0
3,2007,2007-10-07,5,25.018,PIT,,SEA,W 21-0,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0
4,2007,2007-11-26,11,25.068,PIT,,MIA,W 3-0,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0
5,2007,2007-12-02,12,25.074,PIT,,CIN,W 24-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0
6,2007,2007-12-20,15,25.092,PIT,@,STL,W 41-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0
7,2007,2007-12-30,16,25.102,PIT,@,BAL,L 21-27,,1,0,0,,0,0.0%,0.00,6,127,21.17,0,0,0,,0
