ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1997,1997-10-06,6,23.179,DEN,,NWE,W 34-13,,4,4,100.0,2,3,66.7,0,10
2,1997,1997-12-07,14,23.241,ATL,@,SDG,W 14-3,,,,,,,,,
3,1997,1997-12-14,15,23.248,ATL,,PHI,W 20-17,,,,,,,,,
4,1999,1999-09-12,1,25.155,KAN,@,CHI,L 17-20,,,,,,,,,
5,1999,1999-09-19,2,25.162,KAN,,DEN,W 26-10,,,,,,,,,
6,1999,1999-09-26,3,25.169,KAN,,DET,W 31-21,,,,,,,,,
7,1999,1999-10-03,4,25.176,KAN,@,SDG,L 14-21,,,,,,,,,
8,1999,1999-10-10,5,25.183,KAN,,NWE,W 16-14,,,,,,,,,
9,1999,1999-10-21,6,25.194,KAN,@,BAL,W 35-8,,,,,,,,,
10,1999,1999-10-31,7,25.204,KAN,,SDG,W 34-0,,,,,,,,,
11,1999,1999-11-07,8,25.211,KAN,@,IND,L 17-25,,,,,,,,,
12,1999,1999-11-14,9,25.218,KAN,@,TAM,L 10-17,,,,,,,,,
13,1999,1999-11-21,10,25.225,KAN,,SEA,L 19-31,,,,,,,,,
14,1999,1999-11-28,11,25.232,KAN,@,OAK,W 37-34,,,,,,,,,
15,1999,1999-12-05,12,25.239,KAN,@,DEN,W 16-10,,,,,,,,,
16,1999,1999-12-12,13,25.246,KAN,,MIN,W 31-28,,,,,,,,,
17,1999,1999-12-18,14,25.252,KAN,,PIT,W 35-19,,,,,,,,,
18,1999,1999-12-26,15,25.260,KAN,@,SEA,L 14-23,,,,,,,,,
19,1999,2000-01-02,16,25.267,KAN,,OAK,L 38-41,,,,,,,,,
20,2000,2000-12-24,16,26.258,WAS,,ARI,W 20-3,,,,,1,1,100.0,0,3
