ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1980,1980-09-07,1,22.286,ATL,@,MIN,L 23-24,,,,,,,,,,
2,1980,1980-09-14,2,22.293,ATL,@,NWE,W 37-21,8,117,14.63,2,0,0,,0,2,12
3,1980,1980-09-21,3,22.300,ATL,,MIA,L 17-20,3,58,19.33,1,1,-2,-2.00,0,1,6
4,1980,1980-09-28,4,22.307,ATL,@,SFO,W 20-17,2,26,13.00,0,0,0,,0,0,0
5,1980,1980-10-05,5,22.314,ATL,,DET,W 43-28,4,54,13.50,0,0,0,,0,0,0
6,1980,1980-10-12,6,22.321,ATL,,NYJ,L 7-14,4,16,4.00,0,0,0,,0,0,0
7,1980,1980-10-19,7,22.328,ATL,@,NOR,W 41-14,3,22,7.33,2,0,0,,0,2,12
8,1980,1980-10-26,8,22.335,ATL,,RAM,W 13-10,1,9,9.00,0,0,0,,0,0,0
9,1980,1980-11-02,9,22.342,ATL,@,BUF,W 30-14,1,16,16.00,1,0,0,,0,1,6
10,1980,1980-11-09,10,22.349,ATL,@,STL,W 33-27,3,79,26.33,0,0,0,,0,0,0
11,1980,1980-11-16,11,22.356,ATL,,NOR,W 31-13,3,49,16.33,1,0,0,,0,1,6
12,1980,1980-11-23,12,22.363,ATL,,CHI,W 28-17,5,42,8.40,0,0,0,,0,0,0
13,1980,1980-11-30,13,23.004,ATL,,WAS,W 10-6,0,0,,0,1,0,0.00,0,0,0
14,1980,1980-12-07,14,23.011,ATL,@,PHI,W 20-17,1,23,23.00,0,0,0,,0,0,0
15,1980,1980-12-14,15,23.018,ATL,,SFO,W 35-10,6,55,9.17,1,0,0,,0,1,6
16,1980,1980-12-21,16,23.025,ATL,@,RAM,L 17-20,2,18,9.00,1,0,0,,0,1,6
17,1981,1981-09-06,1,23.284,ATL,,NOR,W 27-0,2,10,5.00,0,0,0,,0,0,0
18,1981,1981-09-13,2,23.291,ATL,@,GNB,W 31-17,2,26,13.00,0,0,0,,0,0,0
19,1981,1981-09-20,3,23.298,ATL,,SFO,W 34-17,2,22,11.00,0,0,0,,0,0,0
20,1981,1981-09-27,4,23.305,ATL,@,CLE,L 17-28,1,11,11.00,0,0,0,,0,0,0
21,1981,1981-10-05,5,23.313,ATL,@,PHI,L 13-16,2,22,11.00,0,0,0,,0,0,0
22,1981,1981-10-11,6,23.319,ATL,,RAM,L 35-37,3,34,11.33,1,0,0,,0,1,6
23,1981,1981-10-18,7,23.326,ATL,,STL,W 41-20,1,7,7.00,0,0,0,,0,0,0
24,1981,1981-10-25,8,23.333,ATL,,NYG,L 24-27,3,53,17.67,1,0,0,,0,1,6
25,1981,1981-11-01,9,23.340,ATL,@,NOR,W 41-10,3,18,6.00,0,0,0,,0,0,0
26,1981,1981-11-08,10,23.347,ATL,@,SFO,L 14-17,1,12,12.00,0,0,0,,0,0,0
27,1981,1981-11-15,11,23.354,ATL,,PIT,L 20-34,2,30,15.00,0,0,0,,0,0,0
28,1981,1981-11-23,12,23.362,ATL,,MIN,W 31-30,1,3,3.00,1,0,0,,0,1,6
29,1981,1981-11-29,13,24.003,ATL,@,HOU,W 31-27,3,69,23.00,0,0,0,,0,0,0
30,1981,1981-12-06,14,24.010,ATL,@,TAM,L 23-24,1,10,10.00,0,0,0,,0,0,0
31,1981,1981-12-14,15,24.018,ATL,@,RAM,L 16-21,3,48,16.00,0,0,0,,0,0,0
32,1981,1981-12-20,16,24.024,ATL,,CIN,L 28-30,2,23,11.50,0,0,0,,0,0,0
33,1982,1982-09-12,1,24.290,ATL,@,NYG,W 16-14,2,38,19.00,0,0,0,,0,0,0
34,1982,1982-09-19,2,24.297,ATL,,RAI,L 14-38,5,69,13.80,0,0,0,,0,0,0
35,1982,1982-11-21,3,24.360,ATL,,RAM,W 34-17,4,24,6.00,0,0,0,,0,0,0
36,1982,1982-11-28,4,25.002,ATL,,STL,L 20-23,0,0,,0,,,,,,
37,1982,1982-12-05,5,25.009,ATL,@,DEN,W 34-27,2,20,10.00,1,0,0,,0,1,6
38,1982,1982-12-12,6,25.016,ATL,,NOR,W 35-0,2,23,11.50,0,0,0,,0,0,0
39,1982,1982-12-19,7,25.023,ATL,@,SFO,W 17-7,1,8,8.00,0,0,0,,0,0,0
40,1982,1982-12-26,8,25.030,ATL,,GNB,L 7-38,0,0,,0,,,,,,
41,1982,1983-01-02,9,25.037,ATL,@,NOR,L 6-35,4,39,9.75,0,0,0,,0,0,0
42,1983,1983-09-04,1,25.282,ATL,@,CHI,W 20-17,0,0,,0,0,0,,0,0,
43,1983,1983-09-11,2,25.289,ATL,,NYG,L 13-16,3,14,4.67,0,0,0,,0,0,0
44,1983,1983-09-18,3,25.296,ATL,@,DET,W 30-14,2,13,6.50,0,1,2,2.00,0,0,0
45,1983,1983-09-25,4,25.303,ATL,@,SFO,L 20-24,1,6,6.00,0,0,0,,0,0,0
46,1983,1983-10-02,5,25.310,ATL,,PHI,L 24-28,0,0,,0,0,0,,0,0,
47,1983,1983-10-16,7,25.324,ATL,@,RAM,L 21-27,0,0,,0,0,0,,0,0,
48,1983,1983-10-23,8,25.331,ATL,@,NYJ,W 27-21,1,4,4.00,0,0,0,,0,0,0
49,1983,1983-10-30,9,25.338,ATL,,NWE,W 24-13,1,9,9.00,0,0,0,,0,0,0
50,1983,1983-11-06,10,25.345,ATL,@,NOR,L 10-27,0,0,,0,0,0,,0,0,
51,1983,1983-11-14,11,25.353,ATL,,RAM,L 13-36,0,0,,0,0,0,,0,0,
52,1983,1983-11-20,12,25.359,ATL,,SFO,W 28-24,2,12,6.00,0,0,0,,0,0,0
53,1983,1983-11-27,13,26.001,ATL,,GNB,W 47-41,2,15,7.50,0,0,0,,0,0,0
54,1983,1983-12-04,14,26.008,ATL,@,WAS,L 21-37,2,24,12.00,0,0,0,,0,0,0
55,1983,1983-12-10,15,26.014,ATL,@,MIA,L 24-31,1,19,19.00,0,0,0,,0,0,0
56,1983,1983-12-18,16,26.022,ATL,,BUF,W 31-14,1,9,9.00,0,0,0,,0,0,0
57,1984,1984-09-02,1,26.281,NOR,,ATL,L 28-36,0,0,,0,,,,,,
58,1984,1984-09-16,3,26.295,NOR,@,SFO,L 20-30,0,0,,0,,,,,,
59,1984,1984-09-23,4,26.302,NOR,,STL,W 34-24,0,0,,0,,,,,,
60,1984,1984-09-30,5,26.309,NOR,@,HOU,W 27-10,0,0,,0,,,,,,
61,1984,1984-10-07,6,26.316,NOR,@,CHI,L 7-20,0,0,,0,,,,,,
62,1984,1984-10-14,7,26.323,NOR,,RAM,L 10-28,3,15,5.00,0,0,0,,0,0,0
