ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,25.331,CAR,,SEA,L 7-12,,,,,,,0.0%,,,,,,,,
2,2013,2013-09-22,3,25.345,CAR,,NYG,W 38-0,,,,,,,0.0%,,,,,,,,
3,2013,2013-10-13,5,26.001,CAR,@,MIN,W 35-10,,,,,,,0.0%,,,,,,,,
4,2013,2013-11-18,10,26.037,CAR,,NWE,W 24-20,,,,,,,0.0%,,,,,,,,
5,2013,2013-11-24,11,26.043,CAR,@,MIA,W 20-16,,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
6,2013,2013-12-01,12,26.050,CAR,,TAM,W 27-6,,,,,,,0.0%,,,,,,,,
7,2013,2013-12-08,13,26.057,CAR,@,NOR,L 13-31,,,,,,,0.0%,,,,,,,,
8,2013,2013-12-15,14,26.064,CAR,,NYJ,W 30-20,,,,,,,0.0%,,,,,,,,
9,2013,2013-12-29,16,26.078,CAR,@,ATL,W 21-20,,,,,,,0.0%,,,,,,,,
10,2014,2014-09-14,2,26.337,CAR,,DET,W 24-7,,,,,,,0.0%,,,,,,,,
11,2014,2014-09-21,3,26.344,CAR,,PIT,L 19-37,,,,,,,0.0%,,,,,,,,
12,2014,2014-10-05,5,26.358,CAR,,CHI,W 31-24,,2,0,0,,0,0.0%,0.00,0,0,,0,0.0,1,0
13,2014,2014-10-12,6,27.000,CAR,@,CIN,T 37-37,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0.0,0,0
14,2014,2014-10-19,7,27.007,CAR,@,GNB,L 17-38,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0.0,0,0
15,2014,2014-10-26,8,27.014,CAR,,SEA,L 9-13,,,,,,,0.0%,,,,,,,,
16,2014,2014-10-30,9,27.018,CAR,,NOR,L 10-28,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0.0,0,0
17,2014,2014-11-10,10,27.029,CAR,@,PHI,L 21-45,,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
18,2014,2014-11-16,11,27.035,CAR,,ATL,L 17-19,,0,0,0,,0,0.0%,,2,27,13.50,0,0.0,0,0
19,2014,2014-11-30,12,27.049,CAR,@,MIN,L 13-31,,0,0,0,,0,0.0%,,1,9,9.00,0,0.0,1,0
20,2014,2014-12-07,13,27.056,CAR,@,NOR,W 41-10,,0,,,,,0.0%,,,,,,,,
21,2014,2014-12-14,14,27.063,CAR,,TAM,W 19-17,,,,,,,0.0%,,,,,,,,
22,2014,2014-12-21,15,27.070,CAR,,CLE,W 17-13,,0,,,,,0.0%,,,,,,,,
23,2014,2014-12-28,16,27.077,CAR,@,ATL,W 34-3,,,,,,,0.0%,,,,,,,,
24,2015,2015-09-13,1,27.336,CAR,@,JAX,W 20-9,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
25,2015,2015-09-20,2,27.343,CAR,,HOU,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
26,2015,2015-10-25,6,28.013,MIA,,HOU,W 44-26,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
27,2015,2015-10-29,7,28.017,MIA,@,NWE,L 7-36,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
28,2015,2015-11-08,8,28.027,MIA,@,BUF,L 17-33,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
29,2015,2015-11-22,10,28.041,MIA,,DAL,L 14-24,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
30,2016,2016-09-11,1,28.335,SEA,,MIA,W 12-10,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
31,2016,2016-09-18,2,28.342,SEA,@,LAR,L 3-9,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
32,2016,2016-09-25,3,28.349,SEA,,SFO,W 37-18,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
33,2016,2016-10-02,4,28.356,SEA,@,NYJ,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
34,2016,2016-10-16,5,29.004,SEA,,ATL,W 26-24,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
35,2016,2016-10-23,6,29.011,SEA,@,ARI,T 6-6,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
36,2016,2016-10-30,7,29.018,SEA,@,NOR,L 20-25,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
37,2016,2016-11-07,8,29.026,SEA,,BUF,W 31-25,,2,1,16,16.00,0,50.0%,8.00,1,12,12.00,0,0.0,0,0
38,2016,2016-11-13,9,29.032,SEA,@,NWE,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
39,2016,2016-11-20,10,29.039,SEA,,PHI,W 26-15,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
40,2016,2016-11-27,11,29.046,SEA,@,TAM,L 5-14,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
41,2016,2016-12-04,12,29.053,SEA,,CAR,W 40-7,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
42,2016,2016-12-11,13,29.060,SEA,@,GNB,L 10-38,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
43,2016,2016-12-15,14,29.064,SEA,,LAR,W 24-3,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
