ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
44,2016,2016-12-24,15,29.073,SEA,,ARI,L 31-34,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
45,2016,2017-01-01,16,29.081,SEA,@,SFO,W 25-23,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0.0,0,0
46,2017,2017-09-10,1,29.333,IND,@,LAR,L 9-46,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
47,2017,2017-09-17,2,29.340,IND,,ARI,L 13-16,,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0.0,0,0
48,2017,2017-09-24,3,29.347,IND,,CLE,W 31-28,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0.0,0,0
49,2017,2017-10-01,4,29.354,IND,@,SEA,L 18-46,*,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0.0,0,0
50,2017,2017-10-08,5,29.361,IND,,SFO,W 26-23,*,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0.0,0,0
51,2017,2017-10-16,6,30.004,IND,@,TEN,L 22-36,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
52,2017,2017-10-22,7,30.010,IND,,JAX,L 0-27,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0.0,0,0
53,2017,2017-10-29,8,30.017,IND,@,CIN,L 23-24,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
54,2017,2017-11-05,9,30.024,IND,@,HOU,W 20-14,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0.0,0,0
55,2017,2017-11-12,10,30.031,IND,,PIT,L 17-20,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
56,2017,2017-11-26,11,30.045,IND,,TEN,L 16-20,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
57,2017,2017-12-03,12,30.052,IND,@,JAX,L 10-30,*,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0.0,0,0
58,2017,2017-12-10,13,30.059,IND,@,BUF,L 7-13,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0.0,0,0
59,2017,2017-12-14,14,30.063,IND,,DEN,L 13-25,*,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
