ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-12,1,23.048,OAK,@,DEN,W 23-20,,,,,,,,,,,0.0%,,,,,,,,,,
2,2011,2011-09-18,2,23.054,OAK,@,BUF,L 35-38,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2011,2011-09-25,3,23.061,OAK,,NYJ,W 34-24,,1,8,8.00,0,1,1,-5,-5.00,0,100.0%,-5.00,3,52,17.33,0,0,0,0.0,0,1
4,2011,2011-10-02,4,23.068,OAK,,NWE,L 19-31,,0,0,,0,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,0.0,0,0
5,2011,2011-10-09,5,23.075,OAK,@,HOU,W 25-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
6,2011,2011-10-16,6,23.082,OAK,,CLE,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,1,13,13.00,0,0,0,0.0,0,0
7,2011,2011-10-23,7,23.089,OAK,,KAN,L 0-28,,3,18,6.00,0,2,1,30,30.00,0,50.0%,15.00,0,0,,0,0,0,0.0,0,0
8,2011,2011-11-06,8,23.103,OAK,,DEN,L 24-38,,2,1,0.50,0,0,0,0,,0,0.0%,,1,20,20.00,0,0,0,0.0,0,0
9,2011,2011-11-10,9,23.107,OAK,@,SDG,W 24-17,,7,39,5.57,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0,0.0,0,0
10,2011,2011-11-20,10,23.117,OAK,@,MIN,W 27-21,,2,3,1.50,0,0,0,0,,0,0.0%,,1,46,46.00,0,0,0,0.0,0,0
11,2012,2012-09-10,1,24.046,OAK,,SDG,L 14-22,,0,0,,0,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,0.0,0,0
12,2012,2012-09-16,2,24.052,OAK,@,MIA,L 13-35,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2012,2012-09-23,3,24.059,OAK,,PIT,W 34-31,,,,,,,,,,,0.0%,,,,,,,,,,
14,2012,2012-09-30,4,24.066,OAK,@,DEN,L 6-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
15,2012,2012-10-14,5,24.080,OAK,@,ATL,L 20-23,,,,,,,,,,,0.0%,,,,,,,,,,
16,2012,2012-11-04,8,24.101,OAK,,TAM,L 32-42,,1,2,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
17,2012,2012-11-11,9,24.108,OAK,@,BAL,L 20-55,,2,6,3.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
