ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-09-17,3,23.241,NYG,@,GNB,L 6-14,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0
2,1995,1995-09-24,4,23.248,NYG,,NOR,W 45-29,,10,54,5.40,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,48,24.00,0,1,6
3,1995,1995-10-01,5,23.255,NYG,@,SFO,L 6-20,,5,16,3.20,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,2,36,18.00,0,0,0
4,1995,1995-10-08,6,23.262,NYG,,ARI,W 27-21,,18,61,3.39,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1995,1995-10-15,7,23.269,NYG,,PHI,L 14-17,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1995,1995-10-29,8,23.283,NYG,@,WAS,W 24-15,,10,31,3.10,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,22,22.00,0,1,6
7,1995,1995-11-05,9,23.290,NYG,@,SEA,L 28-30,,7,23,3.29,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1995,1995-11-12,10,23.297,NYG,,OAK,L 13-17,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0
9,1995,1995-11-19,11,23.304,NYG,@,PHI,L 19-28,,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,5,5.00,0,0,0
10,1995,1995-11-26,12,23.311,NYG,,CHI,L 24-27,,5,4,0.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
