ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1991,1991-09-02,1,23.119,NYG,,SFO,W 16-14,
2,1991,1991-09-08,2,23.125,NYG,,RAM,L 13-19,
3,1991,1991-12-01,13,23.209,NYG,@,CIN,L 24-27,
4,1992,1992-12-06,13,24.214,NYG,,WAS,L 10-28,
5,1992,1992-12-19,15,24.227,NYG,,KAN,W 35-21,
6,1992,1992-12-27,16,24.235,NYG,@,PHI,L 10-20,
7,1993,1993-09-12,2,25.129,NYG,,TAM,W 23-7,
8,1993,1993-10-10,5,25.157,NYG,@,WAS,W 41-7,
9,1993,1993-12-12,13,25.220,NYG,,IND,W 20-6,
10,1993,1993-12-26,15,25.234,NYG,@,PHO,L 6-17,
11,1994,1994-09-04,1,26.121,RAM,,ARI,W 14-12,
12,1994,1994-09-11,2,26.128,RAM,@,ATL,L 13-31,
13,1994,1994-09-18,3,26.135,RAM,,SFO,L 19-34,
14,1994,1994-09-25,4,26.142,RAM,@,KAN,W 16-0,
15,1994,1994-10-02,5,26.149,RAM,,ATL,L 5-8,
16,1994,1994-10-09,6,26.156,RAM,@,GNB,L 17-24,
17,1994,1994-10-16,7,26.163,RAM,,NYG,W 17-10,
18,1994,1994-10-23,8,26.170,RAM,@,NOR,L 34-37,
19,1994,1994-11-06,9,26.184,RAM,,DEN,W 27-21,
20,1994,1994-11-13,10,26.191,RAM,,RAI,L 17-20,
21,1994,1994-11-20,11,26.198,RAM,@,SFO,L 27-31,
22,1994,1994-11-27,12,26.205,RAM,@,SDG,L 17-31,
23,1994,1994-12-04,13,26.212,RAM,,NOR,L 15-31,
24,1994,1994-12-11,14,26.219,RAM,@,TAM,L 14-24,
25,1994,1994-12-18,15,26.226,RAM,@,CHI,L 13-27,
26,1994,1994-12-24,16,26.232,RAM,,WAS,L 21-24,
27,1995,1995-09-03,1,27.120,STL,@,GNB,W 17-14,
28,1995,1995-09-10,2,27.127,STL,,NOR,W 17-13,
29,1995,1995-09-17,3,27.134,STL,@,CAR,W 31-10,
30,1995,1995-09-24,4,27.141,STL,,CHI,W 34-28,
31,1995,1995-10-01,5,27.148,STL,@,IND,L 18-21,
32,1995,1995-10-12,6,27.159,STL,,ATL,W 21-19,
33,1995,1995-10-22,7,27.169,STL,,SFO,L 10-44,
34,1995,1995-10-29,8,27.176,STL,@,PHI,L 9-20,
35,1995,1995-11-05,9,27.183,STL,@,NOR,L 10-19,
36,1995,1995-11-19,11,27.197,STL,@,ATL,L 6-31,
37,1995,1995-11-26,12,27.204,STL,@,SFO,L 13-41,
38,1995,1995-12-10,14,27.218,STL,,BUF,L 27-45,
39,1995,1995-12-17,15,27.225,STL,,WAS,L 23-35,
40,1996,1996-09-01,1,28.118,NOR,@,SFO,L 11-27,
41,1996,1996-09-08,2,28.125,NOR,,CAR,L 20-22,
42,1996,1996-09-15,3,28.132,NOR,@,CIN,L 15-30,
43,1996,1996-09-22,4,28.139,NOR,,ARI,L 14-28,
44,1996,1996-10-06,6,28.153,NOR,,JAX,W 17-13,
45,1996,1996-10-13,7,28.160,NOR,,CHI,W 27-24,
46,1996,1996-10-20,8,28.167,NOR,@,CAR,L 7-19,
47,1996,1996-11-03,9,28.181,NOR,,SFO,L 17-24,
48,1996,1996-11-10,10,28.188,NOR,,HOU,L 14-31,
49,1996,1996-11-17,11,28.195,NOR,@,ATL,L 15-17,
50,1996,1996-11-24,12,28.202,NOR,@,TAM,L 7-13,
51,1996,1996-12-01,13,28.209,NOR,,STL,L 10-26,
52,1996,1996-12-08,14,28.216,NOR,,ATL,L 15-31,
53,1996,1996-12-15,15,28.223,NOR,@,NYG,W 17-3,
54,1996,1996-12-21,16,28.229,NOR,@,STL,L 13-14,
55,1997,1997-08-31,1,29.117,NOR,@,STL,L 24-38,
56,1997,1997-09-07,2,29.124,NOR,,SDG,L 6-20,
57,1997,1997-09-14,3,29.131,NOR,@,SFO,L 7-33,
58,1997,1997-09-21,4,29.138,NOR,,DET,W 35-17,
59,1997,1997-09-28,5,29.145,NOR,@,NYG,L 9-14,
60,1997,1997-10-05,6,29.152,NOR,@,CHI,W 20-17,
61,1997,1997-10-12,7,29.159,NOR,,ATL,L 17-23,
62,1997,1997-10-19,8,29.166,NOR,,CAR,L 0-13,
63,1997,1997-11-09,10,29.187,NOR,@,OAK,W 13-10,
64,1997,1997-11-16,11,29.194,NOR,,SEA,W 20-17,
65,1997,1997-11-23,12,29.201,NOR,@,ATL,L 3-20,
66,1997,1997-11-30,13,29.208,NOR,@,CAR,W 16-13,
67,1997,1997-12-07,14,29.215,NOR,,STL,L 27-34,
68,1997,1997-12-14,15,29.222,NOR,,ARI,W 27-10,
69,1997,1997-12-21,16,29.229,NOR,@,KAN,L 13-25,
70,1998,1998-09-06,1,30.123,NOR,@,STL,W 24-17,
71,1998,1998-09-13,2,30.130,NOR,,CAR,W 19-14,
72,1998,1998-10-04,4,30.151,NOR,,NWE,L 27-30,
73,1998,1998-10-11,5,30.158,NOR,,SFO,L 0-31,
74,1998,1998-10-18,6,30.165,NOR,@,ATL,L 23-31,
75,1998,1998-10-25,7,30.172,NOR,,TAM,W 9-3,
76,1998,1998-11-01,8,30.179,NOR,@,CAR,L 17-31,
77,1998,1998-11-08,9,30.186,NOR,@,MIN,L 24-31,
78,1998,1998-11-15,10,30.193,NOR,,STL,W 24-3,
79,1998,1998-11-22,11,30.200,NOR,@,SFO,L 20-31,
80,1998,1998-11-29,12,30.207,NOR,@,MIA,L 10-30,
81,1998,1998-12-06,13,30.214,NOR,,DAL,W 22-3,
82,1998,1998-12-13,14,30.221,NOR,,ATL,L 17-27,
83,1998,1998-12-20,15,30.228,NOR,@,ARI,L 17-19,
84,1999,1999-09-12,1,31.129,CAR,@,NOR,L 10-19,*
85,1999,1999-09-19,2,31.136,CAR,,JAX,L 20-22,*
86,1999,1999-09-26,3,31.143,CAR,,CIN,W 27-3,*
87,1999,1999-10-03,4,31.150,CAR,@,WAS,L 36-38,*
88,1999,1999-10-17,5,31.164,CAR,@,SFO,W 31-29,*
89,1999,1999-10-24,6,31.171,CAR,,DET,L 9-24,*
90,1999,1999-10-31,7,31.178,CAR,@,ATL,L 20-27,*
91,1999,1999-11-07,8,31.185,CAR,,PHI,W 33-7,*
92,1999,1999-11-14,9,31.192,CAR,@,STL,L 10-35,*
93,1999,1999-11-21,10,31.199,CAR,@,CLE,W 31-17,*
94,1999,1999-11-28,11,31.206,CAR,,ATL,W 34-28,*
95,1999,1999-12-05,12,31.213,CAR,,STL,L 21-34,*
96,1999,1999-12-12,13,31.220,CAR,@,GNB,W 33-31,*
97,1999,1999-12-18,14,31.226,CAR,,SFO,W 41-24,*
98,1999,1999-12-26,15,31.234,CAR,@,PIT,L 20-30,*
99,1999,2000-01-02,16,31.241,CAR,,NOR,W 45-13,*
100,2000,2000-09-03,1,32.120,CAR,@,WAS,L 17-20,*
101,2000,2000-09-10,2,32.127,CAR,@,SFO,W 38-22,*
102,2000,2000-09-17,3,32.134,CAR,,ATL,L 10-15,*
103,2000,2000-10-01,4,32.148,CAR,,DAL,L 13-16,
104,2000,2000-10-08,5,32.155,CAR,,SEA,W 26-3,
105,2000,2000-10-15,6,32.162,CAR,@,NOR,L 6-24,
106,2000,2000-10-22,7,32.169,CAR,,SFO,W 34-16,*
107,2000,2000-12-03,13,32.211,CAR,,STL,W 16-3,
108,2000,2000-12-10,14,32.218,CAR,@,KAN,L 14-15,*
109,2000,2000-12-17,15,32.225,CAR,,SDG,W 30-22,*
110,2000,2000-12-24,16,32.232,CAR,@,OAK,L 9-52,*
