ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2003,2003-11-23,11,23.265,BUF,,IND,L 14-17,,,,,,,,,,,,,,,,,
2,2004,2004-09-12,1,24.193,BUF,,JAX,L 10-13,,,,,,,,,,,,,,,,,
3,2004,2004-09-19,2,24.200,BUF,@,OAK,L 10-13,,,,,,,,,,,,,,,,,
4,2004,2004-10-03,3,24.214,BUF,,NWE,L 17-31,,,,,,,,,,,,,,,,,
5,2004,2004-10-10,4,24.221,BUF,@,NYJ,L 14-16,,,,,,,,,,,,,,,,,
6,2004,2004-10-17,5,24.228,BUF,,MIA,W 20-13,,,,,,,,,,,,,,,,,
7,2004,2004-10-24,6,24.235,BUF,@,BAL,L 6-20,,,,,,,,,,,,,,,,,
8,2004,2004-10-31,7,24.242,BUF,,ARI,W 38-14,,,,,,,,,,,,,,,,,
9,2004,2004-11-07,8,24.249,BUF,,NYJ,W 22-17,,,,,,,,,,,,,,,,,
10,2004,2004-11-14,9,24.256,BUF,@,NWE,L 6-29,,,,,,,,,,,,,,,,,
11,2004,2004-11-21,10,24.263,BUF,,STL,W 37-17,,,,,,,,,,,,,,,,,
12,2004,2004-11-28,11,24.270,BUF,@,SEA,W 38-9,,,,,,,,,,,,,,,,,
13,2004,2004-12-05,12,24.277,BUF,@,MIA,W 42-32,,,,,,,,,,,,,,,,,
14,2004,2004-12-12,13,24.284,BUF,,CLE,W 37-7,,,,,,,,,,,,,,,,,
15,2004,2004-12-19,14,24.291,BUF,@,CIN,W 33-17,,,,,,,,,,,,,,,,,
16,2004,2004-12-26,15,24.298,BUF,@,SFO,W 41-7,,,,,,,,,,,,,,,,,
17,2004,2005-01-02,16,24.305,BUF,,PIT,L 24-29,,,,,,,,,,,,,,,,,
18,2005,2005-09-11,1,25.192,BUF,,HOU,W 22-7,,,,,,,,,,,,,,,,,
19,2005,2005-09-18,2,25.199,BUF,@,TAM,L 3-19,,,,,,,,,,,,,,,,,
20,2005,2005-09-25,3,25.206,BUF,,ATL,L 16-24,,,,,,,,,,,,,,,,,
21,2005,2005-10-02,4,25.213,BUF,@,NOR,L 7-19,,,,,,,,,,,,,,,,,
22,2005,2005-10-09,5,25.220,BUF,,MIA,W 20-14,,,,,,,,,,,,,,,,,
23,2005,2005-10-16,6,25.227,BUF,,NYJ,W 27-17,,,,,,,,,,,,,,,,,
24,2005,2005-10-23,7,25.234,BUF,@,OAK,L 17-38,,,,,,,,,,,,,,,,,
25,2005,2005-10-30,8,25.241,BUF,@,NWE,L 16-21,,,,,,,,,,,,,,,,,
26,2005,2005-11-13,9,25.255,BUF,,KAN,W 14-3,,,,,,,,,,,,,,,,,
27,2005,2005-11-20,10,25.262,BUF,@,SDG,L 10-48,,,,,,,,,,,,,,,,,
28,2005,2005-11-27,11,25.269,BUF,,CAR,L 9-13,,,,,,,,,,,,,,,,,
29,2005,2005-12-04,12,25.276,BUF,@,MIA,L 23-24,,,,,,,,,,,,,,,,,
30,2005,2005-12-11,13,25.283,BUF,,NWE,L 7-35,,,,,,,,,,,,,,,,,
31,2005,2005-12-17,14,25.289,BUF,,DEN,L 17-28,,,,,,,,,,,,,,,,,
32,2005,2005-12-24,15,25.296,BUF,@,CIN,W 37-27,,,,,,,,,,,,,,,,,
33,2005,2006-01-01,16,25.304,BUF,@,NYJ,L 26-30,,,,,,,,,,,,,,,,,
34,2006,2006-09-10,1,26.191,BUF,@,NWE,L 17-19,,,,,,,,,,,,,,,,,
35,2006,2006-09-17,2,26.198,BUF,@,MIA,W 16-6,,,,,,,,,,,,,,,,,
36,2006,2006-09-24,3,26.205,BUF,,NYJ,L 20-28,,,,,,,,,,,,,,,,,
