ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1996,1996-09-01,1,21.321,BAL,,OAK,W 19-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,1,19,19.00,0,4,13,3.25,0,0,0
2,1996,1996-09-08,2,21.328,BAL,@,PIT,L 17-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,56,28.00,0,0,0,,0,0,0
3,1996,1996-09-15,3,21.335,BAL,@,HOU,L 13-29,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,3,60,20.00,0,0,0,,0,0,0
4,1996,1996-09-29,4,21.349,BAL,,NOR,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,35,17.50,0,3,31,10.33,0,0,0
5,1996,1996-10-06,5,21.356,BAL,,NWE,L 38-46,,1,0,0,,0,0.0%,0.00,1,-3,-3.00,0,0,0,,0,0,0,,,,,,6,138,23.00,0,3,16,5.33,0,0,0
6,1996,1996-10-13,6,21.363,BAL,@,IND,L 21-26,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,,,,,5,108,21.60,0,3,25,8.33,0,0,0
7,1996,1996-10-20,7,22.004,BAL,@,DEN,L 34-45,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,4,91,22.75,0,2,23,11.50,0,0,0
8,1996,1996-10-27,8,22.011,BAL,,STL,W 37-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,4,79,19.75,0,2,20,10.00,0,0,0
9,1996,1996-11-03,9,22.018,BAL,,CIN,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,2,38,19.00,0,2,27,13.50,0,0,0
10,1996,1996-11-10,10,22.025,BAL,@,JAX,L 27-30,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0,,,,,,4,85,21.25,0,4,45,11.25,0,0,0
