ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1966,1966-12-18,14,27.313,RAM,,GNB,L 23-27,1,2,2.00,0
2,1970,1970-09-18,1,31.222,RAM,,STL,W 34-13,,,,
3,1970,1970-09-27,2,31.231,RAM,@,BUF,W 19-0,,,,
4,1970,1970-10-04,3,31.238,RAM,,SDG,W 37-10,,,,
5,1970,1970-10-11,4,31.245,RAM,,SFO,L 6-20,,,,
6,1970,1970-10-18,5,31.252,RAM,@,GNB,W 31-21,,,,
7,1970,1970-10-26,6,31.260,RAM,@,MIN,L 3-13,,,,
8,1970,1970-11-01,7,31.266,RAM,@,NOR,W 30-17,,,,
9,1970,1970-11-08,8,31.273,RAM,,ATL,T 10-10,,,,
10,1970,1970-11-15,9,31.280,RAM,,NYJ,L 20-31,,,,
11,1970,1970-11-22,10,31.287,RAM,@,ATL,W 17-7,,,,
12,1970,1970-11-29,11,31.294,RAM,@,SFO,W 30-13,,,,
13,1970,1970-12-06,12,31.301,RAM,,NOR,W 34-16,,,,
14,1970,1970-12-14,13,31.309,RAM,,DET,L 23-28,,,,
15,1970,1970-12-20,14,31.315,RAM,@,NYG,W 31-3,,,,
16,1971,1971-09-19,1,32.223,RAM,@,NOR,L 20-24,,,,
17,1971,1971-09-26,2,32.230,RAM,,ATL,T 20-20,,,,
18,1971,1971-10-03,3,32.237,RAM,,CHI,W 17-3,,,,
19,1971,1971-10-10,4,32.244,RAM,@,SFO,W 20-13,,,,
20,1971,1971-10-17,5,32.251,RAM,@,ATL,W 24-16,,,,
21,1971,1971-10-24,6,32.258,RAM,,GNB,W 30-13,,,,
22,1971,1971-10-31,7,32.265,RAM,,MIA,L 14-20,,,,
23,1971,1971-11-08,8,32.273,RAM,@,BAL,L 17-24,,,,
24,1971,1971-11-14,9,32.279,RAM,@,DET,W 21-13,,,,
25,1971,1971-11-21,10,32.286,RAM,,SFO,W 17-6,,,,
26,1971,1971-11-25,11,32.290,RAM,@,DAL,L 21-28,,,,
27,1971,1971-12-05,12,32.300,RAM,,NOR,W 45-28,,,,
28,1971,1971-12-13,13,32.308,RAM,,WAS,L 24-38,,,,
29,1971,1971-12-19,14,32.314,RAM,@,PIT,W 23-14,,,,
30,1972,1972-09-17,1,33.222,RAM,,NOR,W 34-14,,,,
31,1972,1972-09-24,2,33.229,RAM,@,CHI,T 13-13,,,,
32,1972,1972-10-01,3,33.236,RAM,@,ATL,L 3-31,,,,
33,1972,1972-10-08,4,33.243,RAM,,SFO,W 31-7,,,,
34,1972,1972-10-15,5,33.250,RAM,@,PHI,W 34-3,,,,
35,1972,1972-10-22,6,33.257,RAM,,CIN,W 15-12,,,,
36,1972,1972-10-29,7,33.264,RAM,@,OAK,L 17-45,,,,
37,1972,1972-11-05,8,33.271,RAM,,ATL,W 20-7,,,,
38,1972,1972-11-12,9,33.278,RAM,,DEN,L 10-16,,,,
39,1972,1972-11-19,10,33.285,RAM,,MIN,L 41-45,,,,
40,1972,1972-11-26,11,33.292,RAM,@,NOR,L 16-19,,,,
41,1972,1972-12-04,12,33.300,RAM,@,SFO,W 26-16,,,,
42,1972,1972-12-10,13,33.306,RAM,@,STL,L 14-24,,,,
43,1972,1972-12-17,14,33.313,RAM,,DET,L 17-34,,,,
44,1973,1973-09-16,1,34.220,RAM,@,KAN,W 23-13,,,,
45,1973,1973-09-23,2,34.227,RAM,,ATL,W 31-0,,,,
46,1973,1973-09-30,3,34.234,RAM,@,SFO,W 40-20,,,,
47,1973,1973-10-07,4,34.241,RAM,@,HOU,W 31-26,,,,
48,1973,1973-10-14,5,34.248,RAM,,DAL,W 37-31,,,,
49,1973,1973-10-21,6,34.255,RAM,,GNB,W 24-7,,,,
50,1973,1973-10-28,7,34.262,RAM,@,MIN,L 9-10,,,,
51,1973,1973-11-04,8,34.269,RAM,@,ATL,L 13-15,,,,
52,1973,1973-11-11,9,34.276,RAM,,NOR,W 29-7,,,,
53,1973,1973-11-18,10,34.283,RAM,,SFO,W 31-13,,,,
54,1973,1973-11-25,11,34.290,RAM,@,NOR,W 24-13,,,,
55,1973,1973-12-02,12,34.297,RAM,@,CHI,W 26-0,,,,
56,1973,1973-12-10,13,34.305,RAM,,NYG,W 40-6,,,,
57,1973,1973-12-16,14,34.311,RAM,,CLE,W 30-17,,,,
58,1974,1974-09-15,1,35.219,RAM,@,DEN,W 17-10,,,,
59,1974,1974-09-22,2,35.226,RAM,,NOR,W 24-0,,,,
60,1974,1974-09-29,3,35.233,RAM,@,NWE,L 14-20,,,,
61,1974,1974-10-06,4,35.240,RAM,,DET,W 16-13,,,,
62,1974,1974-10-13,5,35.247,RAM,@,GNB,L 6-17,,,,
63,1974,1974-10-20,6,35.254,RAM,,SFO,W 37-14,,,,
64,1974,1974-10-27,7,35.261,RAM,@,NYJ,W 20-13,,,,
65,1974,1974-11-04,8,35.269,RAM,@,SFO,W 15-13,,,,
66,1974,1974-11-10,9,35.275,RAM,,ATL,W 21-0,,,,
67,1974,1974-11-17,10,35.282,RAM,@,NOR,L 7-20,,,,
68,1974,1974-11-24,11,35.289,RAM,,MIN,W 20-17,,,,
69,1974,1974-12-01,12,35.296,RAM,@,ATL,W 30-7,,,,
70,1974,1974-12-09,13,35.304,RAM,,WAS,L 17-23,,,,
71,1974,1974-12-15,14,35.310,RAM,,BUF,W 19-14,,,,
