ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1999,1999-09-12,1,23.280,CLE,,PIT,L 0-43,,,,,,,0.0%,,,,,,,,,,
2,1999,1999-09-19,2,23.287,CLE,@,TEN,L 9-26,,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,0.0,,
3,1999,1999-09-26,3,23.294,CLE,@,BAL,L 10-17,*,1,,,,,0.0%,,,,,,,,,,
4,1999,1999-10-03,4,23.301,CLE,,NWE,L 7-19,*,2,,,,,0.0%,,,,,,,,,,
5,1999,1999-10-10,5,23.308,CLE,,CIN,L 17-18,*,1,,,,,0.0%,,,,,,,,,,
6,1999,1999-10-17,6,23.315,CLE,@,JAX,L 7-24,,,,,,,0.0%,,,,,,,,,,
7,1999,1999-10-24,7,23.322,CLE,@,STL,L 3-34,,0,,,,,0.0%,,,,,,,,,,
8,1999,1999-10-31,8,23.329,CLE,@,NOR,W 21-16,,,,,,,0.0%,,,,,,,,,,
9,1999,1999-11-07,9,23.336,CLE,,BAL,L 9-41,,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,0.0,,
10,1999,1999-11-14,10,23.343,CLE,@,PIT,W 16-15,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,,
11,1999,1999-11-21,11,23.350,CLE,,CAR,L 17-31,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,0.0,,
12,1999,1999-11-28,12,23.357,CLE,,TEN,L 21-33,*,2,2,25,12.50,0,100.0%,12.50,1,8,8.00,0,0,0,0.0,,
13,1999,1999-12-05,13,23.364,CLE,@,SDG,L 10-23,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,,
14,1999,1999-12-12,14,24.006,CLE,@,CIN,L 28-44,,3,2,33,16.50,0,66.7%,11.00,1,10,10.00,0,0,0,0.0,,
15,2000,2000-09-03,1,24.272,CLE,,JAX,L 7-27,,0,,,,,0.0%,,,,,,,,,,
16,2000,2000-09-10,2,24.279,CLE,@,CIN,W 24-7,,2,1,5,5.00,1,50.0%,2.50,0,0,,0,1,6,0.0,,
17,2000,2000-09-17,3,24.286,CLE,,PIT,W 23-20,,,,,,,0.0%,,,,,,,,,,
18,2000,2000-09-24,4,24.293,CLE,@,OAK,L 10-36,*,2,2,16,8.00,0,100.0%,8.00,1,12,12.00,0,0,0,0.0,,
19,2000,2000-10-01,5,24.300,CLE,,BAL,L 0-12,,,,,,,0.0%,,,,,,,,,,
20,2000,2000-10-08,6,24.307,CLE,@,ARI,L 21-29,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
