ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1993,1993-09-27,4,23.191,ATL,,PIT,L 17-45,,,,,,
2,1993,1993-10-03,5,23.197,ATL,@,CHI,L 0-6,,,,,,
3,1993,1993-10-14,6,23.208,ATL,,RAM,W 30-24,,,,,,
4,1993,1993-10-24,7,23.218,ATL,@,NOR,W 26-15,,,,,,
5,1993,1993-10-31,8,23.225,ATL,,TAM,L 24-31,,,,,,
6,1993,1993-11-14,9,23.239,ATL,@,RAM,W 13-0,,0,0,,0,1.0
7,1993,1993-11-21,10,23.246,ATL,,DAL,W 27-14,,,,,,
8,1993,1993-11-28,11,23.253,ATL,,CLE,W 17-14,,,,,,
9,1993,1993-12-05,12,23.260,ATL,@,HOU,L 17-33,,,,,,
10,1993,1993-12-11,13,23.266,ATL,,SFO,W 27-24,,,,,,
11,1993,1993-12-26,15,23.281,ATL,@,CIN,L 17-21,,,,,,
12,1993,1994-01-02,16,23.288,ATL,,PHO,L 10-27,,,,,,
13,1994,1994-09-04,1,24.168,ATL,@,DET,L 28-31,,,,,,
14,1994,1994-09-11,2,24.175,ATL,,RAM,W 31-13,,,,,,
15,1994,1994-09-18,3,24.182,ATL,,KAN,L 10-30,,,,,,
16,1994,1994-09-25,4,24.189,ATL,@,WAS,W 27-20,,,,,,
17,1994,1994-10-02,5,24.196,ATL,@,RAM,W 8-5,,,,,,
18,1994,1994-10-09,6,24.203,ATL,,TAM,W 34-13,,,,,,
19,1994,1994-10-16,7,24.210,ATL,,SFO,L 3-42,,,,,,
20,1994,1994-10-23,8,24.217,ATL,@,RAI,L 17-30,,,,,,
21,1994,1994-11-06,9,24.231,ATL,,SDG,W 10-9,,,,,,
22,1994,1994-11-13,10,24.238,ATL,@,NOR,L 32-33,,,,,,
23,1994,1994-11-20,11,24.245,ATL,@,DEN,L 28-32,,,,,,
24,1994,1994-11-27,12,24.252,ATL,,PHI,W 28-21,,,,,,
25,1994,1994-12-04,13,24.259,ATL,@,SFO,L 14-50,,,,,,
26,1994,1994-12-11,14,24.266,ATL,,NOR,L 20-29,,,,,,
