ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-12,1,24.171,DEN,,OAK,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,2,0
2,2011,2011-09-18,2,24.177,DEN,,CIN,W 24-22,,,,,,,0.0%,,,,,,,,,,
3,2011,2011-09-25,3,24.184,DEN,@,TEN,L 14-17,,,,,,,0.0%,,,,,,,,,,
4,2011,2011-10-02,4,24.191,DEN,@,GNB,L 23-49,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,1
5,2011,2011-10-23,6,24.212,DEN,@,MIA,W 18-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
6,2011,2011-10-30,7,24.219,DEN,,DET,L 10-45,,,,,,,0.0%,,,,,,,,,,
7,2011,2011-11-06,8,24.226,DEN,@,OAK,W 38-24,,,,,,,0.0%,,,,,,,,,,
8,2011,2011-11-13,9,24.233,DEN,@,KAN,W 17-10,,,,,,,0.0%,,,,,,,,,,
9,2011,2011-11-17,10,24.237,DEN,,NYJ,W 17-13,,,,,,,0.0%,,,,,,,,,,
10,2011,2011-11-27,11,24.247,DEN,@,SDG,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
11,2011,2011-12-04,12,24.254,DEN,@,MIN,W 35-32,,,,,,,0.0%,,,,,,,,,,
12,2011,2011-12-11,13,24.261,DEN,,CHI,W 13-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2011,2011-12-18,14,24.268,DEN,,NWE,L 23-41,,,,,,,0.0%,,,,,,,,,,
14,2011,2012-01-01,16,24.282,DEN,,KAN,L 3-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
15,2012,2012-09-09,1,25.168,DEN,,PIT,W 31-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
16,2012,2012-09-17,2,25.176,DEN,@,ATL,L 21-27,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2012,2012-09-23,3,25.182,DEN,,HOU,L 25-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,2
18,2012,2012-09-30,4,25.189,DEN,,OAK,W 37-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
19,2012,2012-10-07,5,25.196,DEN,@,NWE,L 21-31,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,1
20,2012,2012-10-15,6,25.204,DEN,@,SDG,W 35-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
