ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-11,1,23.022,NYG,@,WAS,W 27-24,,,,,,,,,,,
2,1989,1989-09-17,2,23.028,NYG,,DET,W 24-14,,,,,,,,,,,
3,1989,1989-09-24,3,23.035,NYG,,PHO,W 35-7,,,,,,,,,,,
4,1989,1989-10-01,4,23.042,NYG,@,DAL,W 30-13,,,,,,,,,,,
5,1989,1989-10-08,5,23.049,NYG,@,PHI,L 19-21,,,,,,,,,,,
6,1989,1989-10-15,6,23.056,NYG,,WAS,W 20-17,,,,,,,,,,,
7,1989,1989-10-22,7,23.063,NYG,@,SDG,W 20-13,,,,,,,,,,,
8,1989,1989-10-30,8,23.071,NYG,,MIN,W 24-14,,,,,,,,,,,
9,1989,1989-11-05,9,23.077,NYG,@,PHO,W 20-13,,,,,,,,,,,
10,1989,1989-11-12,10,23.084,NYG,@,RAM,L 10-31,,,,,,,,,,,
11,1989,1989-11-19,11,23.091,NYG,,SEA,W 15-3,,,,,,,,,,,
12,1989,1989-11-27,12,23.099,NYG,@,SFO,L 24-34,,,,,,,,,,,
13,1989,1989-12-03,13,23.105,NYG,,PHI,L 17-24,,,,,,,,,,,
14,1989,1989-12-10,14,23.112,NYG,@,DEN,W 14-7,,,,,,,,,,,
15,1989,1989-12-16,15,23.118,NYG,,DAL,W 15-0,,,,,,,,,,,
16,1989,1989-12-24,16,23.126,NYG,,RAI,W 34-17,,,,,,,,,,,
17,1990,1990-09-09,1,24.020,NYG,,PHI,W 27-20,,0,0,,0,0,0,0.0,1,-2,0
18,1990,1990-09-16,2,24.027,NYG,@,DAL,W 28-7,,,,,,,,,,,
19,1990,1990-09-23,3,24.034,NYG,,MIA,W 20-3,,,,,,,,,,,
20,1990,1990-09-30,4,24.041,NYG,,DAL,W 31-17,,,,,,,,,,,
21,1990,1990-10-14,5,24.055,NYG,@,WAS,W 24-20,,0,0,,0,0,0,0.0,2,5,0
22,1990,1990-10-21,6,24.062,NYG,,PHO,W 20-19,,0,0,,0,0,0,1.0,0,0,0
23,1990,1990-10-28,7,24.069,NYG,,WAS,W 21-10,,0,0,,0,0,0,1.0,1,0,0
24,1990,1990-11-05,8,24.077,NYG,@,IND,W 24-7,,,,,,,,,,,
25,1990,1990-11-11,9,24.083,NYG,@,RAM,W 31-7,,0,0,,0,0,0,1.0,0,0,0
26,1990,1990-11-18,10,24.090,NYG,,DET,W 20-0,,0,0,,0,0,0,1.0,0,0,0
27,1990,1990-11-25,11,24.097,NYG,@,PHI,L 13-31,,,,,,,,,,,
28,1990,1990-12-03,12,24.105,NYG,@,SFO,L 3-7,,,,,,,,,,,
29,1990,1990-12-09,13,24.111,NYG,,MIN,W 23-15,,0,0,,0,0,0,0.0,1,5,0
30,1990,1990-12-15,14,24.117,NYG,,BUF,L 13-17,,,,,,,,,,,
31,1991,1991-09-02,1,25.013,NYG,,SFO,W 16-14,,,,,,,,,,,
32,1991,1991-09-08,2,25.019,NYG,,RAM,L 13-19,,,,,,,,,,,
33,1991,1991-09-15,3,25.026,NYG,@,CHI,L 17-20,,,,,,,,,,,
34,1991,1991-10-14,7,25.055,NYG,@,PIT,W 23-20,,,,,,,,,,,
35,1991,1991-10-27,8,25.068,NYG,,WAS,L 13-17,,,,,,,,,,,
36,1991,1991-11-04,9,25.076,NYG,@,PHI,L 7-30,,,,,,,,,,,
37,1991,1991-11-10,10,25.082,NYG,@,PHO,W 21-14,,0,0,,0,0,0,0.0,1,3,0
38,1991,1991-11-17,11,25.089,NYG,,DAL,W 22-9,,,,,,,,,,,
