ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
27,2015,2015-11-29,11,23.093,NYG,@,WAS,L 14-20,,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
28,2015,2015-12-06,12,23.100,NYG,,NYJ,L 20-23,,6,22,3.67,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
29,2015,2015-12-14,13,23.108,NYG,@,MIA,W 31-24,,3,3,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
30,2015,2015-12-20,14,23.114,NYG,,CAR,L 35-38,,6,21,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
31,2015,2015-12-27,15,23.121,NYG,@,MIN,L 17-49,,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
32,2015,2016-01-03,16,23.128,NYG,,PHI,L 30-35,,5,26,5.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
33,2016,2017-01-01,16,24.126,SDG,,KAN,L 27-37,,18,87,4.83,0,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
34,2017,2017-10-08,5,25.041,LAC,@,NYG,W 27-22,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
35,2017,2017-10-15,6,25.048,LAC,@,OAK,W 17-16,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
36,2017,2017-10-22,7,25.055,LAC,,DEN,W 21-0,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
37,2017,2017-11-12,9,25.076,LAC,@,JAX,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
38,2017,2017-11-19,10,25.083,LAC,,BUF,W 54-24,,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
39,2017,2017-11-23,11,25.087,LAC,@,DAL,W 28-6,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
40,2017,2017-12-03,12,25.097,LAC,,CLE,W 19-10,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
41,2017,2017-12-10,13,25.104,LAC,,WAS,W 30-13,,7,23,3.29,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
