ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1993,1993-09-05,1,23.228,MIA,@,IND,W 24-20,,4,2,0.50,0,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,,,,,2,40,20.00,0,0,0,,0,0,0
2,1993,1993-09-12,2,23.235,MIA,,NYJ,L 14-24,,1,1,1.00,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,,,,,,2,45,22.50,0,0,0,,0,0,0
3,1993,1993-09-26,3,23.249,MIA,@,BUF,W 22-13,,9,31,3.44,0,7,6,91,15.17,0,85.7%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
4,1993,1993-10-04,4,23.257,MIA,,WAS,W 17-10,,16,94,5.88,0,6,3,36,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
5,1993,1993-10-10,5,23.263,MIA,@,CLE,W 24-14,,14,12,0.86,0,8,7,61,8.71,0,87.5%,7.63,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
6,1993,1993-10-24,6,23.277,MIA,,IND,W 41-27,,10,50,5.00,1,1,1,44,44.00,1,100.0%,44.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
7,1993,1993-10-31,7,23.284,MIA,,KAN,W 30-10,,11,46,4.18,1,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
8,1993,1993-11-07,8,23.291,MIA,@,NYJ,L 10-27,,4,1,0.25,0,4,4,28,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
9,1993,1993-11-14,9,23.298,MIA,@,PHI,W 19-14,,5,7,1.40,0,2,2,19,9.50,1,100.0%,9.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
10,1993,1993-11-21,10,23.305,MIA,,NWE,W 17-13,,2,6,3.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
11,1993,1993-11-25,11,23.309,MIA,@,DAL,W 16-14,,5,15,3.00,0,9,7,76,10.86,0,77.8%,8.44,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
12,1993,1993-12-05,12,23.319,MIA,,NYG,L 14-19,,5,18,3.60,0,10,8,95,11.88,0,80.0%,9.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,1993,1993-12-13,13,23.327,MIA,,PIT,L 20-21,,13,45,3.46,0,7,7,107,15.29,0,100.0%,15.29,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
14,1993,1993-12-19,14,23.333,MIA,,BUF,L 34-47,,1,6,6.00,0,15,9,148,16.44,1,60.0%,9.87,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
15,1993,1993-12-27,15,23.341,MIA,@,SDG,L 20-45,,10,25,2.50,0,7,7,74,10.57,0,100.0%,10.57,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
16,1993,1994-01-02,16,23.347,MIA,@,NWE,L 27-33,,9,31,3.44,1,5,3,20,6.67,0,60.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
17,1994,1994-09-04,1,24.227,MIA,,NWE,W 39-35,,19,56,2.95,0,10,7,61,8.71,0,70.0%,6.10,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,1994,1994-09-11,2,24.234,MIA,@,GNB,W 24-14,,17,64,3.76,1,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
19,1994,1994-09-18,3,24.241,MIA,,NYJ,W 28-14,,15,100,6.67,1,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
20,1994,1994-09-25,4,24.248,MIA,@,MIN,L 35-38,,9,13,1.44,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
21,1995,1995-09-03,1,25.226,MIA,,NYJ,W 52-14,,3,5,1.67,0,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
22,1995,1995-09-10,2,25.233,MIA,@,NWE,W 20-3,,13,82,6.31,0,2,2,9,4.50,0,100.0%,4.50,1,1,100.00,31,1,0,158.3,0,0,31.00,51.00,0,0,,0,0,0,,0,0,0
23,1995,1995-09-18,3,25.241,MIA,,PIT,W 23-10,,12,33,2.75,0,6,6,55,9.17,1,100.0%,9.17,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
24,1995,1995-10-01,4,25.254,MIA,@,CIN,W 26-23,,9,28,3.11,0,8,7,89,12.71,0,87.5%,11.13,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
25,1995,1995-10-08,5,25.261,MIA,,IND,L 24-27,,19,77,4.05,2,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
26,1995,1995-10-15,6,25.268,MIA,@,NOR,L 30-33,,4,15,3.75,0,6,3,37,12.33,1,50.0%,6.17,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
27,1995,1995-10-22,7,25.275,MIA,@,NYJ,L 16-17,,2,12,6.00,1,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
28,1995,1995-10-29,8,25.282,MIA,,BUF,W 23-6,,12,60,5.00,1,6,5,55,11.00,0,83.3%,9.17,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
29,1995,1995-11-05,9,25.289,MIA,@,SDG,W 24-14,,7,21,3.00,0,5,4,37,9.25,1,80.0%,7.40,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
30,1995,1995-11-12,10,25.296,MIA,,NWE,L 17-34,,6,14,2.33,0,11,8,43,5.38,0,72.7%,3.91,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
31,1995,1995-11-20,11,25.304,MIA,,SFO,L 20-44,,4,12,3.00,0,12,8,44,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
32,1995,1995-11-26,12,25.310,MIA,@,IND,L 28-36,,1,1,1.00,0,4,4,69,17.25,0,100.0%,17.25,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
33,1995,1995-12-03,13,25.317,MIA,,ATL,W 21-20,,1,-1,-1.00,0,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
