ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2015,2015-09-27,3,22.180,PIT,@,STL,W 12-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
2,2015,2015-10-01,4,22.184,PIT,,BAL,L 20-23,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
3,2015,2015-10-12,5,22.195,PIT,@,SDG,W 24-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
4,2015,2015-10-18,6,22.201,PIT,,ARI,W 25-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
5,2015,2015-10-25,7,22.208,PIT,@,KAN,L 13-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
6,2015,2015-11-08,9,22.222,PIT,,OAK,W 38-35,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
7,2015,2015-11-15,10,22.229,PIT,,CLE,W 30-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
8,2016,2016-09-12,1,23.165,PIT,@,WAS,W 38-16,*,3,2,56,28.00,0,66.7%,18.67,0,0,,0,0,0,,0,0,0
9,2016,2016-09-18,2,23.171,PIT,,CIN,W 24-16,*,5,2,97,48.50,0,40.0%,19.40,1,6,6.00,0,0,0,,0,0,0
10,2016,2016-09-25,3,23.178,PIT,@,PHI,L 3-34,,4,3,50,16.67,0,75.0%,12.50,0,0,,0,2,38,19.00,0,0,0
11,2016,2016-10-02,4,23.185,PIT,,KAN,W 43-14,*,8,6,79,13.17,0,75.0%,9.88,1,-1,-1.00,0,0,0,,0,0,0
12,2016,2016-10-09,5,23.192,PIT,,NYJ,W 31-13,*,11,6,139,23.17,2,54.5%,12.64,0,0,,0,1,23,23.00,0,2,12
13,2016,2016-10-16,6,23.199,PIT,@,MIA,L 15-30,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
14,2016,2016-10-23,7,23.206,PIT,,NWE,L 16-27,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
15,2016,2016-11-06,8,23.220,PIT,@,BAL,L 14-21,,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
16,2016,2016-11-13,9,23.227,PIT,,DAL,L 30-35,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
17,2016,2016-11-20,10,23.234,PIT,@,CLE,W 24-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
18,2016,2016-11-24,11,23.238,PIT,@,IND,W 28-7,,3,0,0,,0,0.0%,0.00,0,0,,0,1,21,21.00,0,0,0
19,2016,2016-12-04,12,23.248,PIT,,NYG,W 24-14,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,0,0
20,2016,2016-12-11,13,23.255,PIT,@,BUF,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
21,2016,2016-12-18,14,23.262,PIT,@,CIN,W 24-20,*,4,1,10,10.00,0,25.0%,2.50,2,9,4.50,0,1,44,44.00,0,0,0
22,2017,2017-09-10,1,24.163,CLE,,PIT,L 18-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
23,2017,2017-09-17,2,24.170,CLE,@,BAL,L 10-24,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
24,2017,2017-10-08,5,24.191,CLE,,NYJ,L 14-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
25,2017,2017-10-15,6,24.198,CLE,@,HOU,L 17-33,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
26,2017,2017-10-22,7,24.205,CLE,,TEN,L 9-12,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
27,2017,2017-10-29,8,24.212,CLE,,MIN,L 16-33,,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0
28,2017,2017-11-12,9,24.226,CLE,@,DET,L 24-38,*,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0
29,2017,2017-11-19,10,24.233,CLE,,JAX,L 7-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
30,2017,2017-12-10,13,24.254,CLE,,GNB,L 21-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
31,2017,2017-12-17,14,24.261,CLE,,BAL,L 10-27,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
32,2017,2017-12-24,15,24.268,CLE,@,CHI,L 3-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
33,2017,2017-12-31,16,24.275,CLE,@,PIT,L 24-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
34,2018,2018-09-09,1,25.162,HOU,@,NWE,L 20-27,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
