ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1967,1967-12-10,13,22.233,WAS,@,PIT,W 15-10,1,2,50.0,,,,0,1
2,1967,1967-12-17,14,22.240,WAS,,NOR,L 14-30,2,2,100.0,,2,0.0,0,2
3,1968,1968-09-29,4,23.161,BUF,,NYJ,W 37-35,4,4,100.0,3,3,100.0,0,13
4,1968,1968-10-05,5,23.167,BUF,,KAN,L 7-18,1,1,100.0,,,,0,1
5,1968,1968-10-12,6,23.174,BUF,@,MIA,T 14-14,,,,2,3,66.7,0,6
6,1968,1968-10-20,7,23.182,BUF,@,BOS,L 6-23,,,,2,2,100.0,0,6
7,1968,1968-10-27,8,23.189,BUF,,HOU,L 7-30,1,1,100.0,,1,0.0,0,1
8,1968,1968-11-03,9,23.196,BUF,@,NYJ,L 21-25,3,3,100.0,,1,0.0,0,3
9,1968,1968-11-10,10,23.203,BUF,,MIA,L 17-21,2,2,100.0,1,1,100.0,0,5
10,1968,1968-11-17,11,23.210,BUF,,SDG,L 6-21,,,,2,2,100.0,0,6
11,1968,1968-11-24,12,23.217,BUF,@,DEN,L 32-34,3,3,100.0,1,4,25.0,0,6
12,1968,1968-11-28,13,23.221,BUF,@,OAK,L 10-13,1,1,100.0,1,4,25.0,0,4
13,1968,1968-12-07,14,23.230,BUF,@,HOU,L 6-35,,,,2,3,66.7,0,6
14,1969,1969-09-14,1,24.146,BUF,,NYJ,L 19-33,1,1,100.0,2,2,100.0,0,7
15,1969,1969-09-21,2,24.153,BUF,,HOU,L 3-17,,,,1,1,100.0,0,3
16,1969,1969-09-28,3,24.160,BUF,,DEN,W 41-28,5,5,100.0,2,3,66.7,0,11
17,1969,1969-10-05,4,24.167,BUF,@,HOU,L 14-28,2,2,100.0,,1,0.0,0,2
18,1969,1969-10-11,5,24.173,BUF,,BOS,W 23-16,2,2,100.0,3,3,100.0,0,11
19,1969,1969-10-19,6,24.181,BUF,@,OAK,L 21-50,3,3,100.0,,,,0,3
20,1969,1969-10-26,7,24.188,BUF,@,MIA,L 6-24,,,,2,3,66.7,0,6
21,1969,1969-11-02,8,24.195,BUF,,KAN,L 7-29,1,1,100.0,,1,0.0,0,1
22,1969,1969-11-09,9,24.202,BUF,@,NYJ,L 6-16,,,,2,5,40.0,0,6
23,1969,1969-11-16,10,24.209,BUF,,MIA,W 28-3,4,4,100.0,,,,0,4
24,1969,1969-11-23,11,24.216,BUF,@,BOS,L 21-35,3,3,100.0,,,,0,3
25,1969,1969-11-30,12,24.223,BUF,,CIN,W 16-13,1,1,100.0,3,4,75.0,0,10
26,1969,1969-12-07,13,24.230,BUF,@,KAN,L 19-22,1,1,100.0,2,3,66.7,0,7
27,1969,1969-12-14,14,24.237,BUF,@,SDG,L 6-45,,1,0.0,,,,0,0
