ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
1,2006,2006-09-10,1,23.222,CIN,@,KAN,W 23-10,,0,0,0,0,0
2,2006,2006-09-17,2,23.229,CIN,,CLE,W 34-17,,0,0,0,0,0
3,2006,2006-09-24,3,23.236,CIN,@,PIT,W 28-20,,0,0,0,0,0
4,2006,2006-10-01,4,23.243,CIN,,NWE,L 13-38,,0,0,0,0,0
5,2006,2006-10-15,5,23.257,CIN,@,TAM,L 13-14,,0,0,0,0,0
6,2006,2006-10-22,6,23.264,CIN,,CAR,W 17-14,,0,0,0,0,0
7,2006,2006-10-29,7,23.271,CIN,,ATL,L 27-29,,0,0,0,0,0
8,2006,2006-11-05,8,23.278,CIN,@,BAL,L 20-26,,0,0,0,0,0
9,2006,2006-11-12,9,23.285,CIN,,SDG,L 41-49,,0,0,0,0,0
10,2006,2006-11-19,10,23.292,CIN,@,NOR,W 31-16,,1,6,1,52,1
11,2006,2006-11-26,11,23.299,CIN,@,CLE,W 30-0,,0,0,0,0,0
12,2006,2006-11-30,12,23.303,CIN,,BAL,W 13-7,,0,0,0,0,0
13,2006,2006-12-10,13,23.313,CIN,,OAK,W 27-10,,0,0,0,0,0
14,2006,2006-12-18,14,23.321,CIN,@,IND,L 16-34,,0,0,0,0,0
15,2006,2006-12-24,15,23.327,CIN,@,DEN,L 23-24,,0,0,0,0,0
16,2006,2006-12-31,16,23.334,CIN,,PIT,L 17-23,,0,0,0,0,0
