ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-05,3,28.307,SFO,@,NYG,W 41-21,4,121,30.25,0
2,1987,1987-10-11,4,28.313,SFO,@,ATL,W 25-17,5,162,32.40,0
3,1987,1987-10-18,5,28.320,SFO,,STL,W 34-28,3,101,33.67,0
