ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1997,1997-08-31,1,22.053,MIN,@,BUF,W 34-13,,
2,1997,1997-09-07,2,22.060,MIN,@,CHI,W 27-24,,
3,1997,1997-09-14,3,22.067,MIN,,TAM,L 14-28,,
4,1997,1997-09-21,4,22.074,MIN,@,GNB,L 32-38,,
5,1997,1997-12-14,15,22.158,MIN,,DET,L 13-14,,
6,1997,1997-12-21,16,22.165,MIN,,IND,W 39-28,,
7,1998,1998-09-06,1,23.059,MIN,,TAM,W 31-7,,1.0
8,1998,1998-09-13,2,23.066,MIN,@,STL,W 38-31,,
9,1998,1998-09-20,3,23.073,MIN,,DET,W 29-6,,
10,1998,1998-09-27,4,23.080,MIN,@,CHI,W 31-28,,
11,1998,1998-10-05,5,23.088,MIN,@,GNB,W 37-24,,
12,1998,1998-10-18,6,23.101,MIN,,WAS,W 41-7,,
13,1998,1998-11-08,9,23.122,MIN,,NOR,W 31-24,,
14,1998,1998-11-15,10,23.129,MIN,,CIN,W 24-3,,
15,1998,1998-11-22,11,23.136,MIN,,GNB,W 28-14,,
16,1998,1998-11-26,12,23.140,MIN,@,DAL,W 46-36,,
17,1998,1998-12-06,13,23.150,MIN,,CHI,W 48-22,,
18,1998,1998-12-20,15,23.164,MIN,,JAX,W 50-10,,
19,1998,1998-12-26,16,23.170,MIN,@,TEN,W 26-16,,
20,1999,1999-09-12,1,24.065,MIN,@,ATL,W 17-14,*,
21,1999,1999-09-19,2,24.072,MIN,,OAK,L 17-22,*,1.0
22,1999,1999-09-26,3,24.079,MIN,@,GNB,L 20-23,,
23,1999,1999-10-03,4,24.086,MIN,,TAM,W 21-14,*,1.0
24,1999,1999-10-10,5,24.093,MIN,,CHI,L 22-24,*,
25,1999,1999-10-17,6,24.100,MIN,@,DET,L 23-25,,1.0
26,1999,1999-10-24,7,24.107,MIN,,SFO,W 40-16,*,
27,1999,1999-10-31,8,24.114,MIN,@,DEN,W 23-20,*,1.0
28,1999,1999-11-08,9,24.122,MIN,,DAL,W 27-17,*,
29,1999,1999-11-14,10,24.128,MIN,@,CHI,W 27-24,*,
30,1999,1999-11-28,11,24.142,MIN,,SDG,W 35-27,*,
31,1999,1999-12-06,12,24.150,MIN,@,TAM,L 17-24,*,
32,1999,1999-12-12,13,24.156,MIN,@,KAN,L 28-31,*,
33,1999,1999-12-20,14,24.164,MIN,,GNB,W 24-20,,1.0
34,1999,1999-12-26,15,24.170,MIN,@,NYG,W 34-17,,
35,1999,2000-01-02,16,24.177,MIN,,DET,W 24-17,*,
36,2000,2000-09-03,1,25.056,MIN,,CHI,W 30-27,,
37,2000,2000-09-10,2,25.063,MIN,,MIA,W 13-7,,
38,2000,2000-10-01,4,25.084,MIN,@,DET,W 31-24,*,1.0
39,2000,2000-10-09,5,25.092,MIN,,TAM,W 30-23,,
40,2000,2000-10-15,6,25.098,MIN,@,CHI,W 28-16,*,
41,2000,2000-10-22,7,25.105,MIN,,BUF,W 31-27,,
42,2000,2000-10-29,8,25.112,MIN,@,TAM,L 13-41,,
43,2000,2000-11-06,9,25.120,MIN,@,GNB,L 20-26,*,
44,2000,2000-11-12,10,25.126,MIN,,ARI,W 31-14,*,1.0
45,2000,2000-11-19,11,25.133,MIN,,CAR,W 31-17,,1.0
46,2000,2000-11-23,12,25.137,MIN,@,DAL,W 27-15,,
47,2000,2000-11-30,13,25.144,MIN,,DET,W 24-17,*,
48,2000,2000-12-10,14,25.154,MIN,@,STL,L 29-40,,
49,2000,2000-12-17,15,25.161,MIN,,GNB,L 28-33,,1.0
50,2001,2001-09-09,1,26.062,CIN,,NWE,W 23-17,*,
51,2001,2001-09-23,2,26.076,CIN,,BAL,W 21-10,*,
52,2001,2001-09-30,3,26.083,CIN,@,SDG,L 14-28,*,
53,2001,2001-10-07,4,26.090,CIN,@,PIT,L 7-16,*,
54,2001,2001-11-11,8,26.125,CIN,@,JAX,L 13-30,*,
55,2001,2001-11-18,9,26.132,CIN,,TEN,L 7-20,*,
56,2001,2001-11-25,10,26.139,CIN,@,CLE,L 0-18,*,2.0
57,2001,2001-12-02,11,26.146,CIN,,TAM,L 13-16,*,
58,2001,2001-12-09,12,26.153,CIN,,JAX,L 10-14,*,2.0
59,2001,2001-12-16,13,26.160,CIN,@,NYJ,L 14-15,*,
60,2001,2001-12-23,14,26.167,CIN,@,BAL,L 0-16,*,1.0
61,2001,2001-12-30,15,26.174,CIN,,PIT,W 26-23,*,
62,2001,2002-01-06,16,26.181,CIN,@,TEN,W 23-21,*,
63,2002,2002-09-08,1,27.061,CIN,,SDG,L 6-34,*,
64,2002,2002-09-15,2,27.068,CIN,@,CLE,L 7-20,*,1.0
65,2002,2002-09-22,3,27.075,CIN,@,ATL,L 3-30,*,
66,2002,2002-09-29,4,27.082,CIN,,TAM,L 7-35,*,1.0
67,2002,2002-10-06,5,27.089,CIN,@,IND,L 21-28,*,
68,2002,2002-10-13,6,27.096,CIN,,PIT,L 7-34,*,1.0
69,2002,2002-10-27,7,27.110,CIN,,TEN,L 24-30,*,
70,2002,2002-11-03,8,27.117,CIN,@,HOU,W 38-3,*,
71,2002,2002-11-10,9,27.124,CIN,@,BAL,L 27-38,*,
72,2002,2002-11-17,10,27.131,CIN,,CLE,L 20-27,*,
73,2002,2002-11-24,11,27.138,CIN,@,PIT,L 21-29,*,1.0
74,2002,2002-12-01,12,27.145,CIN,,BAL,L 23-27,*,1.0
75,2002,2002-12-08,13,27.152,CIN,@,CAR,L 31-52,*,
76,2002,2002-12-15,14,27.159,CIN,,JAX,L 15-29,*,
77,2002,2002-12-22,15,27.166,CIN,,NOR,W 20-13,*,
78,2002,2002-12-29,16,27.173,CIN,@,BUF,L 9-27,*,
79,2003,2003-09-07,1,28.060,CIN,,DEN,L 10-30,*,
80,2003,2003-09-14,2,28.067,CIN,@,OAK,L 20-23,*,
81,2003,2003-09-21,3,28.074,CIN,,PIT,L 10-17,*,1.0
82,2003,2003-09-28,4,28.081,CIN,@,CLE,W 21-14,*,1.0
83,2003,2003-10-05,5,28.088,CIN,@,BUF,L 16-22,*,
84,2003,2003-10-19,6,28.102,CIN,,BAL,W 34-26,*,
85,2003,2003-10-26,7,28.109,CIN,,SEA,W 27-24,*,
86,2003,2003-11-02,8,28.116,CIN,@,ARI,L 14-17,*,
87,2003,2003-11-09,9,28.123,CIN,,HOU,W 34-27,*,
88,2003,2003-11-16,10,28.130,CIN,,KAN,W 24-19,*,
89,2003,2003-11-23,11,28.137,CIN,@,SDG,W 34-27,*,
90,2003,2003-11-30,12,28.144,CIN,@,PIT,W 24-20,*,
91,2003,2003-12-07,13,28.151,CIN,@,BAL,L 13-31,*,
92,2003,2003-12-14,14,28.158,CIN,,SFO,W 41-38,*,
93,2003,2003-12-21,15,28.165,CIN,@,STL,L 10-27,*,
94,2003,2003-12-28,16,28.172,CIN,,CLE,L 14-22,*,
95,2004,2004-09-12,1,29.065,CIN,@,NYJ,L 24-31,*,
96,2004,2004-09-19,2,29.072,CIN,,MIA,W 16-13,*,
97,2004,2004-09-26,3,29.079,CIN,,BAL,L 9-23,*,
98,2004,2004-10-03,4,29.086,CIN,@,PIT,L 17-28,*,
99,2004,2004-10-17,5,29.100,CIN,@,CLE,L 17-34,*,
100,2004,2004-10-25,6,29.108,CIN,,DEN,W 23-10,*,
