ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1968,1968-11-24,11,26.042,PIT,,SFO,L 28-45,5,46,9.20,2,2,12
2,1968,1968-12-01,12,26.049,PIT,,STL,L 10-20,1,19,19.00,0,0,0
3,1969,1969-12-07,12,27.055,NYG,,STL,W 49-6,1,2,2.00,1,1,6
4,1971,1971-09-19,1,28.341,NYG,@,GNB,W 42-40,3,52,17.33,0,0,0
5,1971,1971-09-26,2,28.348,NYG,,WAS,L 3-30,3,25,8.33,0,0,0
6,1971,1971-10-03,3,28.355,NYG,@,STL,W 21-20,,,,,,
7,1971,1971-10-11,4,28.363,NYG,@,DAL,L 13-20,,,,,,
8,1971,1971-10-17,5,29.004,NYG,,BAL,L 7-31,1,18,18.00,0,0,0
9,1971,1971-10-24,6,29.011,NYG,@,PHI,L 7-23,,,,,,
10,1971,1971-10-31,7,29.018,NYG,,MIN,L 10-17,,,,,,
11,1971,1971-11-07,8,29.025,NYG,,SDG,W 35-17,1,43,43.00,1,1,6
12,1971,1971-11-14,9,29.032,NYG,@,ATL,W 21-17,,,,,,
13,1971,1971-11-21,10,29.039,NYG,@,PIT,L 13-17,1,6,6.00,0,0,0
14,1971,1971-11-28,11,29.046,NYG,,STL,L 7-24,,,,,,
15,1971,1971-12-05,12,29.053,NYG,@,WAS,L 7-23,,,,,,
16,1971,1971-12-12,13,29.060,NYG,,DAL,L 14-42,,,,,,
17,1971,1971-12-19,14,29.067,NYG,,PHI,L 28-41,1,2,2.00,1,1,6
18,1972,1972-12-10,13,30.058,NYG,,MIA,L 13-23,,,,,,
19,1972,1972-12-17,14,30.065,NYG,@,DAL,W 23-3,,,,,,
