ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1968,1968-09-14,1,24.090,MIA,,HOU,L 10-24,1,1,100.0,1,1,100.0,0,4
2,1968,1968-09-21,2,24.097,MIA,,OAK,L 21-47,3,3,100.0,,,,0,3
3,1968,1968-09-28,3,24.104,MIA,,KAN,L 3-48,,,,1,1,100.0,0,3
4,1968,1968-10-06,4,24.112,MIA,@,HOU,W 24-7,3,3,100.0,1,2,50.0,0,6
5,1968,1968-10-12,5,24.118,MIA,,BUF,T 14-14,2,2,100.0,,1,0.0,0,2
6,1968,1968-10-20,6,24.126,MIA,@,CIN,W 24-22,3,3,100.0,1,4,25.0,0,6
7,1968,1968-10-27,7,24.133,MIA,@,DEN,L 14-21,2,2,100.0,,2,0.0,0,2
8,1968,1968-11-03,8,24.140,MIA,@,SDG,L 28-34,4,4,100.0,,,,0,4
9,1968,1968-11-10,9,24.147,MIA,@,BUF,W 21-17,3,3,100.0,,1,0.0,0,3
10,1968,1968-11-17,10,24.154,MIA,,CIN,L 21-38,3,3,100.0,,1,0.0,0,3
11,1968,1968-11-24,11,24.161,MIA,@,BOS,W 34-10,4,4,100.0,2,2,100.0,0,10
12,1968,1968-12-01,12,24.168,MIA,@,NYJ,L 17-35,2,2,100.0,1,1,100.0,0,5
