ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1993,1993-09-05,1,23.228,MIN,@,RAI,L 7-24,,,,,
2,1993,1993-09-12,2,23.235,MIN,,CHI,W 10-7,,,,,
3,1993,1993-09-26,3,23.249,MIN,,GNB,W 15-13,,,,,
4,1993,1993-10-03,4,23.256,MIN,@,SFO,L 19-38,,,,,
5,1993,1993-10-10,5,23.263,MIN,,TAM,W 15-0,,,,,
6,1993,1993-10-25,6,23.278,MIN,@,CHI,W 19-12,,,,,
7,1993,1993-10-31,7,23.284,MIN,,DET,L 27-30,,,,,
8,1993,1993-11-14,9,23.298,CIN,,HOU,L 3-38,,,,,
9,1993,1993-11-21,10,23.305,CIN,@,NYJ,L 12-17,,,,,
10,1993,1993-11-28,11,23.312,CIN,,RAI,W 16-10,,,,,
11,1993,1993-12-05,12,23.319,CIN,@,SFO,L 8-21,,,,,
12,1993,1993-12-26,15,23.340,CIN,,ATL,W 21-17,,,,,
13,1993,1994-01-02,16,23.347,CIN,@,NOR,L 13-20,,,,,
14,1995,1995-09-03,1,25.226,NYJ,@,MIA,L 14-52,,2,46,23.00,0
15,1995,1995-09-10,2,25.233,NYJ,,IND,L 24-27,,0,0,,0
16,1995,1995-09-17,3,25.240,NYJ,,JAX,W 27-10,,1,36,36.00,0
17,1995,1995-09-24,4,25.247,NYJ,@,ATL,L 3-13,,0,0,,0
18,1995,1995-10-01,5,25.254,NYJ,,OAK,L 10-47,,0,0,,0
19,1995,1995-10-08,6,25.261,NYJ,@,BUF,L 10-29,,1,23,23.00,0
20,1995,1995-10-22,8,25.275,NYJ,,MIA,W 17-16,,0,0,,0
21,1995,1995-11-19,11,25.303,NYJ,,BUF,L 26-28,,3,62,20.67,0
22,1995,1995-11-26,12,25.310,NYJ,@,SEA,W 16-10,,3,88,29.33,0
23,1995,1995-12-03,13,25.317,NYJ,,STL,L 20-23,,3,93,31.00,0
24,1995,1995-12-10,14,25.324,NYJ,@,NWE,L 28-31,,4,130,32.50,0
25,1995,1995-12-17,15,25.331,NYJ,@,HOU,L 6-23,,3,75,25.00,0
26,1995,1995-12-24,16,25.338,NYJ,,NOR,L 0-12,,0,0,,0
27,1996,1996-09-01,1,26.225,NYJ,@,DEN,L 6-31,,3,54,18.00,0
28,1996,1996-09-15,3,26.239,NYJ,@,MIA,L 27-36,,3,53,17.67,0
29,1998,1998-11-22,11,28.306,STL,,CAR,L 20-24,,,,,
30,1998,1998-11-29,12,28.313,STL,,ATL,L 10-21,,,,,
31,1998,1998-12-03,13,28.317,STL,@,PHI,L 14-17,,,,,
32,1998,1998-12-13,14,28.327,STL,,NWE,W 32-18,,,,,
33,1998,1998-12-20,15,28.334,STL,@,CAR,L 13-20,,,,,
34,1998,1998-12-27,16,28.341,STL,@,SFO,L 19-38,,,,,
35,1999,1999-10-24,6,29.277,STL,,CLE,W 34-3,,2,48,24.00,0
36,1999,1999-10-31,7,29.284,STL,@,TEN,L 21-24,,5,144,28.80,0
37,1999,1999-11-07,8,29.291,STL,@,DET,L 27-31,,6,149,24.83,0
38,1999,1999-11-14,9,29.298,STL,,CAR,W 35-10,,3,65,21.67,0
39,1999,1999-11-21,10,29.305,STL,@,SFO,W 23-7,,,,,
40,1999,1999-11-28,11,29.312,STL,,NOR,W 43-12,,,,,
41,1999,1999-12-05,12,29.319,STL,@,CAR,W 34-21,,,,,
42,1999,1999-12-12,13,29.326,STL,@,NOR,W 30-14,,,,,
43,1999,1999-12-19,14,29.333,STL,,NYG,W 31-10,,,,,
44,1999,1999-12-26,15,29.340,STL,,CHI,W 34-12,,,,,
45,1999,2000-01-02,16,29.347,STL,@,PHI,L 31-38,,,,,
