ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2016,2016-09-11,1,22.135,CLE,@,PHI,L 10-29,,0,0,,0,0.0,0,0
2,2016,2016-09-18,2,22.142,CLE,,BAL,L 20-25,,0,0,,0,0.0,0,0
3,2016,2016-09-25,3,22.149,CLE,@,MIA,L 24-30,,2,30,15.00,0,0.0,1,0
4,2016,2016-10-02,4,22.156,CLE,@,WAS,L 20-31,,0,0,,0,0.0,0,0
5,2016,2016-10-09,5,22.163,CLE,,NWE,L 13-33,,4,63,15.75,0,0.0,0,0
6,2016,2016-10-16,6,22.170,CLE,@,TEN,L 26-28,,0,0,,0,0.0,2,1
7,2016,2016-10-23,7,22.177,CLE,@,CIN,L 17-31,*,1,18,18.00,0,0.0,3,1
8,2016,2016-10-30,8,22.184,CLE,,NYJ,L 28-31,*,0,0,,0,0.0,2,0
9,2016,2016-11-06,9,22.191,CLE,,DAL,L 10-35,*,0,0,,0,0.0,1,0
10,2016,2016-11-10,10,22.195,CLE,@,BAL,L 7-28,,0,0,,0,0.0,3,0
11,2016,2016-11-27,12,22.212,CLE,,NYG,L 13-27,,0,0,,0,0.0,0,0
12,2016,2016-12-11,13,22.226,CLE,,CIN,L 10-23,,0,0,,0,0.0,0,0
13,2016,2016-12-18,14,22.233,CLE,@,BUF,L 13-33,,0,0,,0,0.0,0,1
14,2016,2016-12-24,15,22.239,CLE,,SDG,W 20-17,,0,0,,0,0.0,0,1
15,2016,2017-01-01,16,22.247,CLE,@,PIT,L 24-27,,0,0,,0,0.0,0,0
