ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
63,1985,1985-11-17,11,27.332,MIN,@,DET,L 21-41,,,,,,,,,
64,1985,1985-11-24,12,27.339,MIN,,NOR,L 23-30,,,,,,,,,
65,1985,1985-12-01,13,27.346,MIN,@,PHI,W 28-23,0,0,,0,0,0,1,0,0
66,1985,1985-12-08,14,27.353,MIN,,TAM,W 26-7,0,0,,0,0,0,1,6,0
67,1985,1985-12-15,15,27.360,MIN,@,ATL,L 13-14,,,,,,,,,
68,1985,1985-12-22,16,28.002,MIN,,PHI,L 35-37,,,,,,,,,
69,1986,1986-10-12,6,28.296,MIN,@,SFO,W 27-24,,,,,,,,,
70,1986,1986-10-19,7,28.303,MIN,,CHI,W 23-7,,,,,,,,,
71,1986,1986-10-26,8,28.310,MIN,,CLE,L 20-23,,,,,,,,,
72,1986,1986-11-02,9,28.317,MIN,@,WAS,L 38-44,,,,,,,,,
73,1986,1986-11-09,10,28.324,MIN,@,DET,W 24-10,,,,,,,,,
74,1986,1986-11-16,11,28.331,MIN,,NYG,L 20-22,,,,,,,,,
75,1986,1986-11-23,12,28.338,MIN,@,CIN,L 20-24,,,,,,,,,
76,1986,1986-11-30,13,28.345,MIN,,TAM,W 45-13,,,,,,,,,
77,1986,1986-12-07,14,28.352,MIN,@,GNB,W 32-6,,,,,,,,,
78,1986,1986-12-14,15,28.359,MIN,@,HOU,L 10-23,,,,,,,,,
79,1986,1986-12-21,16,29.001,MIN,,NOR,W 33-17,,,,,,,,,
80,1987,1987-10-18,5,29.302,RAI,,SDG,L 17-23,,,,,,,,,
