ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1981,1981-09-05,1,23.259,MIN,@,TAM,L 13-21,,,,,,,,,
2,1981,1981-09-14,2,23.268,MIN,,OAK,L 10-36,0,0,,0,0,0,1,8,0
3,1981,1981-09-20,3,23.274,MIN,,DET,W 26-24,,,,,,,,,
4,1981,1981-09-27,4,23.281,MIN,@,GNB,W 30-13,,,,,,,,,
5,1981,1981-10-04,5,23.288,MIN,,CHI,W 24-21,,,,,,,,,
6,1981,1981-10-11,6,23.295,MIN,@,SDG,W 33-31,,,,,,,,,
7,1981,1981-10-18,7,23.302,MIN,,PHI,W 35-23,,,,,,,,,
8,1981,1981-10-25,8,23.309,MIN,@,STL,L 17-30,0,0,,0,0,0,1,0,0
9,1981,1981-11-02,9,23.317,MIN,@,DEN,L 17-19,0,0,,0,0,0,1,15,0
10,1981,1981-11-08,10,23.323,MIN,,TAM,W 25-10,,,,,,,,,
11,1981,1981-11-15,11,23.330,MIN,,NOR,W 20-10,,,,,,,,,
12,1981,1981-11-23,12,23.338,MIN,@,ATL,L 30-31,,,,,,,,,
13,1981,1981-11-29,13,23.344,MIN,,GNB,L 23-35,,,,,,,,,
14,1981,1981-12-06,14,23.351,MIN,@,CHI,L 9-10,0,0,,0,0,0,1,0,0
15,1981,1981-12-12,15,23.357,MIN,@,DET,L 7-45,,,,,,,,,
16,1981,1981-12-20,16,24.000,MIN,,KAN,L 6-10,,,,,,,,,
17,1982,1982-09-12,1,24.266,MIN,,TAM,W 17-10,0,0,,0,0,0,1,2,0
18,1982,1982-09-16,2,24.270,MIN,@,BUF,L 22-23,,,,,,,,,
19,1982,1982-11-21,3,24.336,MIN,@,GNB,L 7-26,,,,,,,,,
20,1982,1982-11-28,4,24.343,MIN,,CHI,W 35-7,0,0,,0,0,0,3,13,0
21,1982,1982-12-05,5,24.350,MIN,@,MIA,L 14-22,,,,,,,,,
22,1982,1982-12-12,6,24.357,MIN,,BAL,W 13-10,,,,,,,,,
23,1982,1982-12-19,7,24.364,MIN,@,DET,W 34-31,,,,,,,,,
24,1982,1982-12-26,8,25.006,MIN,,NYJ,L 14-42,,,,,,,,,
25,1982,1983-01-03,9,25.014,MIN,,DAL,W 31-27,,,,,,,,,
26,1983,1983-09-04,1,25.258,MIN,@,CLE,W 27-21,0,0,,0,0,0,1,12,0
27,1983,1983-09-08,2,25.262,MIN,,SFO,L 17-48,,,,,,,,,
28,1983,1983-09-18,3,25.272,MIN,@,TAM,W 19-16,,,,,,,,,
29,1983,1983-09-25,4,25.279,MIN,,DET,W 20-17,,,,,,,,,
30,1983,1983-10-02,5,25.286,MIN,,DAL,L 24-37,,,,,,,,,
31,1983,1983-10-09,6,25.293,MIN,@,CHI,W 23-14,0,0,,0,0,0,1,12,0
32,1983,1983-10-16,7,25.300,MIN,,HOU,W 34-14,,,,,,,,,
33,1983,1983-10-23,8,25.307,MIN,@,GNB,W 20-17,0,0,,0,0,0,1,2,0
34,1983,1983-10-30,9,25.314,MIN,@,STL,L 31-41,,,,,,,,,
35,1983,1983-11-06,10,25.321,MIN,,TAM,L 12-17,,,,,,,,,
36,1983,1983-11-13,11,25.328,MIN,,GNB,L 21-29,,,,,,,,,
37,1983,1983-11-20,12,25.335,MIN,@,PIT,W 17-14,,,,,,,,,
38,1983,1983-11-27,13,25.342,MIN,@,NOR,L 16-17,,,,,,,,,
39,1983,1983-12-05,14,25.350,MIN,@,DET,L 2-13,,,,,,,,,
40,1983,1983-12-11,15,25.356,MIN,,CHI,L 13-19,,,,,,,,,
41,1983,1983-12-17,16,25.362,MIN,,CIN,W 20-14,,,,,,,,,
42,1984,1984-09-02,1,26.257,MIN,,SDG,L 13-42,1,0,0.00,0,0,0,0,0,0
43,1984,1984-09-09,2,26.264,MIN,@,PHI,L 17-19,0,0,,0,,,,,
44,1984,1984-09-16,3,26.271,MIN,,ATL,W 27-20,0,0,,0,,,,,
45,1984,1984-09-23,4,26.278,MIN,@,DET,W 29-28,0,0,,0,,,,,
46,1984,1984-11-04,10,26.320,MIN,,TAM,W 27-24,0,0,,0,,,,,
47,1984,1984-11-11,11,26.327,MIN,@,GNB,L 17-45,0,0,,0,,,,,
48,1984,1984-11-18,12,26.334,MIN,@,DEN,L 21-42,0,0,,0,,,,,
49,1984,1984-11-25,13,26.341,MIN,,CHI,L 3-34,0,0,,0,,,,,
50,1984,1984-11-29,14,26.345,MIN,,WAS,L 17-31,0,0,,0,,,,,
51,1984,1984-12-08,15,26.354,MIN,@,SFO,L 7-51,0,0,,0,,,,,
52,1984,1984-12-16,16,26.362,MIN,,GNB,L 14-38,0,0,,0,1,6,1,53,1
53,1985,1985-09-08,1,27.262,MIN,,SFO,W 28-21,,,,,,,,,
54,1985,1985-09-15,2,27.269,MIN,@,TAM,W 31-16,,,,,,,,,
55,1985,1985-09-19,3,27.273,MIN,,CHI,L 24-33,,,,,,,,,
56,1985,1985-09-29,4,27.283,MIN,@,BUF,W 27-20,,,,,,,,,
57,1985,1985-10-06,5,27.290,MIN,@,RAM,L 10-13,,,,,,,,,
58,1985,1985-10-13,6,27.297,MIN,@,GNB,L 17-20,,,,,,,,,
59,1985,1985-10-20,7,27.304,MIN,,SDG,W 21-17,,,,,,,,,
60,1985,1985-10-27,8,27.311,MIN,@,CHI,L 9-27,0,0,,0,0,0,1,0,0
61,1985,1985-11-03,9,27.318,MIN,,DET,W 16-13,,,,,,,,,
62,1985,1985-11-10,10,27.325,MIN,,GNB,L 17-27,,,,,,,,,
